"x","y","z","intensity"
12.09375,123.03125,0,229
4,119,0,80
22.468085106383,120.787234042553,0,231.68085106383
31.2903225806452,117.322580645161,0,239.258064516129
41.2727272727273,115.090909090909,0,219.636363636364
65.125,110.875,0,83.625
59.0714285714286,111.785714285714,0,106.642857142857
8.8,110,0,117.4
50.8095238095238,107.095238095238,0,156.380952380952
17.2083333333333,110.416666666667,0,207.145833333333
64.7872340425532,92.9148936170213,0,176.159574468085
71.3846153846154,84.6153846153846,0,108
68.3846153846154,77.6153846153846,0,109.538461538462
80.125,74.125,0,96.875
74.1428571428571,71.8571428571429,0,189.761904761905
81.6470588235294,67,0,186.941176470588
69.4827586206897,63.0344827586207,0,141.448275862069
87,59.9666666666667,0,145.633333333333
78.5384615384615,54.8461538461538,0,94.5384615384615
86.2857142857143,50.5,0,122.428571428571
85.6153846153846,43.8846153846154,0,151
88.031746031746,33.4444444444444,0,213.634920634921
98.5,27.8,0,103.6
90.1111111111111,24.3333333333333,0,181.148148148148
66.3846153846154,14.6153846153846,0,106.153846153846
111.049180327869,9.09836065573771,0,206.344262295082
106.5,3,0,226.208333333333
