"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","31_pr01_1_Composite.tif",0,0,1,0.2943,0.294,0,0.0949,0.3904,0.3904
"3","31_pr01_1_Composite.tif",0,1,0,0.7742,0.7731,0.7272,0.2521,0.3904,0.3904
"21","31_pr01_2_Composite.tif",0,0,1,0.3358,0.3349,0.0769,0.095,0.3483,0.3483
"31","31_pr01_2_Composite.tif",0,1,0,0.6221,0.6088,0.4,0.1846,0.3483,0.3483
"22","31_pr01_3_Composite.tif",0,0,1,0.4945,0.4969,0.5454,0.2395,0.3888,0.3888
"32","31_pr01_3_Composite.tif",0,1,0,0.5967,0.5882,0.4,0.1523,0.3888,0.3888
"23","32_pr01_1_Composite.tif",0,0,1,0.451,0.4513,0.75,0.1709,0.6245,0.6245
"33","32_pr01_1_Composite.tif",0,1,0,0.8366,0.832,0.5454,0.2587,0.6245,0.6245
"24","32_pr01_2_Composite.tif",0,0,1,0.3236,0.3236,0,0.1688,0.5121,0.5121
"34","32_pr01_2_Composite.tif",0,1,0,0.7785,0.7662,0.923,0.3455,0.5121,0.5121
"25","32_pr01_3_Composite.tif",0,0,1,0.5293,0.5308,0.2857,0.1096,0.509,0.509
"35","32_pr01_3_Composite.tif",0,1,0,0.7266,0.7299,0.6428,0.21,0.509,0.509
"26","33_pr01_1_Composite.tif",0,0,1,0.3183,0.3194,0.2857,0.1258,0.401,0.401
"36","33_pr01_1_Composite.tif",0,1,0,0.7518,0.7377,0.6086,0.2733,0.401,0.401
"27","33_pr01_2_Composite.tif",0,0,1,0.4082,0.4077,0.2,0.1366,0.4469,0.4469
"37","33_pr01_2_Composite.tif",0,1,0,0.7642,0.7558,0.7894,0.2793,0.4469,0.4469
"28","33_pr01_3_Composite.tif",0,0,1,0.5036,0.4983,0.1666,0.0913,0.5531,0.5531
"38","33_pr01_3_Composite.tif",0,1,0,0.7595,0.7352,0.7777,0.2565,0.5531,0.5531
"29","33_pr01_4_Composite.tif",0,0,1,0.5995,0.5991,0.3333,0.1399,0.5226,0.5226
"39","33_pr01_4_Composite.tif",0,1,0,0.8298,0.8278,0.4,0.1589,0.5226,0.5226
