"x","y","z","intensity"
122.68,103.08,0,200.76
127,99,0,216.666666666667
2.33333333333333,98.8888888888889,0,84.4444444444444
110.75,92.375,0,185.0625
121.605263157895,92.7105263157895,0,207.842105263158
76.1904761904762,89.5238095238095,0,129.47619047619
85.2142857142857,88.6428571428571,0,129.642857142857
110.896551724138,85.5172413793103,0,160.344827586207
101.190476190476,84.9523809523809,0,197.619047619048
81,82.75,0,94.25
102.333333333333,80.3333333333333,0,148.333333333333
109.5,80,0,125.75
90.5625,80.25,0,207.15625
68.5,79.9090909090909,0,158.181818181818
79.3181818181818,75.2272727272727,0,150.090909090909
99.5576923076923,73.3076923076923,0,204.557692307692
54.5454545454545,75.4545454545455,0,176.568181818182
69.6,71.4,0,174.2
63.8333333333333,71.1666666666667,0,135.666666666667
61.5384615384615,65.3076923076923,0,197.076923076923
46,65,0,207.739130434783
96.1304347826087,61.4782608695652,0,175.565217391304
73.3846153846154,60.6153846153846,0,114.615384615385
88,59.72,0,191.04
35.9,57.3,0,160.4
2,54.5,0,92
24,54.5,0,156
12,53.5,0,75
66.8095238095238,54.2857142857143,0,159
53.4090909090909,53.6363636363636,0,171.431818181818
3.13333333333333,44.4666666666667,0,135.266666666667
22.9032258064516,45.2903225806452,0,185.225806451613
16.8,41.4,0,134.2
32.6666666666667,40.6111111111111,0,118.333333333333
17,35.2857142857143,0,126.857142857143
23.6,34.9333333333333,0,135.266666666667
8.18421052631579,37.3421052631579,0,184.868421052632
