"x","y","z","intensity"
73,127,0,199
56,127,0,147.666666666667
63.2727272727273,126.272727272727,0,214.727272727273
72.3333333333333,117.888888888889,0,234.555555555556
12.6363636363636,118.090909090909,0,246.636363636364
81.6363636363636,117.090909090909,0,191.454545454545
5.66666666666667,112.333333333333,0,203.333333333333
66.5,112.611111111111,0,232.555555555556
22.2857142857143,109,0,175.571428571429
13.1818181818182,109.272727272727,0,239.636363636364
74.375,106.375,0,187.25
13.6666666666667,103.666666666667,0,246
83,102,0,129.857142857143
70.5,101.5,0,200
5.05555555555556,102.555555555556,0,250.555555555556
22.7,100.3,0,225
28,98.5,0,229
72.5,96,0,176
12,92,0,216
7.5,88.75,0,248.5
73.1111111111111,85.6666666666667,0,173.444444444444
28,88.1304347826087,0,229.04347826087
17.1333333333333,85.8,0,245.466666666667
83.2068965517241,83.2758620689655,0,227.724137931034
13.5,76,0,255
30.2142857142857,77.3571428571429,0,232.571428571429
22.1111111111111,76.5555555555556,0,250.666666666667
80.375,72.25,0,225.75
71.2333333333333,73.8333333333333,0,248.833333333333
85.9444444444444,68.5555555555556,0,221.666666666667
3.2,66,0,244.5
23,65,0,254.666666666667
13,61,0,246.333333333333
88,60,0,75
74.09375,63.8125,0,242.0625
4.28571428571429,59,0,188.571428571429
34.3333333333333,57.6666666666667,0,177.333333333333
63,54,0,165
80.5,53,0,229
27.5,52.5,0,254.75
76.875,51.875,0,248.25
88.75,52.0833333333333,0,212.916666666667
88.8,44.5,0,231.7
52.95,44.75,0,213.55
21.2666666666667,44.9333333333333,0,218.6
87.5,35,0,245.9
23,34.1111111111111,0,233.222222222222
57.5,31.5,0,171
69,24,0,255
29,25.5,0,245.25
87.9090909090909,26.5,0,250.272727272727
33.2,20.4,0,239.4
58.5,19.5,0,255
81.7777777777778,15.1111111111111,0,250.555555555556
76.375,11.75,0,254.875
40,8.28571428571429,0,230.857142857143
68.8,6.2,0,236.8
61,5,0,255
