x,y
119.0,126.333333333333
92.0,126.0
3.0,124.0
0.0,121.0
56.0,120.5
18.0,120.0
99.0,119.0
51.5,116.0
21.0,116.0
25.0,115.0
23.0,114.0
124.0,112.0
61.0,112.0
39.0,110.0
121.0,109.0
111.0,109.0
63.0,109.0
60.6666666666667,109.333333333333
113.0,108.5
45.5,106.5
43.0,106.0
58.0,104.5
44.0,104.0
64.0,103.0
68.5,95.5
53.3333333333333,91.6666666666667
53.0,85.5
85.0,71.5
73.0,58.0
92.0,56.0
78.0,49.0
79.0,47.0
87.0,45.0
95.0,42.5
83.0,32.0
82.0,24.0
44.0,23.5
0.0,23.0
44.0,20.0
18.0,16.0
2.0,10.0
3.0,3.0
