x,y
11.0,120.5
8.0,120.0
30.0,119.0
24.0,119.0
19.5,119.0
27.0,118.666666666667
17.0,118.0
32.5,117.0
30.0,117.0
41.2,116.4
37.0,116.5
45.0,115.0
26.0,114.0
27.0,111.5
50.5,110.5
25.0,110.5
52.5,109.5
45.0,109.0
36.5,108.0
27.5,108.5
58.5,107.0
55.5,107.0
26.0,106.0
57.0,104.0
59.0,103.5
47.0,103.0
24.0,103.666666666667
10.0,103.0
22.0,102.0
6.5,102.5
3.0,102.333333333333
68.0,102.2
60.0,101.0
19.0,101.333333333333
14.666666666666698,102.0
10.0,101.0
51.0,99.0
29.75,99.0
38.0,97.0
35.5,97.0
33.0,97.0
75.0,96.0
45.0,96.0
83.0,95.0
81.0,94.0
75.0,94.0
43.3333333333333,94.3333333333333
55.5,92.0
48.0,92.0
104.5,91.5
84.3333333333333,91.6666666666667
62.0,91.0
49.6,92.8
105.0,89.0
103.0,89.0
60.0,89.0
57.5,89.5
54.0,89.5
62.0,88.5
67.0,86.0
87.5,85.5
64.2,84.8
119.0,80.0
72.5,80.0
94.5,77.5
97.0,76.5
99.0,74.0
103.0,69.6666666666667
106.0,67.0
104.0,67.0
91.0,66.0
107.0,64.0
93.5,62.5
113.0,61.0
111.0,59.0
114.0,57.0
95.5,55.5
96.0,50.0
105.0,46.0
103.0,45.0
121.0,30.0
123.0,27.0
101.0,26.6666666666667
124.0,18.0
124.0,16.0
103.0,11.0
122.0,9.5
108.0,6.0
116.0,3.0
75.0,0.0
40.0,0.0
