x,y
54.0,123.5
87.3333333333333,123.666666666667
84.6666666666667,118.666666666667
67.0,114.0
45.3333333333333,113.166666666667
80.0,111.0
45.5,111.0
66.0,108.0
85.6666666666667,106.88888888888901
43.8,105.8
77.0,104.0
40.4,101.6
87.0,99.0
83.5,97.0
45.0,96.0
83.0,91.3333333333333
81.0,90.0
75.3333333333333,88.6666666666667
79.0,83.0
77.0,83.0
75.5,81.5
74.0,80.0
39.77777777777779,82.3333333333333
44.0,78.5
73.0,77.0
40.5,76.5
42.5,75.5
71.25,72.25
69.0,71.0
55.0,71.0
50.0,69.0
48.0,68.5
48.0,66.0
77.0,63.5
74.0,62.6666666666667
50.25,61.125
68.0,57.0
60.0,55.0
57.6666666666667,55.6666666666667
79.875,56.375
67.0,51.0
49.6666666666667,52.0
47.3333333333333,51.3333333333333
57.0,50.0
54.0,48.5
60.25,47.5
82.0,46.75
57.3333333333333,44.6666666666667
71.0,43.5
65.0,41.0
49.5,41.0
45.0,41.0
58.0,39.0
60.0,37.5
48.0,35.0
45.8333333333333,33.6666666666667
85.0,31.0
82.3333333333333,31.3333333333333
86.0,29.0
51.0,29.5
85.0,27.0
47.3333333333333,25.0
83.0,21.0
81.0,21.0
49.4,22.2
81.5,19.0
87.25,11.5
57.1666666666667,10.6666666666667
64.0,6.0
89.5,4.0
84.8,5.2
76.0,4.0
64.5,4.0
72.5,3.0
99.0,1.5
103.0,0.0
