x,y
61.0,119.0
38.0,114.0
77.0,111.0
40.5,111.5
108.0,110.0
48.5,110.0
111.0,109.0
41.0,108.0
39.0,101.0
33.0,101.0
34.0,99.0
63.0,98.0
26.0,89.0
14.0,87.5
42.0,85.0
118.5,80.0
35.0,80.0
29.0,77.0
31.5,76.5
14.0,75.0
116.0,74.0
26.0,74.0
126.0,68.0
3.0,66.0
121.5,63.5
112.5,61.5
116.0,55.0
18.0,54.0
4.0,51.0
4.0,49.0
120.0,45.0
112.0,45.0
4.0,45.0
106.0,44.0
6.0,44.0
108.0,43.0
17.0,42.0
103.0,40.0
93.0,37.5
104.5,36.5
19.5,32.0
97.5,29.5
89.0,28.0
109.0,27.0
107.0,27.0
98.0,27.0
91.0,24.0
109.5,23.5
87.5,23.5
106.0,21.0
73.6666666666667,22.0
104.0,20.0
58.0,16.0
112.5,12.5
104.0,12.0
125.25,12.5
114.0,4.0
112.0,3.5
98.0,3.0
96.0,2.0
94.0,2.0
