x,y
52.0,126.0
119.0,125.0
95.0,122.0
100.0,120.0
96.0,120.0
0.0,119.5
56.5555555555556,119.88888888888901
24.0,118.0
20.5,119.0
53.5,114.5
33.5,114.0
27.0,113.0
24.0,113.666666666667
45.0,112.0
53.0,111.0
41.0,111.0
107.5,110.0
123.0,108.666666666667
112.0,108.0
61.5,109.333333333333
55.0,108.0
114.5,107.5
45.5,102.5
58.8571428571429,102.42857142857099
47.0,103.5
64.2,101.0
53.5,98.0
55.0,96.0
70.5,93.0
53.5,91.0
53.0,89.0
75.0,85.0
54.0,83.0
62.0,72.0
84.0,71.0
84.0,69.0
65.0,68.0
87.75,64.25
72.0,59.5
74.0,58.0
91.5,55.5
94.5,51.0
87.0,48.0
79.8333333333333,49.5
98.0,45.0
80.0,44.0
96.5,42.0
82.0,42.0
87.0,38.0
77.0,34.0
75.0,33.5
89.0,27.0
85.0,26.0
42.0,23.0
82.0,22.0
74.6666666666667,23.0
44.5,21.5
0.0,21.0
9.0,20.6666666666667
45.5,18.5
79.5,15.0
19.0,15.5
5.0,15.0
105.0,14.0
107.0,12.0
76.8,13.2
23.5,11.0
24.0,9.0
17.0,9.0
2.5,8.0
88.0,7.0
12.0,2.0
4.0,2.0
9.0,1.0
3.0,0.0
1.0,0.0
