"x","y","z","intensity"
91.28,115.52,0,201.96
71.2857142857143,111.857142857143,0,119.714285714286
99.7391304347826,108.260869565217,0,220.086956521739
66.3333333333333,105.111111111111,0,151.777777777778
52.7272727272727,105,0,151.272727272727
91,101.5,0,250.666666666667
115.5,99,0,224
85.3333333333333,98.6666666666667,0,253.666666666667
58,96,0,229
119.5,95,0,255
122.5,93,0,255
127,89,0,255
103,89,0,251
54,89.5,0,255
115,87.5,0,255
31.5,86.5,0,211.75
43.5,85.5,0,255
106.357142857143,83.5714285714286,0,240.214285714286
115,81,0,251
77.5,80,0,255
118,79,0,251
92.5,80.7142857142857,0,255
109,79,0,181.857142857143
28,78,0,255
122.117647058824,78.4117647058823,0,236.235294117647
99.5,78.75,0,221.15
56.5,72.5,0,248.5
16.5714285714286,72.3333333333333,0,243.190476190476
75.4333333333333,71.8166666666667,0,246.75
31,66,0,255
92.3333333333333,65.6666666666667,0,146.666666666667
57.8421052631579,66.6842105263158,0,244.578947368421
43.875,62.9375,0,251.6875
15.5,61.5,0,231.4
20.5,58,0,255
35.72,53.64,0,241.92
24.7058823529412,53.7058823529412,0,230.823529411765
14.8076923076923,51.5769230769231,0,225.538461538462
33,47,0,255
35,43.5,0,206
19.4444444444444,42.7777777777778,0,246.666666666667
26,40.5,0,255
34.9375,34.875,0,254.5
16.6153846153846,30.3846153846154,0,185.538461538462
36,28,0,255
18,25,0,139
26,21,0,255
38.7222222222222,20.7777777777778,0,242.555555555556
35.2,14.6,0,240.8
23,16.6666666666667,0,229.52380952381
35.8333333333333,9.16666666666667,0,245.916666666667
27.8,8.6,0,189.2
77.9,5.1,0,109.2
47.5384615384615,3.84615384615385,0,215.769230769231
33.5,0,0,240
