"x","y","z","intensity"
46,126.7,0,40.7
110,125.666666666667,0,59.8333333333333
41,123.285714285714,0,31.5714285714286
113.7,118.2,0,35.1
103.448275862069,116.310344827586,0,79.551724137931
127,113,0,18.6666666666667
26.5,112,0,22
5.7,112.7,0,23.3
112.285714285714,108.142857142857,0,19.1428571428571
93.6071428571429,108.714285714286,0,64.9642857142857
80.6363636363636,103.090909090909,0,27.7272727272727
58.6,99.8,0,25.6
12,98,0,25
73.6,97.2,0,23.4
63.7333333333333,92.9666666666667,0,117.933333333333
72.5142857142857,85.6857142857143,0,43.9714285714286
52.2,79,0,25.7
64.6111111111111,75.7777777777778,0,31.5555555555556
44.6,71.25,0,46.3
31,67,0,40.8571428571429
25.2647058823529,68.4705882352941,0,48.9705882352941
42.3333333333333,62.6666666666667,0,28.6666666666667
50.65625,65,0,60.34375
31.2727272727273,61.2727272727273,0,35.3636363636364
106.153846153846,58.4615384615385,0,22.9230769230769
8.68181818181818,55.9090909090909,0,50.8181818181818
15.0769230769231,53.3846153846154,0,30.7692307692308
115.619047619048,51.4285714285714,0,46.0952380952381
0.545454545454545,50.5454545454545,0,60.7272727272727
110.285714285714,48,0,26.8571428571429
9.5,46,0,21
0,45,0,43
118,39,0,28
110.333333333333,37.6666666666667,0,28.6666666666667
126.153846153846,37,0,43.0769230769231
55.25,36.25,0,16.25
98.5,35.5,0,43.8125
118.125,32.875,0,28.375
111.857142857143,29.2857142857143,0,34.4285714285714
105.6,24.6666666666667,0,106.6
121.615384615385,18.3846153846154,0,35.4615384615385
115.764705882353,17.1764705882353,0,49.8823529411765
98.1538461538462,16.6153846153846,0,34.4615384615385
88.5,15.5,0,38
78.3,13.7,0,28.4
107.642857142857,12.1428571428571,0,44.7857142857143
80.8823529411765,7.41176470588235,0,42.0588235294118
110,5,0,29.4285714285714
98.5,0.333333333333333,0,34.5
89,1.59090909090909,0,79.9090909090909
68,1,0,27.6
