"","Picture","ICCS.M1","ICCS.M2","LI..DeBias.","Mander.s.M1","Mander.s.M2","Pearson.s.Corr","Pearson.s.with.tresh.","Thresholded.Overlap.Coeff.ch1","Thresholded.Overlap.Coeff.ch2"
"31","Conf",0.913148545281638,0.815754838207192,1.77600010211947,0.987523756902847,0.994461515636771,0.863078990484275,0.863153234461572,0.3333,0.875
"32","Conf",0.8181978355365,0.363201704086184,2.94759131601447,0.812979888716767,0.939463984593611,0.545133789217367,0.546027562802964,0.25,1
"33","Conf",0.947134463087558,0.71508838899416,2.31830221802134,0.961252860046308,0.972845771174054,0.822973181440398,0.822774764029596,0.5,1
"34","Conf",1.01101806871281,0.667099507929328,2.16743435996591,0.935053611971598,0.990481100636332,0.821248839357461,0.821591740819802,0.4,0.4
"35","Conf",0.925443587216741,0.834549161091158,2.55009130708867,0.982085429714156,0.995972261508773,0.878822035083852,0.879246011029599,0.75,1
"36","Conf",0.953386082211419,0.790581732806092,1.20343441704389,0.924228987281842,0.988893991422165,0.868176031060473,0.868860697533536,0.3333,1
"37","Conf",0.829637995366087,0.722412600313139,2.51265412271489,0.963128088094257,0.992697985611058,0.774171131954038,0.776541444631179,1,1
"38","Conf",0.868108324973626,0.747292848438,1.81317915754836,0.966679861920397,0.984278718391989,0.805438478670024,0.805953590197155,0.08,0.6428
"39","Conf",0.899143454565635,0.750655992784737,1.81187248483655,0.938850823211728,0.968404927277738,0.821551838013199,0.820857453035081,0.3333,1
"40","Conf",0.970516991094539,0.861550954176231,2.15097847995044,0.943985693815881,0.98050681225339,0.914412291978703,0.914207884522271,1,1
"41","Conf",0.997557156446619,0.796897132658469,1.766766987315,0.968954437266656,0.988606740634376,0.891599931379117,0.891551581357906,1,1
"42","Conf",0.851564852921718,0.663939004503565,2.59229203808199,0.976520032387482,0.993148390037183,0.751922283696307,0.752607280338597,0.6666,0.5
"43","Conf",1.05851203507816,0.694858318302199,0.376577965799644,0.936751862657735,0.973780140514374,0.857622231869632,0.857021346765927,0.05,0.5
"44","Conf",0.915153338468558,0.820655881804709,3.02903966666667,0.97674807499888,0.994661887443937,0.866617545384028,0.867098392999241,1,1
"45","Conf",0.874542744503494,0.794437234488613,3.0439109791208,0.94235552801521,0.981284286102763,0.833528235505815,0.833903409586504,0.75,1
"46","Conf",0.840266357798284,0.69764027542765,3.94318750296247,0.940682224680339,0.972553908941221,0.765639375481031,0.766026679827144,0.75,1
"47","Conf",0.855925425927795,0.80798034651611,2.99089659602649,0.937971312808153,0.970442949650244,0.831607432766861,0.831615561381082,1,1
"48","Conf",0.896477308074275,0.652922762532764,2.38278110003291,0.922202457533255,0.946729021463478,0.765068912279012,0.764479940368822,0.5,1
"49","Conf",0.855887802838501,0.735741186849369,1.85156504976775,0.978990052753594,0.991297623531028,0.793543891584011,0.793875277775038,0.4285,0
"50","Conf",0.98779823200905,0.812967064216206,0.325574208840573,0.934994042697946,0.992264668897153,0.896129136182033,0.896595350359268,0.5,1
"51","Conf",0.939539939455989,0.689316113996814,0.576463754311748,0.979029682623879,0.989819601284576,0.804760846469685,0.804887955951326,0.5,1
"52","Conf",0.968194050598124,0.770788559597216,2.42504733167474,0.819634854103777,0.935143640825712,0.863870880207871,0.863697486290142,0.5,1
"53","Conf",1.0566115010511,0.826981907691356,2.57765192590633,0.888386664201029,0.990508280294729,0.934771948032173,0.935753088048548,1,1
"54","Conf",0.921110867438084,0.851916790390266,3.27953615595363,0.979490231589077,0.98760923221383,0.885838480639358,0.885778260628405,0.3333,1
"55","Conf",0.871063530472538,0.696084725281048,1.80120820776345,0.959424215997587,0.979676405095115,0.778674526558636,0.778579037569478,1,1
"56","Conf",0.906078354224382,0.766064880858251,2.06911944785681,0.942756759633591,0.963826719860377,0.833135527076563,0.831929036557589,1,1
"57","Conf",0.989570416226877,0.701041199753525,1.3687082185846,0.871946437330914,0.962726236333422,0.832904335342472,0.832681801923051,1,1
"58","Conf",0.833805901651481,0.856744343355534,3.34236360807127,0.979801839614202,0.989949606418157,0.845197308145481,0.845206335124647,1,1
"59","Conf",0.994644427895286,0.702958127827368,4.56382645096731,0.871135441961478,0.968552823285802,0.83617784285832,0.836272062155437,1,1
"60","Conf",0.840007393371528,0.948983820221423,3.03099733618844,0.964040665570406,0.984009752005683,0.89283448923972,0.892892770422303,0.5,1
"61","Conf",0.868466526709385,0.936326212565327,2.47839456961355,0.949296948441876,0.979424933630218,0.90175826788201,0.901933889509154,0.3333,1
"62","Conf",0.97325801201901,0.718479213183782,0.344142432869621,0.790999435837348,0.920172082310167,0.836221053729353,0.835230047785277,0.3333,1
"63","Conf",0.973214313294958,0.835122309566538,2.34511114918152,0.953417952280883,0.982640623413687,0.901528138785528,0.90141858129213,1,1
"64","Conf",0.395611818995879,0.165583512677014,0.636861537089686,0.46271358743333,0.501653564651667,0.255942951936326,0.208093994113133,1,1
"65","Conf",1.01312451163051,0.84870257353464,3.14603441226074,0.933078031277705,0.990481187791411,0.927276323612244,0.928100059181692,1,1
"66","Conf",1.00026910720238,0.811765826494705,1.90991748187073,0.960323219707396,0.982422658007844,0.901101702653626,0.900862932799089,0.25,1
"67","Conf",0.935472866169662,0.661611772376799,3.06384237481052,0.972562370832527,0.988100802647766,0.786714599455809,0.786672734683521,0.6666,0.6666
"68","Conf",1.25079465125993,0.646826553352044,1.14751198238748,0.82629216634052,0.957720766454248,0.899470507146084,0.901477482903601,1,1
"69","Conf",0.877379731181283,0.484792695919277,2.5492631233967,0.981347633788775,0.991755252302681,0.652186541738102,0.652186541738102,0.4,1
"70","Conf",0.87927712551427,0.716442198452933,2.93405137903766,0.969519569574517,0.991513914429681,0.793694674829572,0.794358788923731,1,1
"71","Conf",0.873715185289575,0.742278107525243,3.3094096341789,0.894506136110732,0.98117087831262,0.805319597583974,0.808295934944561,1,1
"72","Conf",0.765971592102485,0.468400885235425,1.83334902341489,0.979826372328581,0.988469035644146,0.598983949539545,0.598983792934145,0.6666,0.75
"73","Conf",1.05888505176427,0.472977208169524,2.27060350160086,0.731457430426285,0.905396707264334,0.70769237353239,0.706696851235602,0.5,1
"74","Conf",0.957093730613866,0.758812513397956,1.80118338740282,0.942615653685637,0.988565861170082,0.852205784587581,0.852989619438274,0.3333,1
