"","class","no_pic","t","OTC"
"179","Tom40_Cbp3",2,1305,1
"180","Tom40_Cbp3",2,1320,1
"181","Tom40_Cbp3",2,1335,1
"182","Tom40_Cbp3",2,1350,1
"183","Tom40_Cbp3",3,0,0.006218265
"184","Tom40_Cbp3",3,15,0.037049825
"185","Tom40_Cbp3",3,30,0.087366036
"186","Tom40_Cbp3",3,45,0.19351619
"187","Tom40_Cbp3",3,60,0.295998131
"188","Tom40_Cbp3",3,75,0.420070602
"189","Tom40_Cbp3",3,90,0.499712869
"190","Tom40_Cbp3",3,105,0.55621701
"191","Tom40_Cbp3",3,120,0.610293881
"192","Tom40_Cbp3",3,135,0.656814049
"193","Tom40_Cbp3",3,150,0.701702246
"194","Tom40_Cbp3",3,165,0.732502908
"195","Tom40_Cbp3",3,180,0.757402342
"196","Tom40_Cbp3",3,195,0.784229091
"197","Tom40_Cbp3",3,210,0.801353846
"198","Tom40_Cbp3",3,225,0.815490943
"199","Tom40_Cbp3",3,240,0.826836766
"200","Tom40_Cbp3",3,255,0.839906293
"201","Tom40_Cbp3",3,270,0.852377341
"202","Tom40_Cbp3",3,285,0.864690087
"203","Tom40_Cbp3",3,300,0.881083573
"204","Tom40_Cbp3",3,315,0.896215543
"205","Tom40_Cbp3",3,330,0.911869639
"206","Tom40_Cbp3",3,345,0.926552646
"207","Tom40_Cbp3",3,360,0.938241233
"208","Tom40_Cbp3",3,375,0.947534284
"209","Tom40_Cbp3",3,390,0.953588895
"210","Tom40_Cbp3",3,405,0.959404938
"211","Tom40_Cbp3",3,420,0.964465531
"212","Tom40_Cbp3",3,435,0.96853984
"213","Tom40_Cbp3",3,450,0.974645263
"214","Tom40_Cbp3",3,465,0.980640956
"215","Tom40_Cbp3",3,480,0.984706331
"216","Tom40_Cbp3",3,495,0.987412665
"217","Tom40_Cbp3",3,510,0.98858889
"218","Tom40_Cbp3",3,525,0.989573586
"219","Tom40_Cbp3",3,540,0.990549289
"220","Tom40_Cbp3",3,555,0.991489749
"221","Tom40_Cbp3",3,570,0.992404876
"222","Tom40_Cbp3",3,585,0.993076972
"223","Tom40_Cbp3",3,600,0.993731208
"224","Tom40_Cbp3",3,615,0.994223681
"225","Tom40_Cbp3",3,630,0.994908258
"226","Tom40_Cbp3",3,645,0.99608671
"227","Tom40_Cbp3",3,660,0.997303565
"228","Tom40_Cbp3",3,675,0.998444805
"229","Tom40_Cbp3",3,690,0.999360609
"230","Tom40_Cbp3",3,705,0.999876017
"231","Tom40_Cbp3",3,720,0.9999452
"232","Tom40_Cbp3",3,735,0.999945234
"233","Tom40_Cbp3",3,750,0.999953664
"234","Tom40_Cbp3",3,765,0.999953696
"235","Tom40_Cbp3",3,780,0.999953723
"236","Tom40_Cbp3",3,795,0.999973345
"237","Tom40_Cbp3",3,810,0.999973368
"238","Tom40_Cbp3",3,825,1
"239","Tom40_Cbp3",3,840,1
"240","Tom40_Cbp3",3,855,1
"241","Tom40_Cbp3",3,870,1
"242","Tom40_Cbp3",3,885,1
"243","Tom40_Cbp3",3,900,1
"244","Tom40_Cbp3",3,915,1
"245","Tom40_Cbp3",3,930,1
"246","Tom40_Cbp3",3,945,1
"247","Tom40_Cbp3",3,960,1
"248","Tom40_Cbp3",3,975,1
"249","Tom40_Cbp3",3,990,1
"250","Tom40_Cbp3",3,1005,1
"251","Tom40_Cbp3",3,1020,1
"252","Tom40_Cbp3",3,1035,1
"253","Tom40_Cbp3",3,1050,1
"254","Tom40_Cbp3",3,1065,1
"255","Tom40_Cbp3",3,1080,1
"256","Tom40_Cbp3",3,1095,1
"257","Tom40_Cbp3",3,1110,1
"258","Tom40_Cbp3",3,1125,1
"259","Tom40_Cbp3",3,1140,1
"260","Tom40_Cbp3",3,1155,1
"261","Tom40_Cbp3",3,1170,1
"262","Tom40_Cbp3",3,1185,1
"263","Tom40_Cbp3",3,1200,1
"264","Tom40_Cbp3",3,1215,1
"265","Tom40_Cbp3",3,1230,1
"266","Tom40_Cbp3",3,1245,1
"267","Tom40_Cbp3",3,1260,1
"268","Tom40_Cbp3",3,1275,1
"269","Tom40_Cbp3",3,1290,1
"270","Tom40_Cbp3",3,1305,1
"271","Tom40_Cbp3",3,1320,1
"272","Tom40_Cbp3",3,1335,1
"273","Tom40_Cbp3",3,1350,1
"274","Tom40_Cbp3",4,0,0.009308293
"275","Tom40_Cbp3",4,15,0.040776863
"276","Tom40_Cbp3",4,30,0.103427045
"277","Tom40_Cbp3",4,45,0.214140411
"278","Tom40_Cbp3",4,60,0.31249334
"279","Tom40_Cbp3",4,75,0.418702116
"280","Tom40_Cbp3",4,90,0.496625755
"281","Tom40_Cbp3",4,105,0.536940857
"282","Tom40_Cbp3",4,120,0.566165574
"283","Tom40_Cbp3",4,135,0.604936629
"284","Tom40_Cbp3",4,150,0.644766234
"285","Tom40_Cbp3",4,165,0.680146068
"286","Tom40_Cbp3",4,180,0.706831662
"287","Tom40_Cbp3",4,195,0.729809161
"288","Tom40_Cbp3",4,210,0.753642476
"289","Tom40_Cbp3",4,225,0.769422548
"290","Tom40_Cbp3",4,240,0.783475214
"291","Tom40_Cbp3",4,255,0.79747853
"292","Tom40_Cbp3",4,270,0.817586423
"293","Tom40_Cbp3",4,285,0.836804173
"294","Tom40_Cbp3",4,300,0.852501285
"295","Tom40_Cbp3",4,315,0.861418057
"296","Tom40_Cbp3",4,330,0.86917384
"297","Tom40_Cbp3",4,345,0.877625269
"298","Tom40_Cbp3",4,360,0.890810989
"299","Tom40_Cbp3",4,375,0.912109828
"300","Tom40_Cbp3",4,390,0.92125445
"301","Tom40_Cbp3",4,405,0.930234219
"302","Tom40_Cbp3",4,420,0.941445751
"303","Tom40_Cbp3",4,435,0.957646041
"304","Tom40_Cbp3",4,450,0.966060681
"305","Tom40_Cbp3",4,465,0.978019836
"306","Tom40_Cbp3",4,480,0.983378784
"307","Tom40_Cbp3",4,495,0.983520585
"308","Tom40_Cbp3",4,510,0.983619053
"309","Tom40_Cbp3",4,525,0.983705153
"310","Tom40_Cbp3",4,540,0.983838689
"311","Tom40_Cbp3",4,555,0.984045754
"312","Tom40_Cbp3",4,570,0.984592626
"313","Tom40_Cbp3",4,585,0.985482358
"314","Tom40_Cbp3",4,600,0.98574354
"315","Tom40_Cbp3",4,615,0.98600037
"316","Tom40_Cbp3",4,630,0.98620506
"317","Tom40_Cbp3",4,645,0.986638784
"318","Tom40_Cbp3",4,660,0.987150408
"319","Tom40_Cbp3",4,675,0.9878794
"320","Tom40_Cbp3",4,690,0.988791571
"321","Tom40_Cbp3",4,705,0.989743817
"322","Tom40_Cbp3",4,720,0.991676781
"323","Tom40_Cbp3",4,735,0.993693434
"324","Tom40_Cbp3",4,750,0.994582222
"325","Tom40_Cbp3",4,765,0.995167449
"326","Tom40_Cbp3",4,780,0.995735156
"327","Tom40_Cbp3",4,795,0.996277525
"328","Tom40_Cbp3",4,810,0.997311635
"329","Tom40_Cbp3",4,825,0.998026869
"330","Tom40_Cbp3",4,840,0.998266196
"331","Tom40_Cbp3",4,855,0.998383198
"332","Tom40_Cbp3",4,870,0.99851589
"333","Tom40_Cbp3",4,885,0.998523347
"334","Tom40_Cbp3",4,900,0.998561816
"335","Tom40_Cbp3",4,915,0.998592985
"336","Tom40_Cbp3",4,930,0.998684376
"337","Tom40_Cbp3",4,945,0.999009269
"338","Tom40_Cbp3",4,960,0.99967759
"339","Tom40_Cbp3",4,975,0.999975313
"340","Tom40_Cbp3",4,990,0.999999997
"341","Tom40_Cbp3",4,1005,1
"342","Tom40_Cbp3",4,1020,1
"343","Tom40_Cbp3",4,1035,1
"344","Tom40_Cbp3",4,1050,1
"345","Tom40_Cbp3",4,1065,1
"346","Tom40_Cbp3",4,1080,1
"347","Tom40_Cbp3",4,1095,1
"348","Tom40_Cbp3",4,1110,1
"349","Tom40_Cbp3",4,1125,1
"350","Tom40_Cbp3",4,1140,1
"351","Tom40_Cbp3",4,1155,1
"352","Tom40_Cbp3",4,1170,1
"353","Tom40_Cbp3",4,1185,1
"354","Tom40_Cbp3",4,1200,1
"355","Tom40_Cbp3",4,1215,1
"356","Tom40_Cbp3",4,1230,1
"357","Tom40_Cbp3",4,1245,1
"358","Tom40_Cbp3",4,1260,1
