"","x"
"outliers22","0.887811550702669"
"outliers23","0.961263418527749"
"outliers24","0.87546972120028"
"outliers25","0.7222"
"outliers26","1"
"notchupper1","0.968866421627377"
"notchupper2","0.307888733688247"
"notchupper3","0.775685409137189"
"notchupper4","0.542196099254007"
"notchupper5","0.803533214854174"
"notchupper6","0.557462233150734"
"notchupper7","0.55618623698766"
"notchupper8","0.0267557150549186"
"notchupper9","0.675931755423101"
"notchupper10","0.97197037220393"
"notchupper11","0.304661686525307"
"notchupper12","0.551525364258397"
"notchupper13","0.499936977026141"
"notchupper14","0.705120191168227"
"notchupper15","0.499636840429675"
"notchupper16","0.472484418963225"
"notchupper17","0.0305499584834275"
"notchupper18","0.586137913640859"
"notchupper19","0.902326748412669"
"notchupper20","0.430255718862901"
"notchupper21","1.16615358608307"
"notchupper22","0.654242771036577"
"notchupper23","0.804939013322712"
"notchupper24","0.603324527750324"
"notchupper25","0.594563406297185"
"notchupper26","0.108264892858497"
"notchupper27","0.563056393797733"
"notchupper28","1.07818112713528"
"notchupper29","0.734425477720082"
"notchupper30","2.38369248460585"
"notchupper31","0.868802495891481"
"notchupper32","0.934510006900702"
"notchupper33","0.885619130442856"
"notchupper34","0.887490173662199"
"notchupper35","0.426612895634374"
"notchupper36","0.79899275888091"
"notchlower1","0.84940223659214"
"notchlower2","0.235429090210835"
"notchlower3","0.512345618336379"
"notchlower4","0.473747130715421"
"notchlower5","0.679566904003747"
"notchlower6","0.455292029659285"
"notchlower7","0.428798485783161"
"notchlower8","-0.0267557150549186"
"notchlower9","0.486568244576899"
"notchlower10","0.775424372504866"
"notchlower11","0.188335969160852"
"notchlower12","0.265271576071775"
"notchlower13","0.340509751622667"
"notchlower14","0.550714498175554"
"notchlower15","0.412109614906934"
"notchlower16","0.375390909700589"
"notchlower17","-0.00424995848342748"
"notchlower18","0.413862086359141"
"notchlower19","0.806823767563057"
"notchlower20","0.373187955351035"
"notchlower21","0.710150472568666"
"notchlower22","0.597221094300004"
"notchlower23","0.678264023207609"
"notchlower24","0.55538297900889"
"notchlower25","0.527491878810978"
"notchlower26","0.0455351071415029"
"notchlower27","0.476743606202267"
"notchlower28","1.00339346829632"
"notchlower29","0.644346658795021"
"notchlower30","1.72828937100494"
"notchlower31","0.826809944805151"
"notchlower32","0.919946912706469"
"notchlower33","0.824181311054096"
"notchlower34","0.822765171592598"
"notchlower35","0.254287104365626"
"notchlower36","0.53610724111909"
"x1","0.666666666666667"
"x2","0.75"
"x3","0.833333333333333"
