"","class","no_pic","t","OTC"
"496","2D",6,600,0.968691908
"497","2D",6,615,0.968692189
"498","2D",6,630,0.968789756
"499","2D",6,645,0.968801899
"500","2D",6,660,0.968821465
"501","2D",6,675,0.968904883
"502","2D",6,690,0.969189438
"503","2D",6,705,0.969576284
"504","2D",6,720,0.969586922
"505","2D",6,735,0.969597571
"506","2D",6,750,0.969686065
"507","2D",6,765,0.969696716
"508","2D",6,780,0.969696982
"509","2D",6,795,0.969723184
"510","2D",6,810,0.969723456
"511","2D",6,825,0.969723711
"512","2D",6,840,0.969723983
"513","2D",6,855,0.969724243
"514","2D",6,870,0.969750464
"515","2D",6,885,0.969763035
"516","2D",6,900,0.969763303
"517","2D",6,915,0.96979633
"518","2D",6,930,0.969822545
"519","2D",6,945,0.969852994
"520","2D",6,960,0.969853284
"521","2D",6,975,0.969853543
"522","2D",6,990,0.969853779
"523","2D",6,1005,0.969864365
"524","2D",6,1020,0.96987496
"525","2D",6,1035,0.969875173
"526","2D",6,1050,0.969901316
"527","2D",6,1065,0.96992746
"528","2D",6,1080,0.970036623
"529","2D",6,1095,0.970208073
"530","2D",6,1110,0.970400265
"531","2D",6,1125,0.970895383
"532","2D",6,1140,0.972548936
"533","2D",6,1155,0.976940859
"534","2D",6,1170,0.986687707
"535","2D",6,1185,0.9932749
"536","2D",6,1200,0.996656519
"537","2D",6,1215,0.997551616
"538","2D",6,1230,0.999308989
"539","2D",6,1245,0.999735184
"540","2D",6,1260,0.999873083
"541","2D",6,1275,1
"542","2D",6,1290,1
"543","2D",6,1305,1
"544","2D",6,1320,1
"545","2D",6,1335,1
"546","2D",6,1350,1
"547","2D",7,0,0.000550301
"548","2D",7,15,0.001964112
"549","2D",7,30,0.006394918
"550","2D",7,45,0.028681893
"551","2D",7,60,0.065733125
"552","2D",7,75,0.15458255
"553","2D",7,90,0.243100032
"554","2D",7,105,0.304851086
"555","2D",7,120,0.391019586
"556","2D",7,135,0.49448071
"557","2D",7,150,0.61474316
"558","2D",7,165,0.685908393
"559","2D",7,180,0.747571981
"560","2D",7,195,0.814992808
"561","2D",7,210,0.858096358
"562","2D",7,225,0.908538294
"563","2D",7,240,0.943358826
"564","2D",7,255,0.963704591
"565","2D",7,270,0.97291382
"566","2D",7,285,0.979790673
"567","2D",7,300,0.979799566
"568","2D",7,315,0.979831812
"569","2D",7,330,0.979832293
"570","2D",7,345,0.979907916
"571","2D",7,360,0.979938408
"572","2D",7,375,0.980485296
"573","2D",7,390,0.981354336
"574","2D",7,405,0.982475844
"575","2D",7,420,0.983348097
"576","2D",7,435,0.984035864
"577","2D",7,450,0.98456745
"578","2D",7,465,0.985012606
"579","2D",7,480,0.988290104
"580","2D",7,495,0.989391769
"581","2D",7,510,0.989604431
"582","2D",7,525,0.989702343
"583","2D",7,540,0.990573426
"584","2D",7,555,0.994228928
"585","2D",7,570,0.995733473
"586","2D",7,585,0.996127381
"587","2D",7,600,0.996199771
"588","2D",7,615,0.996439134
"589","2D",7,630,0.996768726
"590","2D",7,645,0.996899039
"591","2D",7,660,0.997083373
"592","2D",7,675,0.997889144
"593","2D",7,690,0.998908823
"594","2D",7,705,0.999414828
"595","2D",7,720,0.999835179
"596","2D",7,735,0.999867223
"597","2D",7,750,0.99989534
"598","2D",7,765,0.999930467
"599","2D",7,780,0.999950854
"600","2D",7,795,0.999990975
"601","2D",7,810,1
"602","2D",7,825,1
"603","2D",7,840,1
"604","2D",7,855,1
"605","2D",7,870,1
"606","2D",7,885,1
"607","2D",7,900,1
"608","2D",7,915,1
"609","2D",7,930,1
"610","2D",7,945,1
"611","2D",7,960,1
"612","2D",7,975,1
"613","2D",7,990,1
"614","2D",7,1005,1
"615","2D",7,1020,1
"616","2D",7,1035,1
"617","2D",7,1050,1
"618","2D",7,1065,1
"619","2D",7,1080,1
"620","2D",7,1095,1
"621","2D",7,1110,1
"622","2D",7,1125,1
"623","2D",7,1140,1
"624","2D",7,1155,1
"625","2D",7,1170,1
"626","2D",7,1185,1
"627","2D",7,1200,1
"628","2D",7,1215,1
"629","2D",7,1230,1
"630","2D",7,1245,1
"631","2D",7,1260,1
"632","2D",7,1275,1
"633","2D",7,1290,1
"634","2D",7,1305,1
"635","2D",7,1320,1
"636","2D",7,1335,1
"637","2D",7,1350,1
"638","2D",8,0,0.005283855
"639","2D",8,15,0.031151494
"640","2D",8,30,0.09105789
"641","2D",8,45,0.206055657
"642","2D",8,60,0.313821417
"643","2D",8,75,0.448297012
"644","2D",8,90,0.558810761
"645","2D",8,105,0.654134783
"646","2D",8,120,0.742482755
"647","2D",8,135,0.811714698
"648","2D",8,150,0.864387798
"649","2D",8,165,0.882216958
"650","2D",8,180,0.890845914
"651","2D",8,195,0.900936877
"652","2D",8,210,0.905228986
"653","2D",8,225,0.905352874
"654","2D",8,240,0.905457863
"655","2D",8,255,0.905485871
"656","2D",8,270,0.905554728
"657","2D",8,285,0.905555027
"658","2D",8,300,0.905611285
"659","2D",8,315,0.905653508
"660","2D",8,330,0.905730771
"661","2D",8,345,0.905814878
"662","2D",8,360,0.90610745
"663","2D",8,375,0.906292501
"664","2D",8,390,0.906368121
"665","2D",8,405,0.906418606
"666","2D",8,420,0.906418861
"667","2D",8,435,0.906419126
"668","2D",8,450,0.906429903
"669","2D",8,465,0.906517635
"670","2D",8,480,0.906682324
"671","2D",8,495,0.907164726
"672","2D",8,510,0.907795196
"673","2D",8,525,0.90875037
"674","2D",8,540,0.909527889
"675","2D",8,555,0.909847237
