"","Picture","ICCS.M1","ICCS.M2","LI..DeBias.","Mander.s.M1","Mander.s.M2","Pearson.s.Corr","Pearson.s.with.tresh.","Thresholded.Overlap.Coeff.ch1","Thresholded.Overlap.Coeff.ch2"
"24",10,0.0301656733746558,0.0274324583946592,-0.0218396513365926,0.122877333854112,0.142241839917428,0.0287666226692868,0.0264401709135675,0.0384,0.0243
"25",10,0.0316170994358011,0.0288314419794638,-0.00310910647033857,0.0389253443368292,0.0403047818018364,0.0301921607034382,0.0215134352386451,0.025,0.0519
"26",10,0.0138748815689798,0.0155406729702124,0.0189956620488561,0.0610188223181616,0.0503087362004274,0.0146841750522099,0.0103016082013529,0.024,0.0357
"27",10,0.0165049466277908,0.0188291945712926,0.0565373424107776,0.0371732061849362,0.0373012037196451,0.0176288074311189,0.00100369839370563,0.024,0.0123
"28",10,0.0292670036443357,0.0335375517409282,0.0531798463139737,0.0210222959520548,0.018155279897274,0.0313295970134288,0.00954253139941075,0.0243,0.0714
"29",10,0.0398913728917514,0.0494208590120618,-0.0180659676501973,0.0436690072686409,0.0348420087083612,0.044401192725881,0.0272790997851669,0.0243,0.0481
"30",10,0.0246372202589322,0.0246742370404432,-0.00239770947307694,0.0388768450989287,0.0392856224648616,0.0246557217028117,0.0147218661017243,0.0379,0.074
"31",10,0.0356931379603556,0.0371100068843641,0.0787322754358888,0.0417515218193391,0.0387592447243652,0.0363946781196558,0.0330509276059678,0.0256,0.0114
"32",10,0.0154404640438465,0.0154955466376725,0.00903495760381912,0.959412547628806,0.956285153056867,0.0154679808216434,0.0157228830703995,0.0243,0.0253
"33",10,0.0145221142142472,0.0162346695969506,0.00995004278074596,0.0669608391566702,0.0738725481808486,0.0153545343829594,0.00189528837003609,0.0337,0.0253
"34",10,0.0219178297720905,0.0200717276351776,0.029058971022887,0.0410681444067324,0.0378210221789068,0.0209744775748905,0.0204822031029521,0.0365,0.0481
"35",10,0.0360393934598447,0.0358287234269522,0.0189596240115018,0.0521042441761909,0.0576317040971977,0.0359339040565854,0.0193533428229724,0.0531,0.0361
"36",10,0.0313821000719614,0.0311289780978065,0.0468311969343764,0.263245993426332,0.248884532436116,0.0312552828463167,0.0151609142652276,0.0632,0.0365
"37",10,0.0351932120481307,0.0322127147917896,0.00350263636363835,0.516986418403628,0.486890358647659,0.0336700000343541,0.0159205047275471,0.0476,0.0823
"38",10,0.0389678093452916,0.0413811167443996,0.000771199386286447,0.039994211054194,0.0435875431173736,0.0401563378284302,0.0299875375201652,0.0649,0.0352
"39",10,0.0355068507107261,0.0322870202290407,0.023602632768366,0.221186034452808,0.248394455990125,0.0338586828917892,0.0155180037951602,0.0259,0.0266
"40",10,0.0376528138791582,0.0358363864298994,0.00515820755925667,0.0183747655672542,0.0213827385708678,0.0367333743120149,0.0121026570865754,0.0375,0.0632
"41",10,0.0326556474530106,0.0311564555979898,0.00821312080779091,0.0215391839139722,0.019185391227673,0.0318972448636764,0.0193897111868591,0.0281,0.0357
"42",10,0.0240771180701628,0.0259958931932441,0.0283104313669664,0.0389766789700347,0.0385139600198249,0.0250181172303808,0.0056928468537111,0.0266,0.0487
"43",10,0.0382813647361327,0.0391209228643176,-0.0170891640245188,0.0412061044543424,0.0405699821534938,0.0386988671279025,0.0254965704766068,0,0.0232
"44",10,0.0153835688142702,0.0171657127701057,0.0231032224372791,0.0377130764551326,0.0376955535711925,0.0162502284182382,0.00254035167386746,0.0136,0.0602
"45",10,0.0237869542706986,0.0254763532092649,0.0420147195524336,0.0385148944363637,0.0382437975614586,0.0246171657339538,0.016563791396938,0.0126,0.0135
"46",10,0.0389168684610939,0.0387531156991562,0.020694230950971,0.96114295865589,0.968751624168117,0.0388349057694443,0.0365415569338266,0.024,0
"47",10,0.0129914989876208,0.0137351280381213,0.00306904924740437,0.0563801750366617,0.0551696937525115,0.0133581399155008,0.00111652236537895,0.0617,0.037
