"","class","no_pic","t","OTC"
"344","sparse_structure_10",4,1050,1
"345","sparse_structure_10",4,1065,1
"346","sparse_structure_10",4,1080,1
"347","sparse_structure_10",4,1095,1
"348","sparse_structure_10",4,1110,1
"349","sparse_structure_10",4,1125,1
"350","sparse_structure_10",4,1140,1
"351","sparse_structure_10",4,1155,1
"352","sparse_structure_10",4,1170,1
"353","sparse_structure_10",4,1185,1
"354","sparse_structure_10",4,1200,1
"355","sparse_structure_10",4,1215,1
"356","sparse_structure_10",4,1230,1
"357","sparse_structure_10",4,1245,1
"358","sparse_structure_10",4,1260,1
"359","sparse_structure_10",4,1275,1
"360","sparse_structure_10",4,1290,1
"361","sparse_structure_10",4,1305,1
"362","sparse_structure_10",4,1320,1
"363","sparse_structure_10",4,1335,1
"364","sparse_structure_10",4,1350,1
"365","sparse_structure_10",5,0,0.173623568
"366","sparse_structure_10",5,15,0.509653878
"367","sparse_structure_10",5,30,0.813480151
"368","sparse_structure_10",5,45,0.969451755
"369","sparse_structure_10",5,60,0.998155862
"370","sparse_structure_10",5,75,1
"371","sparse_structure_10",5,90,1
"372","sparse_structure_10",5,105,1
"373","sparse_structure_10",5,120,1
"374","sparse_structure_10",5,135,1
"375","sparse_structure_10",5,150,1
"376","sparse_structure_10",5,165,1
"377","sparse_structure_10",5,180,1
"378","sparse_structure_10",5,195,1
"379","sparse_structure_10",5,210,1
"380","sparse_structure_10",5,225,1
"381","sparse_structure_10",5,240,1
"382","sparse_structure_10",5,255,1
"383","sparse_structure_10",5,270,1
"384","sparse_structure_10",5,285,1
"385","sparse_structure_10",5,300,1
"386","sparse_structure_10",5,315,1
"387","sparse_structure_10",5,330,1
"388","sparse_structure_10",5,345,1
"389","sparse_structure_10",5,360,1
"390","sparse_structure_10",5,375,1
"391","sparse_structure_10",5,390,1
"392","sparse_structure_10",5,405,1
"393","sparse_structure_10",5,420,1
"394","sparse_structure_10",5,435,1
"395","sparse_structure_10",5,450,1
"396","sparse_structure_10",5,465,1
"397","sparse_structure_10",5,480,1
"398","sparse_structure_10",5,495,1
"399","sparse_structure_10",5,510,1
"400","sparse_structure_10",5,525,1
"401","sparse_structure_10",5,540,1
"402","sparse_structure_10",5,555,1
"403","sparse_structure_10",5,570,1
"404","sparse_structure_10",5,585,1
"405","sparse_structure_10",5,600,1
"406","sparse_structure_10",5,615,1
"407","sparse_structure_10",5,630,1
"408","sparse_structure_10",5,645,1
"409","sparse_structure_10",5,660,1
"410","sparse_structure_10",5,675,1
"411","sparse_structure_10",5,690,1
"412","sparse_structure_10",5,705,1
"413","sparse_structure_10",5,720,1
"414","sparse_structure_10",5,735,1
"415","sparse_structure_10",5,750,1
"416","sparse_structure_10",5,765,1
"417","sparse_structure_10",5,780,1
"418","sparse_structure_10",5,795,1
"419","sparse_structure_10",5,810,1
"420","sparse_structure_10",5,825,1
"421","sparse_structure_10",5,840,1
"422","sparse_structure_10",5,855,1
"423","sparse_structure_10",5,870,1
"424","sparse_structure_10",5,885,1
"425","sparse_structure_10",5,900,1
"426","sparse_structure_10",5,915,1
"427","sparse_structure_10",5,930,1
"428","sparse_structure_10",5,945,1
"429","sparse_structure_10",5,960,1
"430","sparse_structure_10",5,975,1
"431","sparse_structure_10",5,990,1
"432","sparse_structure_10",5,1005,1
"433","sparse_structure_10",5,1020,1
"434","sparse_structure_10",5,1035,1
"435","sparse_structure_10",5,1050,1
"436","sparse_structure_10",5,1065,1
"437","sparse_structure_10",5,1080,1
"438","sparse_structure_10",5,1095,1
"439","sparse_structure_10",5,1110,1
"440","sparse_structure_10",5,1125,1
"441","sparse_structure_10",5,1140,1
"442","sparse_structure_10",5,1155,1
"443","sparse_structure_10",5,1170,1
"444","sparse_structure_10",5,1185,1
"445","sparse_structure_10",5,1200,1
"446","sparse_structure_10",5,1215,1
"447","sparse_structure_10",5,1230,1
"448","sparse_structure_10",5,1245,1
"449","sparse_structure_10",5,1260,1
"450","sparse_structure_10",5,1275,1
"451","sparse_structure_10",5,1290,1
"452","sparse_structure_10",5,1305,1
"453","sparse_structure_10",5,1320,1
"454","sparse_structure_10",5,1335,1
"455","sparse_structure_10",5,1350,1
"456","sparse_structure_10",6,0,0.196748426
"457","sparse_structure_10",6,15,0.570920334
"458","sparse_structure_10",6,30,0.854711576
"459","sparse_structure_10",6,45,0.967052218
"460","sparse_structure_10",6,60,0.988729371
"461","sparse_structure_10",6,75,0.997265952
"462","sparse_structure_10",6,90,0.999985139
"463","sparse_structure_10",6,105,1
"464","sparse_structure_10",6,120,1
"465","sparse_structure_10",6,135,1
"466","sparse_structure_10",6,150,1
"467","sparse_structure_10",6,165,1
"468","sparse_structure_10",6,180,1
"469","sparse_structure_10",6,195,1
"470","sparse_structure_10",6,210,1
"471","sparse_structure_10",6,225,1
"472","sparse_structure_10",6,240,1
