"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_60_1_Composite.tif",0,0,1,0.8484,0.8482,0.5,0.2234,0.7825,0.7825
"3","structure_1_60_1_Composite.tif",0,1,0,0.8551,0.8543,0.5,0.1732,0.7825,0.7825
"21","structure_1_60_2_Composite.tif",0,0,1,0.8679,0.8676,0.6666,0.221,0.7591,0.7591
"31","structure_1_60_2_Composite.tif",0,1,0,0.8109,0.8109,1,0.3107,0.7591,0.7591
"22","structure_1_60_3_Composite.tif",0,0,1,0.8954,0.8952,1,0.3193,0.7697,0.7697
"32","structure_1_60_3_Composite.tif",0,1,0,0.8423,0.8423,1,0.3168,0.7697,0.7697
"23","structure_1_60_4_Composite.tif",0,0,1,0.8516,0.8492,0.5,0.1966,0.7752,0.7752
"33","structure_1_60_4_Composite.tif",0,1,0,0.8556,0.8556,1,0.3464,0.7752,0.7752
"24","structure_1_60_5_Composite.tif",0,0,1,0.8666,0.8666,1,0.3337,0.7808,0.7808
"34","structure_1_60_5_Composite.tif",0,1,0,0.821,0.821,1,0.3134,0.7808,0.7808
"25","structure_2_60_1_Composite.tif",0,0,1,0.8975,0.8973,1,0.3443,0.8405,0.8405
"35","structure_2_60_1_Composite.tif",0,1,0,0.8823,0.8818,0.6666,0.268,0.8405,0.8405
"26","structure_2_60_2_Composite.tif",0,0,1,0.8881,0.888,0.6666,0.3223,0.847,0.847
"36","structure_2_60_2_Composite.tif",0,1,0,0.8568,0.8548,0.6666,0.273,0.847,0.847
"27","structure_2_60_3_Composite.tif",0,0,1,0.8858,0.8837,0.75,0.2563,0.837,0.837
"37","structure_2_60_3_Composite.tif",0,1,0,0.8636,0.8641,1,0.2656,0.837,0.837
"28","structure_2_60_4_Composite.tif",0,0,1,0.9276,0.9273,1,0.3476,0.8395,0.8395
"38","structure_2_60_4_Composite.tif",0,1,0,0.8336,0.8334,0.6666,0.2953,0.8395,0.8395
"29","structure_2_60_5_Composite.tif",0,0,1,0.9029,0.9023,0.6666,0.2967,0.8472,0.8472
"39","structure_2_60_5_Composite.tif",0,1,0,0.8954,0.8952,1,0.3581,0.8472,0.8472
"210","structure_3_60_1_Composite.tif",0,0,1,0.8039,0.8036,0.5,0.2534,0.7453,0.7453
"310","structure_3_60_1_Composite.tif",0,1,0,0.9052,0.9052,1,0.2544,0.7453,0.7453
"211","structure_3_60_2_Composite.tif",0,0,1,0.83,0.8299,0.6666,0.2582,0.7532,0.7532
"311","structure_3_60_2_Composite.tif",0,1,0,0.8641,0.8637,0.5,0.305,0.7532,0.7532
"212","structure_3_60_3_Composite.tif",0,0,1,0.8494,0.8494,1,0.3711,0.7379,0.7379
"312","structure_3_60_3_Composite.tif",0,1,0,0.827,0.827,1,0.3663,0.7379,0.7379
"213","structure_3_60_4_Composite.tif",0,0,1,0.8898,0.8897,0.5,0.2785,0.7556,0.7556
"313","structure_3_60_4_Composite.tif",0,1,0,0.8357,0.8355,0.5,0.2037,0.7556,0.7556
"214","structure_3_60_5_Composite.tif",0,0,1,0.8274,0.8274,1,0.3578,0.7358,0.7358
"314","structure_3_60_5_Composite.tif",0,1,0,0.871,0.871,1,0.2974,0.7358,0.7358
"215","structure_4_60_1_Composite.tif",0,0,1,0.9327,0.9327,1,0.4097,0.8736,0.8736
"315","structure_4_60_1_Composite.tif",0,1,0,0.8653,0.8653,1,0.3881,0.8736,0.8736
"216","structure_4_60_2_Composite.tif",0,0,1,0.9006,0.9006,1,0.4364,0.875,0.875
"316","structure_4_60_2_Composite.tif",0,1,0,0.9026,0.9026,1,0.4315,0.875,0.875
"217","structure_4_60_3_Composite.tif",0,0,1,0.8937,0.8937,1,0.3913,0.8719,0.8719
"317","structure_4_60_3_Composite.tif",0,1,0,0.9062,0.9062,1,0.4248,0.8719,0.8719
"218","structure_4_60_4_Composite.tif",0,0,1,0.8664,0.8656,1,0.3854,0.8746,0.8746
"318","structure_4_60_4_Composite.tif",0,1,0,0.9076,0.9076,1,0.4024,0.8746,0.8746
"219","structure_4_60_5_Composite.tif",0,0,1,0.9142,0.9142,1,0.4339,0.8728,0.8728
"319","structure_4_60_5_Composite.tif",0,1,0,0.8881,0.8881,1,0.3521,0.8728,0.8728
