"x","y","z","intensity"
58.6666666666667,91.3333333333333,0,99.3333333333333
49.4871794871795,90.6153846153846,0,131.641025641026
67.2,88,0,123
61,88,0,112
69.6842105263158,82.6315789473684,0,121.578947368421
59.3076923076923,82.1538461538462,0,114.615384615385
54,80,0,109.111111111111
85,78.5,0,146.833333333333
70,77,0,110.714285714286
97.125,75.125,0,112.25
83.05,73.35,0,140.65
106,72,0,111.444444444444
109.875,68.125,0,105.375
91.1666666666667,69.2333333333333,0,173.066666666667
118.615384615385,64.6153846153846,0,120.615384615385
100.875,65.0625,0,100.375
111.153846153846,62.5384615384615,0,112.923076923077
121.133333333333,58.5333333333333,0,127.866666666667
0.894736842105263,56.0526315789474,0,160.473684210526
125,52.7142857142857,0,101.428571428571
6.61538461538461,53.3846153846154,0,157.461538461538
13.1666666666667,52.1666666666667,0,97.1666666666667
20,49.2857142857143,0,95.1428571428571
6,48.5,0,110
13.8333333333333,45.8333333333333,0,99.1666666666667
30,44.9444444444444,0,99.5555555555556
39.7142857142857,43,0,108.571428571429
19.875,43.125,0,97.5
58.125,37.125,0,104.625
36,37.6,0,103.4
44,35.5,0,120.5
48.4857142857143,37.5142857142857,0,150
68.2857142857143,33,0,100.571428571429
60.5925925925926,29.8148148148148,0,127.407407407407
80.5,26,0,116.5
87.1666666666667,24.0833333333333,0,130.583333333333
75.4,25.7,0,151.3
68.7692307692308,25.3076923076923,0,121
81,20.7142857142857,0,118.714285714286
89,18.5,0,106
110.5,14.1666666666667,0,126.791666666667
98.1724137931034,14.7586206896552,0,130.827586206897
116.875,7.125,0,102.125
123.368421052632,3.52631578947368,0,157.473684210526
