"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_20_1_Composite.tif",0,0,1,0.8628,0.8628,1,0.3707,0.7432,0.7432
"3","structure_1_20_1_Composite.tif",0,1,0,0.8407,0.8403,0.6666,0.2654,0.7432,0.7432
"21","structure_1_20_2_Composite.tif",0,0,1,0.8518,0.8513,0.6666,0.2768,0.7087,0.7087
"31","structure_1_20_2_Composite.tif",0,1,0,0.8207,0.8207,1,0.3242,0.7087,0.7087
"22","structure_1_20_3_Composite.tif",0,0,1,0.8203,0.8207,1,0.3233,0.7376,0.7376
"32","structure_1_20_3_Composite.tif",0,1,0,0.8207,0.8207,1,0.3253,0.7376,0.7376
"23","structure_1_20_4_Composite.tif",0,0,1,0.8481,0.8479,1,0.3303,0.7218,0.7218
"33","structure_1_20_4_Composite.tif",0,1,0,0.8255,0.8255,1,0.3684,0.7218,0.7218
"24","structure_1_20_5_Composite.tif",0,0,1,0.8454,0.8454,1,0.2604,0.7293,0.7293
"34","structure_1_20_5_Composite.tif",0,1,0,0.8207,0.8199,0.6666,0.2569,0.7293,0.7293
"25","structure_2_20_1_Composite.tif",0,0,1,0.8738,0.8728,0.6666,0.2872,0.8157,0.8157
"35","structure_2_20_1_Composite.tif",0,1,0,0.8428,0.8429,0.75,0.2384,0.8157,0.8157
"26","structure_2_20_2_Composite.tif",0,0,1,0.8567,0.8572,1,0.3527,0.7706,0.7706
"36","structure_2_20_2_Composite.tif",0,1,0,0.8241,0.8241,1,0.3918,0.7706,0.7706
"27","structure_2_20_3_Composite.tif",0,0,1,0.849,0.849,1,0.286,0.8004,0.8004
"37","structure_2_20_3_Composite.tif",0,1,0,0.8783,0.8778,0.6666,0.2818,0.8004,0.8004
"28","structure_2_20_4_Composite.tif",0,0,1,0.8325,0.8324,1,0.334,0.786,0.786
"38","structure_2_20_4_Composite.tif",0,1,0,0.837,0.8367,0.6666,0.293,0.786,0.786
"29","structure_2_20_5_Composite.tif",0,0,1,0.863,0.8617,0.5,0.2222,0.8042,0.8042
"39","structure_2_20_5_Composite.tif",0,1,0,0.8567,0.8562,1,0.3952,0.8042,0.8042
"210","structure_3_20_1_Composite.tif",0,0,1,0.836,0.836,1,0.2893,0.6855,0.6855
"310","structure_3_20_1_Composite.tif",0,1,0,0.8601,0.8595,0.6666,0.2285,0.6855,0.6855
"211","structure_3_20_2_Composite.tif",0,0,1,0.8362,0.8361,0.5,0.2522,0.6634,0.6634
"311","structure_3_20_2_Composite.tif",0,1,0,0.8028,0.8027,1,0.3097,0.6634,0.6634
"212","structure_3_20_3_Composite.tif",0,0,1,0.8386,0.8385,1,0.3574,0.6815,0.6815
"312","structure_3_20_3_Composite.tif",0,1,0,0.8198,0.8198,1,0.305,0.6815,0.6815
"213","structure_3_20_4_Composite.tif",0,0,1,0.8654,0.8657,1,0.3315,0.6787,0.6787
"313","structure_3_20_4_Composite.tif",0,1,0,0.8661,0.8661,1,0.2262,0.6787,0.6787
"214","structure_3_20_5_Composite.tif",0,0,1,0.839,0.839,1,0.3297,0.6847,0.6847
"314","structure_3_20_5_Composite.tif",0,1,0,0.7835,0.7835,1,0.2927,0.6847,0.6847
"215","structure_4_20_1_Composite.tif",0,0,1,0.9098,0.9098,1,0.4076,0.8495,0.8495
"315","structure_4_20_1_Composite.tif",0,1,0,0.877,0.877,1,0.4338,0.8495,0.8495
"216","structure_4_20_2_Composite.tif",0,0,1,0.8892,0.889,1,0.3624,0.8576,0.8576
"316","structure_4_20_2_Composite.tif",0,1,0,0.8759,0.8759,1,0.3902,0.8576,0.8576
"217","structure_4_20_3_Composite.tif",0,0,1,0.8916,0.8916,1,0.3837,0.8413,0.8413
"317","structure_4_20_3_Composite.tif",0,1,0,0.8931,0.8931,1,0.409,0.8413,0.8413
"218","structure_4_20_4_Composite.tif",0,0,1,0.908,0.908,1,0.3699,0.8513,0.8513
"318","structure_4_20_4_Composite.tif",0,1,0,0.8969,0.8969,1,0.4381,0.8513,0.8513
"219","structure_4_20_5_Composite.tif",0,0,1,0.9064,0.9064,1,0.3175,0.8498,0.8498
"319","structure_4_20_5_Composite.tif",0,1,0,0.884,0.8843,1,0.4287,0.8498,0.8498
