"x","y","z","intensity"
12,127,0,59.3333333333333
127,125.5,0,128.5
121.5,123.5,0,109.75
127,118.5,0,114
118,110.5,0,125
85.0666666666667,107.733333333333,0,181.533333333333
83.5,103.5,0,210
71,98,0,161
103.7421875,106.8828125,0,203.6953125
98.1666666666667,97.8333333333333,0,191.5
93.1666666666667,98.1666666666667,0,227.666666666667
76.2173913043478,97.3768115942029,0,210.782608695652
87.5340909090909,86.25,0,203.829545454545
57.8155339805825,79,0,210.640776699029
58.6666666666667,74.3333333333333,0,228.444444444444
66,71,0,144
62.5,71.5,0,192
57.5714285714286,69.7142857142857,0,184.285714285714
43.0285714285714,70.0285714285714,0,217.457142857143
34.3333333333333,68,0,160
47.5714285714286,66,0,220.142857142857
40,65,0,240
30.5,58.5,0,203
45.3214285714286,59.3928571428571,0,209.714285714286
35.9354838709677,59.7096774193548,0,222.935483870968
17,56,0,141
46.4444444444444,54.3333333333333,0,156
41,52.25,0,165.25
33,51,0,226
22.6197183098592,52.056338028169,0,194.028169014085
27.3333333333333,43.3333333333333,0,170
23,44.6666666666667,0,201.5
30.6666666666667,41.6666666666667,0,148
16,38.5,0,148.5
24.2857142857143,37.1428571428571,0,167.714285714286
29.4444444444444,35.6666666666667,0,126.777777777778
20.3,34.5,0,164.8
24.5,31.5,0,136.25
11.2,30.2,0,139.8
8.78571428571429,20.6571428571429,0,171.442857142857
