"x","y","z","intensity"
108.5,127,0,175.5
113,126.5,0,219.5
76.6666666666667,126.666666666667,0,214.666666666667
117.5,125.5,0,213.75
65.875,126.25,0,198.5
122.111111111111,125.444444444444,0,166.222222222222
71.5,125,0,217.5
9.5,124,0,209
115,122.8,0,192.4
88.5,122.5,0,164.75
32.8,121.4,0,212.2
83.8,120.4,0,197.4
79.5,120,0,214.5
74.25,121,0,183.25
27,118.5,0,218.5
22,119.714285714286,0,207.142857142857
16,119.384615384615,0,215.461538461538
94,117,0,182
111,116,0,155
31.9444444444444,117.222222222222,0,201.333333333333
86.6,116.2,0,181
23,115,0,155
7.47058823529412,117.235294117647,0,168.588235294118
15.25,114.875,0,172.25
80.9,111,0,173.1
104.111111111111,107.333333333333,0,191.888888888889
83,106,0,160
126.75,106,0,112.5
87,105,0,126
97,106.5,0,189.5
103,100.636363636364,0,157.909090909091
54,66,0,106
41.5,64,0,143
47.875,63.875,0,159.25
52.5,62,0,158.5
87,60,0,110
76.4375,61.5,0,139.5
26,59.5,0,173
20.5,59,0,172
96,58,0,140
81.5,58,0,134.5
38.125,56.875,0,183.75
32.6666666666667,56.8333333333333,0,183
24,55.25,0,200.5
127,54.5,0,103
100,54.5,0,109.5
93.5,53.5,0,125
20.375,48.46875,0,187.09375
16,44,0,162
66.7142857142857,42.7142857142857,0,124
27,42.5,0,161.5
43.8,41.4,0,161.6
34,41.5,0,149
55.21875,39.65625,0,180.46875
58.5,34,0,178.5
58.875,27.75,0,145.5
64,24.2,0,123.9
59.2857142857143,23.4285714285714,0,128.857142857143
93,11,0,112
101,11,0,131
24.5,9.5,0,103.75
117.19512195122,9.70731707317073,0,160.121951219512
123.5,3.8,0,172.4
49.75,2.75,0,132.75
65,0,0,55
45.2727272727273,1.36363636363636,0,144.727272727273
