"x","y","z","intensity"
8,61.5,0,172
32,56.5,0,102
79.5,56.5,0,90.125
84,53,0,100
42,52.75,0,113.75
16,52,0,99
80,50,0,118
44.5,50,0,135.5
4.8,58.89,0,174.96
34.75,51.5,0,146.5625
31.6666666666667,46.6666666666667,0,134.666666666667
92,44,0,140
117,43,0,130
62,40,0,115
114,39.3333333333333,0,179
94.2,38.6,0,211.8
58.3333333333333,38.6666666666667,0,116
122,36,0,174
39.3636363636364,41.2727272727273,0,165.232323232323
67.5,34.5,0,132
80,32,0,141
123,31,0,177.333333333333
71.6666666666667,29.3333333333333,0,152
63.962962962963,31.7407407407407,0,141.148148148148
77,27.5,0,149
126.5,26.5,0,182.25
102.160714285714,31.5803571428571,0,214.575892857143
84.8,20.6,0,130.4
71.4727272727273,21.1090909090909,0,148.690909090909
77.8333333333333,14.6666666666667,0,126.333333333333
125.384615384615,16.2692307692308,0,152.269230769231
126.833333333333,1.66666666666667,0,116.666666666667
95.030303030303,1.27272727272727,0,124.727272727273
