"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","random_spots_80_100_Composite.tif",0,0,1,0.2755,0.2629,0.0786,0.2426,0.2565,0.2565
"3","random_spots_80_100_Composite.tif",0,1,0,0.2414,0.2359,0.0609,0.2425,0.2565,0.2565
"21","random_spots_80_10_Composite.tif",0,0,1,0.2566,0.2585,0.0952,0.2655,0.2178,0.2178
"31","random_spots_80_10_Composite.tif",0,1,0,0.2452,0.2422,0.1012,0.3073,0.2178,0.2178
"22","random_spots_80_11_Composite.tif",0,0,1,0.3195,0.3149,0.0933,0.2948,0.2403,0.2403
"32","random_spots_80_11_Composite.tif",0,1,0,0.3317,0.3317,0.1645,0.2809,0.2403,0.2403
"23","random_spots_80_12_Composite.tif",0,0,1,0.2727,0.2689,0.0843,0.3213,0.2229,0.2229
"33","random_spots_80_12_Composite.tif",0,1,0,0.3025,0.3018,0.1097,0.2551,0.2229,0.2229
"24","random_spots_80_13_Composite.tif",0,0,1,0.2669,0.2649,0.0919,0.2859,0.1988,0.1988
"34","random_spots_80_13_Composite.tif",0,1,0,0.2786,0.2766,0.0526,0.2731,0.1988,0.1988
"25","random_spots_80_14_Composite.tif",0,0,1,0.264,0.2562,0.0975,0.2759,0.1953,0.1953
"35","random_spots_80_14_Composite.tif",0,1,0,0.2503,0.2512,0.0649,0.2337,0.1953,0.1953
"26","random_spots_80_15_Composite.tif",0,0,1,0.274,0.2715,0.1285,0.3166,0.2285,0.2285
"36","random_spots_80_15_Composite.tif",0,1,0,0.3069,0.3021,0.1621,0.2685,0.2285,0.2285
"27","random_spots_80_16_Composite.tif",0,0,1,0.3289,0.3283,0.1529,0.2824,0.2592,0.2592
"37","random_spots_80_16_Composite.tif",0,1,0,0.214,0.2139,0.0833,0.2206,0.2592,0.2592
"28","random_spots_80_17_Composite.tif",0,0,1,0.3002,0.294,0.1125,0.2369,0.2143,0.2143
"38","random_spots_80_17_Composite.tif",0,1,0,0.2943,0.2775,0.1234,0.2772,0.2143,0.2143
"29","random_spots_80_18_Composite.tif",0,0,1,0.247,0.2482,0.0481,0.2279,0.2348,0.2348
"39","random_spots_80_18_Composite.tif",0,1,0,0.3034,0.303,0.1136,0.294,0.2348,0.2348
"210","random_spots_80_19_Composite.tif",0,0,1,0.2075,0.2073,0.0547,0.2215,0.2524,0.2524
"310","random_spots_80_19_Composite.tif",0,1,0,0.3265,0.3094,0.1686,0.2911,0.2524,0.2524
"211","random_spots_80_1_Composite.tif",0,0,1,0.3039,0.302,0.1318,0.3037,0.2224,0.2224
"311","random_spots_80_1_Composite.tif",0,1,0,0.288,0.2875,0.1071,0.279,0.2224,0.2224
"212","random_spots_80_20_Composite.tif",0,0,1,0.2625,0.263,0.0641,0.2903,0.1802,0.1802
"312","random_spots_80_20_Composite.tif",0,1,0,0.278,0.2731,0.1125,0.2502,0.1802,0.1802
"213","random_spots_80_21_Composite.tif",0,0,1,0.298,0.2976,0.1153,0.2474,0.2209,0.2209
"313","random_spots_80_21_Composite.tif",0,1,0,0.2889,0.2807,0.1058,0.275,0.2209,0.2209
"214","random_spots_80_22_Composite.tif",0,0,1,0.2329,0.2377,0.0487,0.3106,0.176,0.176
"314","random_spots_80_22_Composite.tif",0,1,0,0.2411,0.2366,0.0813,0.2373,0.176,0.176
"215","random_spots_80_23_Composite.tif",0,0,1,0.2272,0.2276,0.0641,0.1857,0.2297,0.2297
"315","random_spots_80_23_Composite.tif",0,1,0,0.2773,0.2914,0.119,0.2929,0.2297,0.2297
"216","random_spots_80_24_Composite.tif",0,0,1,0.297,0.2966,0.125,0.25,0.2284,0.2284
"316","random_spots_80_24_Composite.tif",0,1,0,0.3053,0.3018,0.1309,0.2927,0.2284,0.2284
"217","random_spots_80_25_Composite.tif",0,0,1,0.3045,0.3022,0.1279,0.2765,0.2138,0.2138
"317","random_spots_80_25_Composite.tif",0,1,0,0.2577,0.2578,0.074,0.3311,0.2138,0.2138
"218","random_spots_80_26_Composite.tif",0,0,1,0.2677,0.2682,0.0941,0.2728,0.2065,0.2065
"318","random_spots_80_26_Composite.tif",0,1,0,0.2543,0.2534,0.0833,0.2983,0.2065,0.2065
"219","random_spots_80_27_Composite.tif",0,0,1,0.2635,0.263,0.1081,0.2848,0.1999,0.1999
"319","random_spots_80_27_Composite.tif",0,1,0,0.2867,0.2877,0.1265,0.2906,0.1999,0.1999
