"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_80_1_Composite.tif",0,0,1,0.3717,0.3514,0.1052,0.2037,0.3251,0.3251
"3","structure_1_80_1_Composite.tif",0,1,0,0.3851,0.3642,0.1639,0.2165,0.3251,0.3251
"21","structure_1_80_2_Composite.tif",0,0,1,0.2666,0.2609,0.0476,0.2061,0.3149,0.3149
"31","structure_1_80_2_Composite.tif",0,1,0,0.3536,0.3363,0.1451,0.2763,0.3149,0.3149
"22","structure_1_80_3_Composite.tif",0,0,1,0.3589,0.3429,0.0983,0.2044,0.3392,0.3392
"32","structure_1_80_3_Composite.tif",0,1,0,0.3544,0.3477,0.1355,0.2107,0.3392,0.3392
"23","structure_1_80_4_Composite.tif",0,0,1,0.394,0.3737,0.2031,0.2857,0.3319,0.3319
"33","structure_1_80_4_Composite.tif",0,1,0,0.3707,0.3621,0.1272,0.2729,0.3319,0.3319
"24","structure_1_80_5_Composite.tif",0,0,1,0.3739,0.3702,0.2857,0.2991,0.2916,0.2916
"34","structure_1_80_5_Composite.tif",0,1,0,0.3731,0.3706,0.2222,0.3107,0.2916,0.2916
"25","structure_2_80_1_Composite.tif",0,0,1,0.4952,0.46,0.2539,0.267,0.3271,0.3271
"35","structure_2_80_1_Composite.tif",0,1,0,0.3549,0.3497,0.1627,0.2486,0.3271,0.3271
"26","structure_2_80_2_Composite.tif",0,0,1,0.3719,0.3665,0.1041,0.1845,0.3982,0.3982
"36","structure_2_80_2_Composite.tif",0,1,0,0.4348,0.415,0.159,0.2229,0.3982,0.3982
"27","structure_2_80_3_Composite.tif",0,0,1,0.5048,0.478,0.2903,0.2163,0.3784,0.3784
"37","structure_2_80_3_Composite.tif",0,1,0,0.3825,0.3698,0.1458,0.213,0.3784,0.3784
"28","structure_2_80_4_Composite.tif",0,0,1,0.4173,0.3855,0.2121,0.232,0.3373,0.3373
"38","structure_2_80_4_Composite.tif",0,1,0,0.3421,0.3216,0.1451,0.2157,0.3373,0.3373
"29","structure_2_80_5_Composite.tif",0,0,1,0.3288,0.3201,0.1025,0.1762,0.3861,0.3861
"39","structure_2_80_5_Composite.tif",0,1,0,0.4556,0.4192,0.186,0.2438,0.3861,0.3861
"210","structure_3_80_1_Composite.tif",0,0,1,0.3553,0.3579,0.16,0.2296,0.298,0.298
"310","structure_3_80_1_Composite.tif",0,1,0,0.4065,0.391,0.1506,0.2448,0.298,0.298
"211","structure_3_80_2_Composite.tif",0,0,1,0.3518,0.3283,0.1511,0.2484,0.2595,0.2595
"311","structure_3_80_2_Composite.tif",0,1,0,0.2553,0.2511,0.0862,0.2163,0.2595,0.2595
"212","structure_3_80_3_Composite.tif",0,0,1,0.3597,0.3572,0.1355,0.2052,0.3096,0.3096
"312","structure_3_80_3_Composite.tif",0,1,0,0.3435,0.3437,0.0983,0.2111,0.3096,0.3096
"213","structure_3_80_4_Composite.tif",0,0,1,0.2398,0.2343,0.0517,0.2236,0.2786,0.2786
"313","structure_3_80_4_Composite.tif",0,1,0,0.2982,0.271,0.0967,0.2482,0.2786,0.2786
"214","structure_3_80_5_Composite.tif",0,0,1,0.3752,0.3737,0.2,0.289,0.3038,0.3038
"314","structure_3_80_5_Composite.tif",0,1,0,0.3741,0.3758,0.2222,0.3206,0.3038,0.3038
"215","structure_4_80_1_Composite.tif",0,0,1,0.5066,0.4656,0.2586,0.2234,0.3646,0.3646
"315","structure_4_80_1_Composite.tif",0,1,0,0.3801,0.3366,0.0851,0.1933,0.3646,0.3646
"216","structure_4_80_2_Composite.tif",0,0,1,0.4247,0.3905,0.1311,0.2081,0.3577,0.3577
"316","structure_4_80_2_Composite.tif",0,1,0,0.4559,0.4351,0.1607,0.2148,0.3577,0.3577
"217","structure_4_80_3_Composite.tif",0,0,1,0.4741,0.4613,0.282,0.2516,0.3974,0.3974
"317","structure_4_80_3_Composite.tif",0,1,0,0.4795,0.4533,0.234,0.2408,0.3974,0.3974
"218","structure_4_80_4_Composite.tif",0,0,1,0.3241,0.3148,0.15,0.2277,0.4084,0.4084
"318","structure_4_80_4_Composite.tif",0,1,0,0.5452,0.5034,0.3478,0.2657,0.4084,0.4084
"219","structure_4_80_5_Composite.tif",0,0,1,0.3711,0.3628,0.12,0.201,0.3336,0.3336
"319","structure_4_80_5_Composite.tif",0,1,0,0.4195,0.4042,0.1875,0.2062,0.3336,0.3336
