x,y
0.0,103.0
0.0,95.0
2.0,90.0
5.0,83.0
3.0,83.0
3.5,77.5
11.5,72.0
126.0,68.0
124.0,68.0
21.5,67.5
23.0,66.0
124.0,65.0
29.0,62.0
0.0,62.0
17.0,61.0
115.0,60.5
75.5,59.0
12.0,59.0
9.0,58.0
6.0,58.0
106.666666666667,58.0
102.5,56.0
59.0,56.0
48.0,56.5
12.0,55.5
34.5,53.0
47.0,51.0
75.0,50.0
46.0,49.0
18.0,48.0
30.0,47.0
42.0,46.0
46.0,44.0
27.0,43.0
90.0,42.0
43.0,42.0
41.0,42.5
100.0,37.0
102.0,36.0
61.0,36.0
88.0,34.0
80.0,34.0
54.0,34.5
55.0,32.0
86.0,25.0
66.0,25.75
108.0,21.0
91.0,19.0
78.0,19.0
112.0,16.0
89.4,15.8
84.0,15.0
123.5,11.0
119.0,7.0
