x,y
33.0,121.333333333333
98.25,121.0
101.333333333333,120.0
34.0,119.0
31.0,118.333333333333
21.0,115.0
17.0,115.0
124.0,113.5
102.333333333333,111.333333333333
19.3333333333333,111.333333333333
26.3333333333333,110.666666666667
29.0,105.333333333333
13.666666666666698,103.0
32.5,101.25
28.5,101.0
108.5,100.5
38.0,99.0
36.4,100.6
24.0,94.0
39.0,93.5
53.0,92.75
26.0,92.0
122.0,91.0
27.25,89.625
4.0,89.0
43.5,86.5
71.5,83.0
37.5,81.5
46.5,78.0
33.0,76.0
30.0,76.0
107.0,74.0
52.4,75.2
43.4,76.0
30.0,74.0
47.0,71.0
45.5,68.0
56.0,67.5
78.0,64.0
63.5,64.0
48.0,64.0
33.0,65.4285714285714
30.4,63.8
63.0,62.0
51.25,62.75
47.5,62.0
56.3333333333333,62.0
52.0,59.0
50.0,58.0
62.0,54.5
46.0,54.0
74.75,53.0
54.6666666666667,52.6666666666667
80.0,51.0
89.0,50.0
82.0,50.0
76.0,49.0
83.0,48.0
78.0,48.0
65.0,48.0
47.0,47.5
62.0,46.0
49.4,47.4
66.0,45.5
53.5,46.0
96.0,44.0
93.0,43.0
97.0,42.0
95.5,39.5
118.0,38.0
106.0,37.5
60.0,37.0
116.0,36.5
113.0,37.8
95.0,34.6666666666667
73.0,34.5
56.0,34.0
62.0,34.0
74.0,32.0
56.0,32.0
94.5,30.5
58.0,30.5
65.0,29.6666666666667
124.5,28.0
66.0,28.0
103.5,27.5
92.0,26.5
69.0,26.0
127.0,25.0
124.0,25.6666666666667
111.333333333333,26.0
103.0,25.0
106.5,23.5
103.5,23.0
90.0,22.0
120.0,22.0
77.5,21.0
118.0,18.5
90.0,16.0
76.0,16.8333333333333
89.0,14.0
76.0,13.666666666666698
79.8,10.4
97.75,8.0
125.0,6.0
