x,y
24.8,122.4
32.0,119.0
30.0,117.0
27.5,116.5
22.5,115.0
19.0,114.66666666666667
42.0,113.0
89.5,111.5
81.0,111.0
44.5,111.5
41.0,111.0
83.0,110.5
79.0,110.0
31.5,109.5
105.5,108.5
92.0,108.5
76.33333333333333,108.33333333333333
100.0,107.25
68.0,107.0
119.25,106.75
71.5,105.5
111.25,104.5
95.33333333333333,102.66666666666667
79.5,102.5
66.0,102.0
45.0,102.0
42.333333333333336,101.66666666666667
24.0,101.0
64.0,100.0
125.0,99.25
95.0,99.0
44.0,99.0
25.0,99.0
10.0,97.0
64.75,97.25
30.0,96.0
79.0,96.25
2.5,95.0
119.0,94.0
111.0,93.0
108.0,93.0
43.0,93.0
120.0,92.33333333333333
89.0,91.0
19.0,90.0
114.0,88.0
109.0,87.0
2.0,87.5
125.0,86.5
89.0,86.0
86.0,86.0
76.0,86.5
106.0,85.0
96.0,85.0
79.0,84.66666666666667
114.5,81.0
22.0,81.0
120.5,78.5
117.5,78.5
125.5,77.0
31.5,66.0
16.0,61.0
22.0,42.0
34.0,41.0
22.0,40.0
35.0,34.0
23.5,31.666666666666668
39.5,22.5
24.5,22.0
36.0,18.0
24.5,15.5
42.8,12.0
34.5,8.0
38.0,5.5
36.0,4.0
38.0,3.0
