x,y
52.0,76.0
50.0,76.0
40.5,76.75
31.0,76.0
21.7,77.5
56.0,74.0
52.5,73.5
60.333333333333336,73.33333333333333
19.5,72.75
16.4,73.6
83.0,71.0
66.5,71.5
37.3,72.7
124.0,70.33333333333333
120.0,70.0
117.0,71.25
101.75,71.0
80.66666666666667,71.0
74.57142857142857,71.71428571428571
45.0,70.0
112.42857142857143,70.71428571428571
107.0,69.5
43.0,69.0
0.5,69.5
52.0,69.0
45.0,68.0
4.5,69.5
92.76923076923077,70.0
92.5,67.5
59.0,67.0
24.4,68.4
10.88888888888889,69.77777777777777
113.5,66.5
73.33333333333333,66.33333333333333
20.0,66.0
107.0,65.0
14.0,65.5
35.42857142857143,65.71428571428571
105.0,63.5
48.5,63.0
19.333333333333332,63.333333333333336
10.5,64.0
90.0,62.666666666666664
44.0,61.0
58.0,60.8
11.333333333333334,60.333333333333336
105.0,59.0
40.5,59.5
124.0,58.0
121.4,59.2
108.71428571428571,59.857142857142854
81.5,58.5
77.8,60.6
32.5,59.25
25.714285714285715,59.42857142857143
6.333333333333333,59.0
13.0,57.333333333333336
99.5,56.25
64.75,58.25
52.333333333333336,57.0
42.5,56.0
39.0,57.0
31.5,56.0
21.333333333333332,57.0
95.5,55.5
45.0,56.0
22.0,54.333333333333336
97.0,53.0
94.5,53.0
89.5,54.25
70.4,53.6
61.666666666666664,54.5
52.5,53.5
18.333333333333332,54.166666666666664
127.0,52.5
114.5,52.0
103.57142857142857,52.57142857142857
84.66666666666667,53.833333333333336
110.33333333333333,51.666666666666664
88.0,51.0
77.0,51.5
9.0,51.0
120.33333333333333,51.0
90.33333333333333,50.666666666666664
85.0,49.5
127.0,48.5
6.5,49.833333333333336
113.5,47.333333333333336
121.33333333333333,46.666666666666664
126.66666666666667,45.666666666666664
1.75,44.75
3.5,43.0
25.0,34.0
19.0,28.0
