"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","random_spots_10_100_Composite.tif",0,0,1,0.0844,0.0826,0.0389,0.2127,0.0406,0.0406
"3","random_spots_10_100_Composite.tif",0,1,0,0.0874,0.0854,0.0246,0.2065,0.0406,0.0406
"21","random_spots_10_10_Composite.tif",0,0,1,0.0801,0.076,0.0869,0.2292,0.0179,0.0179
"31","random_spots_10_10_Composite.tif",0,1,0,0.0524,0.0497,0.037,0.1464,0.0179,0.0179
"22","random_spots_10_11_Composite.tif",0,0,1,0.0721,0.0689,0.0227,0.1832,0.0271,0.0271
"32","random_spots_10_11_Composite.tif",0,1,0,0.0606,0.0583,0.0243,0.1761,0.0271,0.0271
"23","random_spots_10_12_Composite.tif",0,0,1,0.1043,0.1048,0.0632,0.2124,0.0337,0.0337
"33","random_spots_10_12_Composite.tif",0,1,0,0.0977,0.0981,0.0689,0.2407,0.0337,0.0337
"24","random_spots_10_13_Composite.tif",0,0,1,0.1277,0.1242,0.0705,0.2208,0.0617,0.0617
"34","random_spots_10_13_Composite.tif",0,1,0,0.1231,0.1223,0.0547,0.1965,0.0617,0.0617
"25","random_spots_10_14_Composite.tif",0,0,1,0.0994,0.0987,0.037,0.2462,0.0434,0.0434
"35","random_spots_10_14_Composite.tif",0,1,0,0.0957,0.0938,0.0375,0.263,0.0434,0.0434
"26","random_spots_10_15_Composite.tif",0,0,1,0.1252,0.125,0.0493,0.2242,0.0542,0.0542
"36","random_spots_10_15_Composite.tif",0,1,0,0.1313,0.1311,0.0487,0.195,0.0542,0.0542
"27","random_spots_10_16_Composite.tif",0,0,1,0.1174,0.1208,0.0563,0.2018,0.0617,0.0617
"37","random_spots_10_16_Composite.tif",0,1,0,0.1138,0.1113,0.041,0.2465,0.0617,0.0617
"28","random_spots_10_17_Composite.tif",0,0,1,0.0662,0.0672,0.0512,0.2213,0.0012,0.0012
"38","random_spots_10_17_Composite.tif",0,1,0,0.068,0.067,0.0384,0.2073,0.0012,0.0012
"29","random_spots_10_18_Composite.tif",0,0,1,0.1238,0.1243,0.0779,0.2399,0.0609,0.0609
"39","random_spots_10_18_Composite.tif",0,1,0,0.1108,0.112,0.0512,0.2125,0.0609,0.0609
"210","random_spots_10_19_Composite.tif",0,0,1,0.076,0.0795,0.0389,0.2221,0.03,0.03
"310","random_spots_10_19_Composite.tif",0,1,0,0.0777,0.0751,0.0379,0.2252,0.03,0.03
"211","random_spots_10_1_Composite.tif",0,0,1,0.0943,0.0941,0.0705,0.1942,0.0337,0.0337
"311","random_spots_10_1_Composite.tif",0,1,0,0.0871,0.0873,0.0352,0.2261,0.0337,0.0337
"212","random_spots_10_20_Composite.tif",0,0,1,0.0695,0.0707,0.024,0.187,0.0191,0.0191
"312","random_spots_10_20_Composite.tif",0,1,0,0.074,0.0729,0.0263,0.2185,0.0191,0.0191
"213","random_spots_10_21_Composite.tif",0,0,1,0.0593,0.0575,0.0238,0.2289,0.0126,0.0126
"313","random_spots_10_21_Composite.tif",0,1,0,0.064,0.0643,0.0229,0.1909,0.0126,0.0126
"214","random_spots_10_22_Composite.tif",0,0,1,0.0827,0.0825,0.0344,0.2473,0.038,0.038
"314","random_spots_10_22_Composite.tif",0,1,0,0.0739,0.0745,0.024,0.1861,0.038,0.038
"215","random_spots_10_23_Composite.tif",0,0,1,0.1193,0.1151,0.0731,0.2008,0.0717,0.0717
"315","random_spots_10_23_Composite.tif",0,1,0,0.1049,0.1036,0.0602,0.2022,0.0717,0.0717
"216","random_spots_10_24_Composite.tif",0,0,1,0.066,0.0665,0.025,0.2091,0.0152,0.0152
"316","random_spots_10_24_Composite.tif",0,1,0,0.0674,0.0649,0.0394,0.2332,0.0152,0.0152
"217","random_spots_10_25_Composite.tif",0,0,1,0.085,0.0872,0.0375,0.1855,0.0395,0.0395
"317","random_spots_10_25_Composite.tif",0,1,0,0.1018,0.1014,0.0493,0.2069,0.0395,0.0395
