"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","31_10_Composite.tif",0,0,1,0.2888,0.2783,0.12,0.0906,0.4477,0.4477
"3","31_10_Composite.tif",0,1,0,0.6213,0.5946,0.4117,0.1554,0.4477,0.4477
"21","31_11_Composite.tif",0,0,1,0.3739,0.3729,0.3636,0.1197,0.5582,0.5582
"31","31_11_Composite.tif",0,1,0,0.764,0.7421,0.56,0.2019,0.5582,0.5582
"22","31_12_Composite.tif",0,0,1,0.2601,0.2573,0.2,0.1085,0.3834,0.3834
"32","31_12_Composite.tif",0,1,0,0.687,0.6779,0.6666,0.2191,0.3834,0.3834
"23","31_13_Composite.tif",0,0,1,0.3718,0.3849,0.1875,0.0877,0.4923,0.4923
"33","31_13_Composite.tif",0,1,0,0.728,0.7162,0.6111,0.2287,0.4923,0.4923
"24","31_14_Composite.tif",0,0,1,0.3782,0.3678,0.3157,0.1665,0.4222,0.4222
"34","31_14_Composite.tif",0,1,0,0.5926,0.5839,0.5,0.1656,0.4222,0.4222
"25","31_15_Composite.tif",0,0,1,0.4061,0.4058,0.3529,0.1405,0.5342,0.5342
"35","31_15_Composite.tif",0,1,0,0.7983,0.7629,0.4705,0.1745,0.5342,0.5342
"26","31_16_Composite.tif",0,0,1,0.39,0.388,0.375,0.1412,0.582,0.582
"36","31_16_Composite.tif",0,1,0,0.6475,0.6445,0.5714,0.1905,0.582,0.582
"27","31_17_Composite.tif",0,0,1,0.2941,0.3049,0.125,0.1067,0.4654,0.4654
"37","31_17_Composite.tif",0,1,0,0.6827,0.6859,0.6923,0.2278,0.4654,0.4654
"28","31_18_Composite.tif",0,0,1,0.4111,0.4124,0.3846,0.1254,0.5125,0.5125
"38","31_18_Composite.tif",0,1,0,0.6417,0.6303,0.4666,0.1492,0.5125,0.5125
"29","31_19_Composite.tif",0,0,1,0.3269,0.3271,0,0.0925,0.5518,0.5518
"39","31_19_Composite.tif",0,1,0,0.8862,0.8901,1,0.2355,0.5518,0.5518
"210","31_1_Composite.tif",0,0,1,0.4645,0.4681,0.2162,0.0942,0.4759,0.4759
"310","31_1_Composite.tif",0,1,0,0.6369,0.618,0.4545,0.1624,0.4759,0.4759
"211","31_20_Composite.tif",0,0,1,0.5539,0.5487,0.3703,0.1807,0.5161,0.5161
"311","31_20_Composite.tif",0,1,0,0.5069,0.5131,0.3157,0.1448,0.5161,0.5161
"212","31_21_Composite.tif",0,0,1,0.4383,0.4285,0.423,0.1412,0.4626,0.4626
"312","31_21_Composite.tif",0,1,0,0.7397,0.7042,0.5862,0.1651,0.4626,0.4626
"213","31_22_Composite.tif",0,0,1,0.2803,0.2525,0,0.0529,0.437,0.437
"313","31_22_Composite.tif",0,1,0,0.6549,0.635,0.5,0.1465,0.437,0.437
"214","31_23_Composite.tif",0,0,1,0.331,0.3308,0.125,0.1012,0.4125,0.4125
"314","31_23_Composite.tif",0,1,0,0.7564,0.7506,0.5909,0.1926,0.4125,0.4125
"215","31_24_Composite.tif",0,0,1,0.3028,0.3057,0.6363,0.2703,0.3813,0.3813
"315","31_24_Composite.tif",0,1,0,0.597,0.5954,0.4347,0.1865,0.3813,0.3813
"216","31_25_Composite.tif",0,0,1,0.4278,0.4329,0.4285,0.1138,0.3999,0.3999
"316","31_25_Composite.tif",0,1,0,0.796,0.7798,0.7894,0.2087,0.3999,0.3999
"217","31_26_Composite.tif",0,0,1,0.5911,0.5944,0.4347,0.1735,0.534,0.534
"317","31_26_Composite.tif",0,1,0,0.4737,0.4842,0.3181,0.1461,0.534,0.534
"218","31_27_Composite.tif",0,0,1,0.3195,0.3202,0.4545,0.1645,0.4759,0.4759
"318","31_27_Composite.tif",0,1,0,0.5663,0.5595,0.4666,0.1608,0.4759,0.4759
"219","31_28_Composite.tif",0,0,1,0.2204,0.224,0.125,0.0748,0.4243,0.4243
"319","31_28_Composite.tif",0,1,0,0.6392,0.6449,0.5454,0.1909,0.4243,0.4243
"220","31_29_Composite.tif",0,0,1,0.2987,0.3,0.75,0.372,0.3787,0.3787
"320","31_29_Composite.tif",0,1,0,0.5565,0.5814,0.65,0.262,0.3787,0.3787
"221","31_2_Composite.tif",0,0,1,0.2478,0.2361,0.1333,0.124,0.4163,0.4163
"321","31_2_Composite.tif",0,1,0,0.6341,0.6005,0.5185,0.1779,0.4163,0.4163
"222","31_30_Composite.tif",0,0,1,0.5316,0.5274,0.4166,0.1651,0.5558,0.5558
"322","31_30_Composite.tif",0,1,0,0.4443,0.4433,0.2727,0.1136,0.5558,0.5558
"223","31_31_Composite.tif",0,0,1,0.3657,0.3642,0.1,0.1407,0.5025,0.5025
"323","31_31_Composite.tif",0,1,0,0.6914,0.666,0.7058,0.2711,0.5025,0.5025
"224","31_32_Composite.tif",0,0,1,0.3164,0.3071,0.0714,0.0622,0.4729,0.4729
"324","31_32_Composite.tif",0,1,0,0.7409,0.7068,0.6923,0.2068,0.4729,0.4729
"225","31_33_Composite.tif",0,0,1,0.4521,0.4488,0,0.1621,0.6115,0.6115
"325","31_33_Composite.tif",0,1,0,0.8068,0.7952,0.8,0.2028,0.6115,0.6115
"226","31_34_Composite.tif",0,0,1,0.3883,0.3958,0.0869,0.0829,0.5613,0.5613
"326","31_34_Composite.tif",0,1,0,0.8094,0.7749,0.5454,0.1858,0.5613,0.5613
"227","31_3_Composite.tif",0,0,1,0.2928,0.2912,0.2222,0.1123,0.4478,0.4478
"327","31_3_Composite.tif",0,1,0,0.5635,0.5508,0.5454,0.2174,0.4478,0.4478
"228","31_4_Composite.tif",0,0,1,0.2811,0.2607,0.2222,0.1159,0.454,0.454
"328","31_4_Composite.tif",0,1,0,0.7233,0.679,0.647,0.2124,0.454,0.454
"229","31_5_Composite.tif",0,0,1,0.3945,0.4307,0.5,0.1747,0.3854,0.3854
"329","31_5_Composite.tif",0,1,0,0.7562,0.7417,0.5333,0.1825,0.3854,0.3854
"230","31_6_Composite.tif",0,0,1,0.3422,0.3389,0.0833,0.127,0.503,0.503
"330","31_6_Composite.tif",0,1,0,0.8203,0.7735,0.625,0.2183,0.503,0.503
"231","31_7_Composite.tif",0,0,1,0.306,0.2871,0.2,0.127,0.5768,0.5768
"331","31_7_Composite.tif",0,1,0,0.523,0.5107,0.2727,0.1404,0.5768,0.5768
"232","31_8_Composite.tif",0,0,1,0.5186,0.5222,0.45,0.1816,0.4782,0.4782
"332","31_8_Composite.tif",0,1,0,0.6461,0.6259,0.6296,0.2084,0.4782,0.4782
"233","31_9_Composite.tif",0,0,1,0.4495,0.436,0.1666,0.1129,0.5547,0.5547
"333","31_9_Composite.tif",0,1,0,0.4507,0.4486,0.3636,0.1684,0.5547,0.5547
