"x","y","z","intensity"
83.5,120,0,117.5
76,121.307692307692,0,126.307692307692
39,119.5,0,81.6666666666667
94.2,116.4,0,82.6
88.3333333333333,105.333333333333,0,91
68.2307692307692,107.153846153846,0,132.807692307692
48.875,99.75,0,132
38.3809523809524,99.9523809523809,0,142
44.5,96,0,144.5
78.5,91.5,0,79
20.25,90.125,0,87.5
109.666666666667,80.3333333333333,0,104.666666666667
33.5714285714286,80.6071428571429,0,144.75
42.5428571428571,80.5428571428571,0,128.457142857143
114.722222222222,76.2777777777778,0,130.611111111111
75.3939393939394,68.469696969697,0,177.590909090909
41.6,54.8,0,81.4
91.948051948052,55.6103896103896,0,200.090909090909
78,42,0,92
77,39.5,0,83.5
36,37.5,0,84.5
55,27,0,85.5
94.5,17,0,81.5
44.7142857142857,15,0,88.5714285714286
90,13,0,83
13,9.5,0,75.5
112.9,7.4,0,81.7
71.3125,6.6875,0,80.9375
