"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","random_spots_70_100_Composite.tif",0,0,1,0.2699,0.273,0.1,0.3118,0.22,0.22
"3","random_spots_70_100_Composite.tif",0,1,0,0.2631,0.2591,0.0987,0.2996,0.22,0.22
"21","random_spots_70_10_Composite.tif",0,0,1,0.262,0.2599,0.1358,0.2758,0.2053,0.2053
"31","random_spots_70_10_Composite.tif",0,1,0,0.2694,0.2658,0.0833,0.2976,0.2053,0.2053
"22","random_spots_70_11_Composite.tif",0,0,1,0.2437,0.239,0.0526,0.2522,0.1782,0.1782
"32","random_spots_70_11_Composite.tif",0,1,0,0.2652,0.2598,0.125,0.2509,0.1782,0.1782
"23","random_spots_70_12_Composite.tif",0,0,1,0.2446,0.2413,0.0674,0.3004,0.1961,0.1961
"33","random_spots_70_12_Composite.tif",0,1,0,0.2513,0.2488,0.1219,0.2383,0.1961,0.1961
"24","random_spots_70_13_Composite.tif",0,0,1,0.2418,0.239,0.0731,0.2879,0.1987,0.1987
"34","random_spots_70_13_Composite.tif",0,1,0,0.2443,0.2422,0.0875,0.3,0.1987,0.1987
"25","random_spots_70_14_Composite.tif",0,0,1,0.2482,0.2376,0.0675,0.2451,0.186,0.186
"35","random_spots_70_14_Composite.tif",0,1,0,0.1941,0.1908,0.0649,0.1925,0.186,0.186
"26","random_spots_70_15_Composite.tif",0,0,1,0.1737,0.1757,0.0348,0.1833,0.1961,0.1961
"36","random_spots_70_15_Composite.tif",0,1,0,0.2039,0.1957,0.0609,0.2857,0.1961,0.1961
"27","random_spots_70_16_Composite.tif",0,0,1,0.2908,0.2897,0.1282,0.2729,0.2145,0.2145
"37","random_spots_70_16_Composite.tif",0,1,0,0.2824,0.2797,0.1267,0.2604,0.2145,0.2145
"28","random_spots_70_17_Composite.tif",0,0,1,0.2421,0.2395,0.1025,0.285,0.1923,0.1923
"38","random_spots_70_17_Composite.tif",0,1,0,0.2335,0.2291,0.1058,0.2643,0.1923,0.1923
"29","random_spots_70_18_Composite.tif",0,0,1,0.2425,0.2422,0.1184,0.3019,0.177,0.177
"39","random_spots_70_18_Composite.tif",0,1,0,0.2396,0.2467,0.1298,0.2738,0.177,0.177
"210","random_spots_70_19_Composite.tif",0,0,1,0.3005,0.2955,0.1333,0.3146,0.2598,0.2598
"310","random_spots_70_19_Composite.tif",0,1,0,0.2973,0.2894,0.1428,0.2715,0.2598,0.2598
"211","random_spots_70_1_Composite.tif",0,0,1,0.2614,0.2554,0.1034,0.2457,0.1861,0.1861
"311","random_spots_70_1_Composite.tif",0,1,0,0.2555,0.2554,0.1309,0.2445,0.1861,0.1861
"212","random_spots_70_20_Composite.tif",0,0,1,0.254,0.2579,0.0512,0.2954,0.1953,0.1953
"312","random_spots_70_20_Composite.tif",0,1,0,0.2771,0.2792,0.1265,0.3113,0.1953,0.1953
"213","random_spots_70_21_Composite.tif",0,0,1,0.2619,0.2539,0.0987,0.2578,0.1955,0.1955
"313","random_spots_70_21_Composite.tif",0,1,0,0.1663,0.1676,0.0416,0.1887,0.1955,0.1955
"214","random_spots_70_22_Composite.tif",0,0,1,0.2264,0.2296,0.0898,0.2816,0.1506,0.1506
"314","random_spots_70_22_Composite.tif",0,1,0,0.2034,0.2053,0.025,0.3087,0.1506,0.1506
"215","random_spots_70_23_Composite.tif",0,0,1,0.2547,0.2561,0.0714,0.2549,0.2161,0.2161
"315","random_spots_70_23_Composite.tif",0,1,0,0.2689,0.2663,0.1341,0.3133,0.2161,0.2161
"216","random_spots_70_24_Composite.tif",0,0,1,0.2295,0.2286,0.0898,0.2764,0.2001,0.2001
"316","random_spots_70_24_Composite.tif",0,1,0,0.2295,0.2294,0.047,0.2471,0.2001,0.2001
"217","random_spots_70_25_Composite.tif",0,0,1,0.243,0.2406,0.1,0.3,0.195,0.195
"317","random_spots_70_25_Composite.tif",0,1,0,0.2461,0.2439,0.0493,0.2996,0.195,0.195
"218","random_spots_70_26_Composite.tif",0,0,1,0.2429,0.2467,0.0941,0.2602,0.1674,0.1674
