"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_40_1_Composite.tif",0,0,1,0.8285,0.8274,0.8,0.2829,0.7666,0.7666
"3","structure_1_40_1_Composite.tif",0,1,0,0.826,0.8248,0.7142,0.2745,0.7666,0.7666
"21","structure_1_40_2_Composite.tif",0,0,1,0.8305,0.8305,1,0.3598,0.7596,0.7596
"31","structure_1_40_2_Composite.tif",0,1,0,0.8574,0.8569,0.6666,0.3022,0.7596,0.7596
"22","structure_1_40_3_Composite.tif",0,0,1,0.8888,0.8886,1,0.2734,0.7669,0.7669
"32","structure_1_40_3_Composite.tif",0,1,0,0.8327,0.8318,0.6666,0.2849,0.7669,0.7669
"23","structure_1_40_4_Composite.tif",0,0,1,0.8613,0.8605,0.6666,0.2542,0.7672,0.7672
"33","structure_1_40_4_Composite.tif",0,1,0,0.866,0.866,1,0.308,0.7672,0.7672
"24","structure_1_40_5_Composite.tif",0,0,1,0.8736,0.8736,1,0.3566,0.7503,0.7503
"34","structure_1_40_5_Composite.tif",0,1,0,0.8398,0.8398,1,0.3108,0.7503,0.7503
"25","structure_2_40_1_Composite.tif",0,0,1,0.8514,0.8506,0.5,0.2175,0.8012,0.8012
"35","structure_2_40_1_Composite.tif",0,1,0,0.8602,0.8601,1,0.3663,0.8012,0.8012
"26","structure_2_40_2_Composite.tif",0,0,1,0.8627,0.8627,1,0.3787,0.8322,0.8322
"36","structure_2_40_2_Composite.tif",0,1,0,0.8784,0.8782,1,0.3658,0.8322,0.8322
"27","structure_2_40_3_Composite.tif",0,0,1,0.8763,0.8763,1,0.3746,0.8192,0.8192
"37","structure_2_40_3_Composite.tif",0,1,0,0.8689,0.8683,1,0.3657,0.8192,0.8192
"28","structure_2_40_4_Composite.tif",0,0,1,0.8746,0.8736,0.6666,0.2781,0.819,0.819
"38","structure_2_40_4_Composite.tif",0,1,0,0.874,0.8739,1,0.3873,0.819,0.819
"29","structure_2_40_5_Composite.tif",0,0,1,0.885,0.885,1,0.3231,0.8179,0.8179
"39","structure_2_40_5_Composite.tif",0,1,0,0.8508,0.8502,1,0.3088,0.8179,0.8179
"210","structure_3_40_1_Composite.tif",0,0,1,0.8165,0.8165,1,0.3062,0.7264,0.7264
"310","structure_3_40_1_Composite.tif",0,1,0,0.8608,0.8608,1,0.317,0.7264,0.7264
"211","structure_3_40_2_Composite.tif",0,0,1,0.8835,0.8835,1,0.2853,0.7324,0.7324
"311","structure_3_40_2_Composite.tif",0,1,0,0.8462,0.8463,1,0.3469,0.7324,0.7324
"212","structure_3_40_3_Composite.tif",0,0,1,0.8243,0.8243,1,0.307,0.7142,0.7142
"312","structure_3_40_3_Composite.tif",0,1,0,0.8614,0.8614,1,0.2928,0.7142,0.7142
"213","structure_3_40_4_Composite.tif",0,0,1,0.8512,0.851,0.5,0.2001,0.7088,0.7088
"313","structure_3_40_4_Composite.tif",0,1,0,0.8254,0.8244,0.5,0.2301,0.7088,0.7088
"214","structure_3_40_5_Composite.tif",0,0,1,0.8421,0.8421,0.6666,0.24,0.7048,0.7048
"314","structure_3_40_5_Composite.tif",0,1,0,0.8477,0.8477,1,0.3221,0.7048,0.7048
"215","structure_4_40_1_Composite.tif",0,0,1,0.8858,0.8859,1,0.3843,0.8588,0.8588
"315","structure_4_40_1_Composite.tif",0,1,0,0.8804,0.8804,1,0.3811,0.8588,0.8588
"216","structure_4_40_2_Composite.tif",0,0,1,0.9201,0.9201,1,0.4186,0.8629,0.8629
"316","structure_4_40_2_Composite.tif",0,1,0,0.8754,0.8754,1,0.4455,0.8629,0.8629
"217","structure_4_40_3_Composite.tif",0,0,1,0.9159,0.9158,1,0.4327,0.8738,0.8738
"317","structure_4_40_3_Composite.tif",0,1,0,0.8934,0.8937,1,0.398,0.8738,0.8738
"218","structure_4_40_4_Composite.tif",0,0,1,0.8989,0.8989,1,0.3752,0.8464,0.8464
"318","structure_4_40_4_Composite.tif",0,1,0,0.8759,0.8759,1,0.391,0.8464,0.8464
"219","structure_4_40_5_Composite.tif",0,0,1,0.9,0.9,1,0.3971,0.8503,0.8503
"319","structure_4_40_5_Composite.tif",0,1,0,0.8753,0.8753,1,0.3596,0.8503,0.8503
