"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_10_1_Composite.tif",0,0,1,0.2116,0.1995,0.0967,0.2058,0.1258,0.1258
"3","structure_1_10_1_Composite.tif",0,1,0,0.1802,0.1796,0.0434,0.2027,0.1258,0.1258
"21","structure_1_10_2_Composite.tif",0,0,1,0.1927,0.1916,0.075,0.1721,0.1873,0.1873
"31","structure_1_10_2_Composite.tif",0,1,0,0.2668,0.2616,0.1666,0.287,0.1873,0.1873
"22","structure_1_10_3_Composite.tif",0,0,1,0.1686,0.1663,0.1052,0.2074,0.1465,0.1465
"32","structure_1_10_3_Composite.tif",0,1,0,0.1797,0.1758,0.1034,0.2054,0.1465,0.1465
"23","structure_1_10_4_Composite.tif",0,0,1,0.1723,0.17,0.1016,0.1878,0.1703,0.1703
"33","structure_1_10_4_Composite.tif",0,1,0,0.2033,0.2048,0.1363,0.2231,0.1703,0.1703
"24","structure_1_10_5_Composite.tif",0,0,1,0.1684,0.1647,0.0754,0.2291,0.1278,0.1278
"34","structure_1_10_5_Composite.tif",0,1,0,0.1917,0.1872,0.0784,0.227,0.1278,0.1278
"25","structure_2_10_1_Composite.tif",0,0,1,0.2348,0.2214,0.14,0.2017,0.21,0.21
"35","structure_2_10_1_Composite.tif",0,1,0,0.2608,0.2519,0.1607,0.2138,0.21,0.21
"26","structure_2_10_2_Composite.tif",0,0,1,0.2406,0.2234,0.0909,0.2004,0.154,0.154
"36","structure_2_10_2_Composite.tif",0,1,0,0.1466,0.1492,0.05,0.1581,0.154,0.154
"27","structure_2_10_3_Composite.tif",0,0,1,0.281,0.2732,0.186,0.2396,0.1905,0.1905
"37","structure_2_10_3_Composite.tif",0,1,0,0.2266,0.2361,0.2187,0.198,0.1905,0.1905
"28","structure_2_10_4_Composite.tif",0,0,1,0.2167,0.1997,0.1612,0.2163,0.2005,0.2005
"38","structure_2_10_4_Composite.tif",0,1,0,0.1857,0.1838,0.08,0.191,0.2005,0.2005
"29","structure_2_10_5_Composite.tif",0,0,1,0.2459,0.2523,0.1896,0.2214,0.2327,0.2327
"39","structure_2_10_5_Composite.tif",0,1,0,0.2184,0.2121,0.0597,0.2037,0.2327,0.2327
"210","structure_3_10_1_Composite.tif",0,0,1,0.236,0.2112,0.1315,0.2248,0.1814,0.1814
"310","structure_3_10_1_Composite.tif",0,1,0,0.1892,0.191,0.1228,0.2009,0.1814,0.1814
"211","structure_3_10_2_Composite.tif",0,0,1,0.1583,0.1585,0.1063,0.2038,0.1158,0.1158
"311","structure_3_10_2_Composite.tif",0,1,0,0.1678,0.1553,0.0579,0.2067,0.1158,0.1158
"212","structure_3_10_3_Composite.tif",0,0,1,0.1984,0.1926,0.0851,0.234,0.1541,0.1541
"312","structure_3_10_3_Composite.tif",0,1,0,0.2094,0.2065,0.02,0.2376,0.1541,0.1541
"213","structure_3_10_4_Composite.tif",0,0,1,0.1849,0.1871,0.035,0.2299,0.1187,0.1187
"313","structure_3_10_4_Composite.tif",0,1,0,0.1965,0.192,0.1346,0.219,0.1187,0.1187
"214","structure_3_10_5_Composite.tif",0,0,1,0.1137,0.1174,0.0862,0.1996,0.0974,0.0974
"314","structure_3_10_5_Composite.tif",0,1,0,0.1598,0.1499,0.0684,0.2168,0.0974,0.0974
"215","structure_4_10_1_Composite.tif",0,0,1,0.2891,0.2712,0.1136,0.1831,0.2524,0.2524
"315","structure_4_10_1_Composite.tif",0,1,0,0.2935,0.2855,0.2,0.2346,0.2524,0.2524
"216","structure_4_10_2_Composite.tif",0,0,1,0.2987,0.2939,0.1904,0.2261,0.2623,0.2623
"316","structure_4_10_2_Composite.tif",0,1,0,0.3098,0.2927,0.132,0.1876,0.2623,0.2623
"217","structure_4_10_3_Composite.tif",0,0,1,0.2611,0.2579,0.1071,0.245,0.2609,0.2609
"317","structure_4_10_3_Composite.tif",0,1,0,0.3433,0.3116,0.2222,0.2456,0.2609,0.2609
"218","structure_4_10_4_Composite.tif",0,0,1,0.3452,0.3333,0.204,0.2377,0.2756,0.2756
"318","structure_4_10_4_Composite.tif",0,1,0,0.2707,0.2589,0.1521,0.206,0.2756,0.2756
"219","structure_4_10_5_Composite.tif",0,0,1,0.2711,0.257,0.0434,0.1852,0.2306,0.2306
"319","structure_4_10_5_Composite.tif",0,1,0,0.2817,0.2651,0.0416,0.1854,0.2306,0.2306
