"x","y","z","intensity"
15.4193548387097,116.096774193548,0,148.516129032258
57,114,0,117.857142857143
86.8636363636364,111.318181818182,0,114.818181818182
74.7222222222222,110.888888888889,0,121.333333333333
59.7222222222222,105.111111111111,0,120.944444444444
78.1904761904762,96.5714285714286,0,155.357142857143
52,91,0,119.333333333333
7,91,0,116.380952380952
88,68,0,121.47619047619
97,67,0,116.095238095238
28.9090909090909,65.5151515151515,0,139.181818181818
86,53,0,124.809523809524
67.2777777777778,53.1111111111111,0,115.333333333333
107.1,51.05,0,106.15
32.6363636363636,50.6060606060606,0,135.878787878788
22.6470588235294,49,0,120.647058823529
88.6857142857143,40.5428571428571,0,131.857142857143
119.59375,36.6875,0,145.5625
70.95,37.1,0,119.3
60.7647058823529,35.2352941176471,0,124.882352941176
53.5434782608696,28.4347826086957,0,133.45652173913
112.95,23.1,0,127.8
72.05,22.1,0,119.45
41.2777777777778,20.1111111111111,0,128.666666666667
11,20,0,110.142857142857
45.7222222222222,13.8888888888889,0,118.111111111111
118,10,0,116.047619047619
83,10,0,125.619047619048
107.9,6.05,0,124.45
54.2105263157895,5,0,118
42.8947368421053,5,0,120.736842105263
