"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","random_spots_40_100_Composite.tif",0,0,1,0.1654,0.1609,0.0379,0.2249,0.1015,0.1015
"3","random_spots_40_100_Composite.tif",0,1,0,0.1738,0.1763,0.0617,0.2191,0.1015,0.1015
"21","random_spots_40_10_Composite.tif",0,0,1,0.1033,0.1021,0.025,0.168,0.0984,0.0984
"31","random_spots_40_10_Composite.tif",0,1,0,0.1504,0.1444,0.0526,0.2134,0.0984,0.0984
"22","random_spots_40_11_Composite.tif",0,0,1,0.1785,0.1759,0.1058,0.2353,0.124,0.124
"32","random_spots_40_11_Composite.tif",0,1,0,0.1877,0.1849,0.0632,0.2349,0.124,0.124
"23","random_spots_40_12_Composite.tif",0,0,1,0.1786,0.179,0.0821,0.2443,0.1319,0.1319
"33","random_spots_40_12_Composite.tif",0,1,0,0.1862,0.1826,0.1052,0.2297,0.1319,0.1319
"24","random_spots_40_13_Composite.tif",0,0,1,0.1368,0.1383,0.0246,0.2598,0.1012,0.1012
"34","random_spots_40_13_Composite.tif",0,1,0,0.1636,0.1609,0.0777,0.2412,0.1012,0.1012
"25","random_spots_40_14_Composite.tif",0,0,1,0.1677,0.166,0.0941,0.2275,0.1063,0.1063
"35","random_spots_40_14_Composite.tif",0,1,0,0.1639,0.1594,0.0987,0.2621,0.1063,0.1063
"26","random_spots_40_15_Composite.tif",0,0,1,0.179,0.1821,0.0722,0.2393,0.1167,0.1167
"36","random_spots_40_15_Composite.tif",0,1,0,0.1779,0.1781,0.0779,0.284,0.1167,0.1167
"27","random_spots_40_16_Composite.tif",0,0,1,0.1818,0.1784,0.1066,0.2464,0.1018,0.1018
"37","random_spots_40_16_Composite.tif",0,1,0,0.1765,0.1761,0.0602,0.245,0.1018,0.1018
"28","random_spots_40_17_Composite.tif",0,0,1,0.1878,0.1841,0.0843,0.2282,0.1204,0.1204
"38","random_spots_40_17_Composite.tif",0,1,0,0.1895,0.1903,0.1176,0.2378,0.1204,0.1204
"29","random_spots_40_18_Composite.tif",0,0,1,0.1642,0.1647,0.0389,0.2678,0.1024,0.1024
"39","random_spots_40_18_Composite.tif",0,1,0,0.1569,0.1571,0.0963,0.2508,0.1024,0.1024
"210","random_spots_40_19_Composite.tif",0,0,1,0.1488,0.1461,0.0602,0.2555,0.1034,0.1034
"310","random_spots_40_19_Composite.tif",0,1,0,0.1651,0.1664,0.1111,0.2613,0.1034,0.1034
"211","random_spots_40_1_Composite.tif",0,0,1,0.1562,0.1488,0.0512,0.2723,0.1153,0.1153
"311","random_spots_40_1_Composite.tif",0,1,0,0.1585,0.1558,0.0337,0.2318,0.1153,0.1153
"212","random_spots_40_20_Composite.tif",0,0,1,0.1861,0.1852,0.0694,0.2392,0.1251,0.1251
"312","random_spots_40_20_Composite.tif",0,1,0,0.1939,0.1944,0.0875,0.2735,0.1251,0.1251
"213","random_spots_40_21_Composite.tif",0,0,1,0.1744,0.1678,0.0864,0.2185,0.1141,0.1141
"313","random_spots_40_21_Composite.tif",0,1,0,0.1668,0.1629,0.0897,0.2026,0.1141,0.1141
"214","random_spots_40_22_Composite.tif",0,0,1,0.129,0.1295,0.0273,0.1955,0.1128,0.1128
"314","random_spots_40_22_Composite.tif",0,1,0,0.1792,0.1745,0.0444,0.2243,0.1128,0.1128
"215","random_spots_40_23_Composite.tif",0,0,1,0.18,0.1811,0.0684,0.2527,0.1213,0.1213
"315","random_spots_40_23_Composite.tif",0,1,0,0.1707,0.167,0.0963,0.2677,0.1213,0.1213
"216","random_spots_40_24_Composite.tif",0,0,1,0.144,0.1444,0.0533,0.1974,0.1242,0.1242
"316","random_spots_40_24_Composite.tif",0,1,0,0.1634,0.1651,0.0957,0.2188,0.1242,0.1242
"217","random_spots_40_25_Composite.tif",0,0,1,0.1856,0.1813,0.1058,0.2954,0.127,0.127
"317","random_spots_40_25_Composite.tif",0,1,0,0.1767,0.1771,0.075,0.2692,0.127,0.127
"218","random_spots_40_26_Composite.tif",0,0,1,0.1545,0.1566,0.0375,0.2356,0.0922,0.0922
"318","random_spots_40_26_Composite.tif",0,1,0,0.1682,0.1655,0.0864,0.2369,0.0922,0.0922
"219","random_spots_40_27_Composite.tif",0,0,1,0.1568,0.1584,0.0465,0.2832,0.092,0.092
"319","random_spots_40_27_Composite.tif",0,1,0,0.1696,0.1699,0.0681,0.2374,0.092,0.092
"220","random_spots_40_28_Composite.tif",0,0,1,0.164,0.166,0.1058,0.2295,0.1049,0.1049
"320","random_spots_40_28_Composite.tif",0,1,0,0.1617,0.161,0.0722,0.2147,0.1049,0.1049
"221","random_spots_40_29_Composite.tif",0,0,1,0.1881,0.1854,0.0722,0.2654,0.1272,0.1272
"321","random_spots_40_29_Composite.tif",0,1,0,0.1932,0.1926,0.0963,0.2485,0.1272,0.1272
"222","random_spots_40_2_Composite.tif",0,0,1,0.1562,0.1594,0.0645,0.2667,0.0778,0.0778
"322","random_spots_40_2_Composite.tif",0,1,0,0.1171,0.1175,0.027,0.1922,0.0778,0.0778
"223","random_spots_40_30_Composite.tif",0,0,1,0.1419,0.1446,0.0512,0.2269,0.1104,0.1104
"323","random_spots_40_30_Composite.tif",0,1,0,0.1704,0.1688,0.1139,0.2328,0.1104,0.1104
"224","random_spots_40_31_Composite.tif",0,0,1,0.197,0.2006,0.1012,0.2488,0.1154,0.1154
"324","random_spots_40_31_Composite.tif",0,1,0,0.2095,0.2104,0.1358,0.2325,0.1154,0.1154
"225","random_spots_40_32_Composite.tif",0,0,1,0.2039,0.199,0.1084,0.219,0.1265,0.1265
"325","random_spots_40_32_Composite.tif",0,1,0,0.1987,0.1977,0.1038,0.2259,0.1265,0.1265
"226","random_spots_40_33_Composite.tif",0,0,1,0.1563,0.1358,0.0674,0.2371,0.1134,0.1134
"326","random_spots_40_33_Composite.tif",0,1,0,0.0968,0.0958,0.0126,0.1882,0.1134,0.1134
"227","random_spots_40_34_Composite.tif",0,0,1,0.1914,0.1902,0.0886,0.2653,0.1324,0.1324
"327","random_spots_40_34_Composite.tif",0,1,0,0.1826,0.1849,0.0789,0.2437,0.1324,0.1324
"228","random_spots_40_35_Composite.tif",0,0,1,0.0999,0.0989,0.0348,0.1945,0.1062,0.1062
"328","random_spots_40_35_Composite.tif",0,1,0,0.1416,0.1318,0.0652,0.2557,0.1062,0.1062
