"x","y","z","intensity"
103,125,0,83
33.3,125.8,0,144
113.25,123.875,0,95.375
32.8695652173913,117.086956521739,0,125.217391304348
100.727272727273,116.5,0,133.454545454545
108.5,113.833333333333,0,109.222222222222
94.6,109.8,0,97.2
99.6,106.933333333333,0,128.866666666667
105.333333333333,104.333333333333,0,96.6666666666667
31.4,104.7,0,108.4
91.5,100.5,0,95.75
28.5,99,0,123.666666666667
87.6,92.8,0,90
96.4827586206897,94.9655172413793,0,127.48275862069
89.375,87.25,0,123.375
25.6296296296296,90,0,117.074074074074
83.5,84.5,0,90.25
20,82.5,0,95.5
26.5333333333333,83.8,0,114.666666666667
85.5,80.5,0,120.25
23,78,0,94
82.2666666666667,77.0666666666667,0,127.133333333333
88.75,71.1666666666667,0,93.0833333333333
19.25,70.9285714285714,0,126.571428571429
76.4444444444444,66.1111111111111,0,94.1111111111111
18.76,61.12,0,117.8
72.25,58.5,0,97.375
83.4736842105263,59.7894736842105,0,110.684210526316
16.3846153846154,53.6153846153846,0,119.692307692308
65,49.5,0,110.5
92,48,0,89
12.2857142857143,49,0,107.428571428571
34.25,47.75,0,102.25
98.5,47.2,0,103
45.0909090909091,47.1818181818182,0,104.272727272727
112,44,0,108
105.5,44.5,0,98.25
71.3,45.3,0,119.4
57.2916666666667,45.6666666666667,0,155.291666666667
94.4444444444444,42.8888888888889,0,118.555555555556
80.3666666666667,45.0333333333333,0,146.4
64.2,42,0,123.6
113.583333333333,41.1666666666667,0,107
36,40.5,0,120.5
44.5,40,0,123.2
18.9,42.1,0,112.7
10.8,39.6,0,105
29.5555555555556,43.2592592592593,0,129.925925925926
71.5,37.5,0,117.75
14.6,38.2,0,125.8
106.8,36.4,0,111.8
92.5,36.8,0,114.9
120.909090909091,35.3636363636364,0,123.636363636364
87.1666666666667,34.8333333333333,0,106.166666666667
113,33,0,91
64.7692307692308,34.6153846153846,0,122.769230769231
126,32,0,125
78.5294117647059,34.1176470588235,0,129.705882352941
53.3888888888889,34.2222222222222,0,102.222222222222
87.4,30.8,0,84.6
38.32,34.4,0,130.32
32.5,31,0,107.666666666667
101.380952380952,30.8095238095238,0,113.52380952381
11,29.5,0,111.5
25.5,29.6666666666667,0,118.583333333333
18.4285714285714,29.5,0,118.428571428571
110.5,26.5,0,85.5
5.85714285714286,28.0714285714286,0,127.571428571429
122,24.7142857142857,0,98
3,23.2857142857143,0,114.714285714286
