"x","y","z","intensity"
57,116.5,0,123.5
52.5238095238095,117.333333333333,0,140.47619047619
79.3783783783784,114.432432432432,0,172.675675675676
80,107.5,0,147
39.2,96.6,0,140.6
43.8,92.6,0,140
65.5,82,0,109.5
60,82,0,111
34.3636363636364,71.9090909090909,0,161.545454545455
28.6,72.2,0,162.6
119.571428571429,62.2857142857143,0,170
113.583333333333,63.3333333333333,0,189.083333333333
112.5,58,0,193.5
116.782608695652,56.5217391304348,0,187.826086956522
47.6666666666667,37.3333333333333,0,210.666666666667
80,33,0,161
41.7291666666667,35.4791666666667,0,218.145833333333
85.5,31,0,163.5
37.5,30,0,182
7,28,0,124
87.5,27.5,0,151.25
88,25,0,127
8,24,0,152.666666666667
13.1842105263158,26.2894736842105,0,174.552631578947
38,10,0,131
