x,y
28.0,199.0
27.0,180.0
199.0,171.0
182.0,168.66666666666666
2.5,168.5
188.2,167.4
175.0,167.2
171.25,166.25
195.72727272727272,166.63636363636363
181.33333333333334,165.66666666666666
179.0,165.0
174.33333333333334,164.33333333333334
166.71428571428572,164.0
178.0,162.0
170.0,162.0
162.0,162.0
188.3,163.1
173.25,161.25
143.45454545454547,162.54545454545453
136.6,162.2
161.0,160.0
155.69230769230768,162.53846153846155
145.0,158.0
134.6,159.0
185.9,158.9
136.0,157.0
153.0,157.0
138.0,156.0
167.8,154.6
139.5,152.5
0.0,152.0
189.0,151.0
165.0,151.0
196.25,151.25
184.83333333333334,152.0
181.0,151.14285714285714
163.0,150.0
192.22222222222223,151.88888888888889
174.7,150.1
182.0,148.0
125.7,149.6
175.33333333333334,147.33333333333334
164.0,147.5
160.5,147.5
155.5,147.25
151.0,147.0
146.0,146.0
139.25,146.5
150.0,144.5
147.5,144.0
134.2,145.0
121.0,144.5
117.0,144.0
137.0,143.0
116.5,142.0
144.0,141.66666666666666
119.0,140.0
126.5,139.0
112.5,140.0
129.0,139.5
137.54545454545453,139.0909090909091
129.0,135.0
108.33333333333333,135.11111111111111
126.0,131.6
107.0,128.0
120.0,126.0
106.0,126.0
101.57142857142857,127.57142857142857
118.0,125.0
115.0,124.0
119.5,123.5
96.0,125.0
112.5,121.0
96.0,120.0
88.16666666666667,119.5
110.25,117.25
87.0,117.0
80.4,115.3
104.42857142857143,113.28571428571429
99.0,109.33333333333333
80.0,109.5
95.0,106.0
71.85714285714286,107.57142857142857
68.0,107.0
65.0,106.0
93.25,102.875
71.0,103.0
62.125,102.5
85.55555555555556,102.11111111111111
67.0,100.0
74.5,95.0
63.6,96.7
82.44444444444444,94.44444444444444
62.5,91.25
53.833333333333336,93.16666666666667
65.0,90.0
80.21428571428571,90.28571428571429
51.75,88.625
61.4,88.0
47.5,86.25
153.88888888888889,86.44444444444444
67.75,85.75
73.0,82.16666666666667
45.0,81.33333333333333
74.5,79.0
72.0,79.0
66.33333333333333,78.66666666666667
44.333333333333336,78.66666666666667
57.0,75.28571428571429
43.0,75.0
41.0,78.0
70.83333333333333,75.0
65.42857142857143,73.0
63.0,72.0
41.5,66.0
41.333333333333336,68.66666666666667
33.25,66.33333333333333
58.125,63.375
53.666666666666664,59.333333333333336
51.0,59.0
44.0,59.0
31.0,59.0
49.0,58.0
28.75,59.5
27.5,56.5
47.5,54.0
26.0,53.0
23.5,51.5
46.0,49.5
43.0,48.0
22.75,48.25
40.0,45.0
37.5,42.0
34.5,40.5
21.333333333333332,41.166666666666664
31.0,36.0
19.0,35.0
15.5,35.75
13.5,32.0
29.833333333333332,31.0
13.0,30.0
59.0,28.0
57.0,28.0
11.333333333333334,27.666666666666668
8.5,24.25
55.875,24.625
25.0,23.0
6.5,21.5
23.428571428571427,19.571428571428573
4.5,19.0
20.0,15.0
4.75,14.5
19.0,11.142857142857142
9.0,10.0
7.0,10.0
4.2,10.0
9.5,6.0
13.909090909090908,6.454545454545454
