x,y
134.0,197.66666666666666
120.75,198.25
105.0,197.0
103.33333333333333,198.0
175.75,197.5
153.66666666666666,197.0
128.0,196.0
101.0,196.0
123.5,195.5
152.5,194.0
171.0,193.0
156.0,191.0
118.57142857142857,192.42857142857142
168.33333333333334,191.0
153.0,191.0
65.6,189.6
133.77777777777777,190.44444444444446
67.66666666666667,187.33333333333334
162.33333333333334,187.33333333333334
162.0,185.0
156.0,185.4
119.0,184.0
133.8,184.2
130.875,185.625
122.07692307692308,185.23076923076923
133.5,180.5
131.0,180.5
133.0,174.5
126.75,171.5
122.72727272727273,173.63636363636363
126.0,167.0
120.0,165.4
132.26666666666668,162.93333333333334
121.66666666666667,160.33333333333334
128.0,155.5
125.0,152.0
122.0,152.0
119.57142857142857,153.28571428571428
130.7,149.15
120.0,147.25
118.0,140.5
130.1818181818182,138.72727272727272
123.53846153846153,139.3846153846154
116.16666666666667,134.5
123.0,132.5
114.33333333333333,132.33333333333334
118.0,129.5
116.0,129.5
166.25,128.75
164.0,127.5
117.0,125.5
120.66666666666667,125.0
129.31578947368422,125.84210526315789
170.0,121.0
168.0,120.0
170.0,119.0
118.375,121.125
81.0,117.0
79.0,117.0
115.0,115.5
82.0,115.0
199.0,114.0
120.57142857142857,115.42857142857143
117.0,114.0
113.0,114.5
80.0,114.0
123.66666666666667,112.33333333333333
113.0,112.0
117.0,111.5
198.75,111.0
170.2,107.8
108.57142857142857,108.42857142857143
198.0,107.0
199.0,104.0
113.0,104.83333333333333
198.5,102.0
118.0,102.0
124.125,101.5
112.0,101.0
195.5,97.5
197.0,96.0
122.66666666666667,96.33333333333333
110.66666666666667,97.0
193.2,94.2
167.0,92.0
187.0,90.5
176.2,90.8
169.5,90.5
165.5,90.0
122.0,91.5
109.0,90.0
112.5,89.0
120.66666666666667,87.33333333333333
109.83333333333333,86.83333333333333
190.0,83.0
174.0,83.66666666666667
121.5,83.0
113.0,83.5
172.0,82.0
189.0,81.0
121.75,80.25
167.8,78.8
120.0,77.0
184.0,76.0
112.0,76.0
109.2,77.0
182.0,75.0
115.0,75.0
119.0,74.66666666666667
108.0,74.0
181.0,73.0
177.0,72.0
167.375,73.875
188.0,70.0
114.0,69.28571428571429
115.0,66.0
111.0,66.0
185.0,64.0
115.5,64.0
187.0,63.0
171.0,62.0
164.0,62.875
117.0,61.0
172.5,59.0
114.66666666666667,59.666666666666664
24.833333333333332,59.5
191.0,58.0
168.66666666666666,59.0
172.0,57.0
104.89473684210526,60.78947368421053
196.0,57.8
190.0,56.0
187.0,56.25
173.0,55.0
109.28571428571429,54.857142857142854
194.0,53.333333333333336
188.0,53.6
166.5,52.75
118.25,53.0
105.0,50.6
194.0,48.0
172.33333333333334,49.333333333333336
107.0,48.0
117.0,46.333333333333336
197.0,45.0
160.0,45.5
109.0,45.0
170.66666666666666,44.666666666666664
165.5,45.0
118.0,44.0
189.55555555555554,45.333333333333336
109.5,43.0
189.5,41.0
116.5,41.0
197.0,39.0
194.5,39.0
191.66666666666666,39.333333333333336
114.0,39.0
170.0,36.0
103.33333333333333,36.666666666666664
166.5,36.25
164.0,33.0
155.0,34.0
118.33333333333333,31.666666666666668
102.8,32.4
106.0,30.0
164.4,30.2
159.0,29.0
118.0,28.5
159.0,27.0
155.6,26.2
149.0,27.714285714285715
109.5,25.5
117.0,24.5
111.0,23.0
148.85714285714286,22.714285714285715
115.33333333333333,21.666666666666668
153.0,20.0
157.25,19.75
146.5,19.0
155.66666666666666,17.0
148.0,16.0
142.83333333333334,17.166666666666668
118.0,15.0
139.0,14.0
120.0,14.5
115.5,14.0
113.0,13.0
106.85714285714286,16.38095238095238
141.0,11.0
122.0,12.0
110.0,10.0
142.0,8.5
135.36363636363637,11.636363636363637
150.6,7.8
139.0,5.0
126.5,6.5
109.66666666666667,5.333333333333333
111.0,2.5
142.0,0.0
