x,y
184.0,196.0
7.5,197.75
186.66666666666666,195.66666666666666
197.25,194.5
179.0,194.0
180.33333333333334,191.5
182.0,189.0
192.42857142857142,188.57142857142858
184.0,187.25
198.0,188.375
192.0,185.0
180.5,181.5
186.75,181.25
166.0,181.5
171.92857142857142,182.21428571428572
173.5,176.5
79.8125,177.6875
189.66666666666666,175.66666666666666
161.0,174.75
170.5,176.08333333333334
154.5,171.0
164.0,169.0
175.625,165.625
162.875,163.625
163.0,161.0
150.0,158.0
190.22222222222223,158.55555555555554
155.2,157.53333333333333
145.58333333333334,157.25
137.55555555555554,158.22222222222223
135.33333333333334,155.16666666666666
141.0,151.0
139.5,149.0
143.0,148.66666666666666
48.0,148.0
129.14285714285714,146.85714285714286
46.0,147.28571428571428
55.666666666666664,147.14285714285714
137.22222222222223,143.66666666666666
116.0,134.83333333333334
120.33333333333333,133.11111111111111
110.66666666666667,131.83333333333334
109.0,125.33333333333333
120.89285714285714,124.82142857142857
113.0,119.0
94.42857142857143,120.14285714285714
101.81818181818181,116.45454545454545
88.33333333333333,114.66666666666667
96.75,110.0
106.0,108.16666666666667
102.0,107.25
110.0,106.0
93.0,103.0
102.0,101.8
93.8,101.2
81.38461538461539,104.53846153846153
73.0,100.0
87.2,101.66666666666667
70.0,99.42857142857143
99.6,97.2
74.5,96.0
6.611111111111111,97.38888888888889
165.33333333333334,93.66666666666667
96.0,91.0
94.0,91.0
92.0,90.0
70.0,90.0
69.0,88.33333333333333
78.0,87.0
82.56,87.92
68.0,82.0
60.57142857142857,82.57142857142857
136.75,81.5
100.5,80.5
88.0,80.0
86.2,80.8
69.52941176470588,79.76470588235294
80.18181818181819,78.27272727272727
74.0,74.0
54.5,73.0
42.0,74.0
74.0,72.0
152.28571428571428,71.28571428571429
38.5,71.0
124.18181818181819,69.45454545454545
64.5,68.0
47.5,66.25
44.0,65.0
38.77777777777778,67.22222222222223
47.5,63.0
59.0,59.0
141.8181818181818,57.63636363636363
62.4375,57.75
146.25,51.5
59.25,50.25
35.0,49.5
32.0,49.0
146.0,48.666666666666664
58.0,48.0
42.0,48.0
52.5,47.5
46.0,48.285714285714285
29.363636363636363,51.0
49.5,47.25
99.77777777777777,45.666666666666664
70.75,45.0
38.04761904761905,41.333333333333336
29.285714285714285,40.285714285714285
42.0,38.0
187.0,36.0
185.0,36.5
22.333333333333332,35.22222222222222
1.0,29.0
37.5,28.25
27.0,27.0
15.0,29.545454545454547
39.0,26.0
36.0,26.0
19.0,26.0
7.0,27.2
4.0,25.0
5.0,23.333333333333332
23.74074074074074,21.40740740740741
62.5,16.75
1.5454545454545454,15.636363636363637
156.66666666666666,14.0
11.133333333333333,15.066666666666666
0.5,12.0
67.33333333333333,12.5
5.333333333333333,10.333333333333334
1.4285714285714286,7.714285714285714
