x,y
131.0,199.0
126.0,193.0
109.0,193.5
106.0,193.0
102.66666666666667,193.33333333333334
122.0,192.5
126.0,191.0
124.0,191.0
95.33333333333333,189.0
92.5,188.5
191.5,185.5
191.0,183.0
98.0,181.0
24.0,180.0
22.0,180.5
15.0,180.0
183.0,179.0
98.0,179.0
180.33333333333334,179.0
28.0,178.0
12.0,177.0
29.0,176.0
90.33333333333333,175.66666666666666
29.0,174.0
87.0,172.0
28.0,172.0
188.0,171.6
8.5,170.5
86.5,169.5
185.0,168.33333333333334
90.66666666666667,168.83333333333334
10.0,168.0
179.0,167.0
155.0,167.0
175.75,167.125
28.0,165.0
99.33333333333333,164.33333333333334
28.0,163.0
7.5,162.5
149.57142857142858,162.85714285714286
10.0,161.0
6.0,160.5
29.0,159.0
15.0,159.0
29.0,156.0
4.666666666666667,155.0
151.125,154.625
134.5,151.0
29.0,151.5
135.5,149.0
139.5,147.5
137.0,147.0
56.0,147.0
58.0,146.0
2.0,146.0
140.0,145.0
134.0,144.75
59.0,143.0
30.0,143.0
137.0,142.0
29.0,141.0
129.0,140.0
117.5,139.0
115.11111111111111,141.0
128.0,136.5
126.0,136.0
117.66666666666667,136.66666666666666
45.0,136.0
117.5,134.0
115.0,134.0
107.0,134.0
6.5,134.5
6.0,131.0
62.0,128.0
5.666666666666667,128.66666666666666
100.4,127.4
52.0,125.0
198.66666666666666,125.0
102.66666666666667,124.33333333333333
91.0,124.0
54.0,124.5
98.75,124.5
27.0,123.0
53.0,122.0
4.833333333333333,123.33333333333333
29.0,121.0
106.5,120.0
89.0,121.0
193.0,118.0
108.0,118.0
106.0,118.0
193.5,116.0
7.0,116.0
30.0,114.0
199.0,113.0
194.0,112.0
192.0,112.0
5.0,112.0
188.0,107.5
29.0,107.0
4.0,106.0
2.0,106.0
198.0,104.5
182.66666666666666,105.0
28.5,104.5
2.0,104.0
86.0,103.8
15.0,102.5
183.0,101.5
178.0,101.0
59.0,101.0
3.5,101.0
57.0,100.0
192.66666666666666,99.33333333333333
187.0,99.0
177.0,98.66666666666667
88.0,98.0
79.8,99.5
67.66666666666667,100.33333333333333
59.0,98.0
174.0,97.0
54.75,98.0
78.5,96.5
62.0,95.0
7.5,95.0
194.0,94.0
48.5,94.0
197.0,93.5
171.0,93.0
58.75,93.75
28.75,93.25
26.0,91.0
196.33333333333334,90.0
154.0,89.33333333333333
193.5,88.0
49.4,89.6
2.3333333333333335,88.66666666666667
46.0,87.0
36.333333333333336,87.0
34.0,86.0
16.0,85.5
187.6,84.6
30.0,83.0
189.0,82.0
165.0,82.66666666666667
161.8,83.4
28.0,83.0
191.66666666666666,81.66666666666667
144.0,81.0
45.125,82.875
31.0,81.0
176.5,79.0
24.0,79.0
9.0,79.5
7.0,79.5
163.0,77.0
45.3,78.3
24.0,77.0
16.833333333333332,78.66666666666667
22.0,76.0
153.0,75.0
155.0,74.0
161.33333333333334,74.0
139.0,74.5
18.0,73.0
180.66666666666666,73.0
179.0,72.0
31.0,72.0
146.25,71.75
135.0,71.0
3.0,71.0
6.75,71.5
27.0,68.0
172.0,67.0
31.2,68.4
25.142857142857142,69.57142857142857
4.0,67.0
168.75,66.75
153.25,67.25
138.0,66.0
162.0,63.0
14.2,64.2
150.0,61.0
6.0,61.0
159.0,60.0
148.4,62.0
156.0,59.0
158.5,58.0
139.0,59.0
6.0,58.0
22.22222222222222,58.44444444444444
11.5,54.0
156.5,53.0
126.0,53.0
0.0,51.0
136.0,50.0
155.0,48.0
136.0,47.0
8.4,48.0
133.0,47.0
153.0,45.0
10.5,44.5
125.5,43.5
117.5,43.0
126.0,41.0
148.0,40.0
118.5,40.5
146.0,39.0
144.0,39.0
139.75,37.75
133.0,37.666666666666664
135.0,35.0
114.0,30.0
109.14285714285714,30.714285714285715
104.85714285714286,31.857142857142858
133.0,29.5
131.0,28.0
129.0,28.0
114.0,28.0
110.0,21.0
106.33333333333333,21.666666666666668
121.0,20.0
118.5,20.0
94.25,20.75
108.0,19.0
112.0,18.5
110.0,17.0
94.75,17.75
116.5,16.0
100.5,15.0
103.0,12.5
101.0,12.5
83.0,12.333333333333334
79.0,9.0
111.0,5.0
109.5,3.5
106.0,3.0
