x,y
107.5,191.0
74.0,190.0
128.0,187.0
91.0,183.0
67.0,182.0
59.0,181.0
45.0,180.5
164.0,176.0
176.0,175.0
174.0,175.0
118.0,174.0
33.5,174.5
97.0,172.0
13.0,171.0
183.66666666666666,170.66666666666666
11.0,169.0
55.0,168.0
77.0,167.0
68.0,167.0
57.0,166.0
162.0,165.0
91.0,165.0
93.0,164.5
91.0,163.0
72.0,163.0
124.0,162.0
83.0,162.0
81.0,162.0
72.0,161.0
18.0,161.0
81.0,160.0
12.666666666666666,160.66666666666666
83.0,159.0
169.0,154.0
167.0,154.5
77.0,153.0
153.5,152.0
49.0,151.0
24.0,150.5
182.0,148.0
112.0,145.5
121.0,143.0
193.0,139.0
167.0,138.0
167.0,136.0
182.0,134.0
175.0,133.0
32.0,123.0
61.0,121.0
63.5,118.5
61.0,114.0
34.0,113.0
73.0,110.5
92.0,109.0
94.0,107.5
55.0,105.0
197.0,101.5
102.0,100.0
100.0,100.0
179.0,99.0
123.0,99.5
182.0,98.0
188.5,96.0
144.0,93.0
112.0,93.0
123.5,91.5
95.0,91.0
158.66666666666666,91.0
174.0,88.0
109.0,82.0
160.0,77.0
8.0,74.0
70.5,73.0
42.0,73.0
9.0,72.0
43.0,71.0
40.0,71.5
70.0,70.0
15.0,70.0
72.0,69.0
90.5,68.0
4.0,68.0
117.0,66.0
137.0,64.0
134.5,64.5
11.0,64.0
20.0,63.333333333333336
137.5,62.0
88.0,60.0
26.0,57.0
5.0,57.0
125.33333333333333,55.333333333333336
147.0,54.0
107.5,54.75
51.0,53.0
45.0,50.0
44.0,48.0
131.5,47.5
59.5,47.5
33.75,44.75
87.5,43.5
74.0,43.0
24.0,34.0
81.0,32.0
22.333333333333332,32.333333333333336
112.0,25.0
114.33333333333333,24.666666666666668
90.5,23.0
153.0,18.0
111.0,13.0
101.0,13.0
98.5,12.5
110.0,11.0
100.0,11.0
155.5,5.5
139.0,5.0
157.0,4.0
115.5,4.0
162.5,1.0
91.0,0.0
