x,y
190.0,199.0
152.33333333333334,197.33333333333334
187.0,196.0
80.0,195.0
184.75,195.0
153.0,194.6
147.5,194.0
78.0,195.5
184.5,190.5
131.0,190.33333333333334
4.7272727272727275,191.63636363636363
138.0,190.0
140.0,187.6
128.57142857142858,188.14285714285714
118.5,187.0
143.0,186.5
163.5,183.5
170.0,182.0
173.5,181.5
165.0,181.0
163.0,181.0
131.0,178.5
128.75,179.0
119.0,177.0
176.5,175.5
173.66666666666666,176.0
120.5,175.0
112.0,176.0
118.0,173.0
126.57142857142857,170.71428571428572
123.0,169.0
97.5,167.5
171.0,166.5
152.25,165.375
99.5,161.5
165.6,160.6
102.0,159.5
97.66666666666667,160.0
88.0,159.0
86.2,159.8
166.33333333333334,157.66666666666666
164.0,157.5
100.0,157.0
155.625,155.625
83.0,154.0
81.0,155.4
81.0,153.0
153.5,148.75
158.0,147.33333333333334
152.0,142.0
158.5,141.5
67.83333333333333,142.66666666666666
65.0,141.5
152.0,140.0
84.0,139.0
85.5,137.5
81.6,136.8
73.0,136.0
146.0,134.66666666666666
146.5,132.0
143.0,132.75
134.0,131.0
136.0,129.0
60.07692307692308,130.23076923076923
138.5,128.0
133.5,128.5
64.0,127.0
43.0,125.0
40.75,125.0
51.0,123.0
73.81818181818181,122.0
53.42857142857143,121.71428571428571
115.0,119.0
53.333333333333336,118.33333333333333
127.1,119.2
115.0,116.0
31.0,115.0
125.0,114.0
48.5,114.75
49.5,113.0
44.666666666666664,114.0
21.0,113.0
32.0,112.0
28.0,112.0
37.5,111.25
38.0,109.0
21.333333333333332,110.0
118.5,108.0
111.75,107.25
11.25,105.25
8.333333333333334,105.0
97.0,103.0
30.5,101.5
25.0,101.0
14.666666666666666,102.0
118.0,99.0
85.0,98.0
30.666666666666668,98.33333333333333
26.0,98.0
3.0,98.0
23.0,97.0
20.0,97.0
9.0,97.0
87.0,96.0
3.0,96.0
108.5,95.5
22.0,95.0
20.0,95.0
7.666666666666667,95.0
5.0,95.0
19.0,91.0
15.0,91.0
108.5,91.5
17.0,89.0
196.125,88.375
144.5,87.0
141.0,87.0
147.5,85.5
139.0,85.0
9.5,85.5
102.0,84.0
8.0,84.0
130.5,83.5
146.5,82.5
124.5,82.5
104.0,82.0
73.0,82.0
71.0,82.0
138.0,81.0
114.0,81.0
98.0,81.5
93.0,81.0
15.0,81.4
117.0,81.0
101.0,79.0
6.571428571428571,80.28571428571429
130.0,78.0
45.8,78.6
63.333333333333336,78.0
51.5,77.0
43.0,76.0
138.0,75.5
153.0,74.0
127.0,74.0
63.5,74.5
154.0,72.0
94.25,73.0
75.66666666666667,72.33333333333333
97.0,71.0
53.5,71.0
199.0,70.0
124.5,70.0
136.0,69.66666666666667
94.0,69.33333333333333
37.5,67.0
124.0,67.0
112.0,66.0
110.0,66.5
104.0,66.0
68.0,66.5
35.0,66.0
108.0,65.0
102.0,65.0
47.0,65.0
145.0,64.66666666666667
104.0,64.0
91.83333333333333,65.0
35.5,64.0
38.0,63.0
110.5,61.5
107.0,58.5
85.6,59.0
91.5,57.0
49.25,57.75
66.5,57.5
145.0,55.0
134.0,55.0
64.0,54.0
95.0,52.5
66.0,52.0
64.0,52.0
30.571428571428573,52.0
119.57142857142857,50.714285714285715
106.0,50.0
79.5,50.25
65.0,50.0
137.0,48.0
120.0,48.0
96.0,48.0
112.0,47.0
140.11111111111111,48.22222222222222
94.0,46.0
120.0,45.0
83.0,42.5
104.0,41.0
113.0,40.0
96.0,40.0
86.5,40.75
119.0,40.714285714285715
107.0,39.0
103.0,39.0
94.0,39.0
77.5,39.5
195.0,38.0
71.57142857142857,39.42857142857143
115.5,37.5
105.0,37.0
98.0,37.0
95.0,37.0
78.66666666666667,37.0
69.0,36.0
66.5,35.5
69.0,34.0
67.0,33.0
91.5,31.0
98.6,31.4
94.0,29.0
64.0,28.0
93.0,26.0
79.5,26.5
69.0,26.5
91.0,23.0
69.0,19.0
72.5,18.5
47.0,18.0
86.0,17.5
84.0,17.0
79.0,17.0
58.0,16.5
49.75,17.0
64.0,15.0
80.0,14.0
73.5,12.5
60.0,11.0
49.5,6.5
57.5,4.0
46.5,3.5
58.0,2.0
