"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_80_1_Composite.tif",0,0,1,0.8637,0.8637,1,0.3904,0.8063,0.8063
"3","structure_1_80_1_Composite.tif",0,1,0,0.8814,0.8817,1,0.3166,0.8063,0.8063
"21","structure_1_80_2_Composite.tif",0,0,1,0.8927,0.8918,1,0.3444,0.8015,0.8015
"31","structure_1_80_2_Composite.tif",0,1,0,0.823,0.8233,1,0.3374,0.8015,0.8015
"22","structure_1_80_3_Composite.tif",0,0,1,0.8758,0.8758,1,0.354,0.8154,0.8154
"32","structure_1_80_3_Composite.tif",0,1,0,0.8622,0.862,0.5,0.2587,0.8154,0.8154
"23","structure_1_80_4_Composite.tif",0,0,1,0.9086,0.9085,1,0.3304,0.8172,0.8172
"33","structure_1_80_4_Composite.tif",0,1,0,0.8108,0.8108,1,0.3183,0.8172,0.8172
"24","structure_1_80_5_Composite.tif",0,0,1,0.8572,0.8569,0.5,0.2712,0.7833,0.7833
"34","structure_1_80_5_Composite.tif",0,1,0,0.8612,0.8611,0.6666,0.3045,0.7833,0.7833
"25","structure_2_80_1_Composite.tif",0,0,1,0.8893,0.8887,0.6666,0.2792,0.8655,0.8655
"35","structure_2_80_1_Composite.tif",0,1,0,0.9035,0.9035,1,0.3762,0.8655,0.8655
"26","structure_2_80_2_Composite.tif",0,0,1,0.8841,0.8842,1,0.3666,0.8573,0.8573
"36","structure_2_80_2_Composite.tif",0,1,0,0.853,0.8523,0.6666,0.2562,0.8573,0.8573
"27","structure_2_80_3_Composite.tif",0,0,1,0.8858,0.8857,1,0.3325,0.8628,0.8628
"37","structure_2_80_3_Composite.tif",0,1,0,0.8875,0.8875,1,0.3254,0.8628,0.8628
"28","structure_2_80_4_Composite.tif",0,0,1,0.8993,0.8976,0.6666,0.3122,0.8684,0.8684
"38","structure_2_80_4_Composite.tif",0,1,0,0.8556,0.8556,1,0.3599,0.8684,0.8684
"29","structure_2_80_5_Composite.tif",0,0,1,0.9288,0.9274,0.6666,0.2614,0.8705,0.8705
"39","structure_2_80_5_Composite.tif",0,1,0,0.8723,0.8713,0.6666,0.2951,0.8705,0.8705
"210","structure_3_80_1_Composite.tif",0,0,1,0.9155,0.9155,1,0.3328,0.7851,0.7851
"310","structure_3_80_1_Composite.tif",0,1,0,0.7943,0.7943,1,0.3312,0.7851,0.7851
"211","structure_3_80_2_Composite.tif",0,0,1,0.875,0.8747,0.75,0.3172,0.7807,0.7807
"311","structure_3_80_2_Composite.tif",0,1,0,0.8568,0.8569,1,0.3523,0.7807,0.7807
"212","structure_3_80_3_Composite.tif",0,0,1,0.8958,0.8958,1,0.3217,0.7721,0.7721
"312","structure_3_80_3_Composite.tif",0,1,0,0.8435,0.8434,0.5,0.2247,0.7721,0.7721
"213","structure_3_80_4_Composite.tif",0,0,1,0.8822,0.8819,0.5,0.2044,0.7773,0.7773
"313","structure_3_80_4_Composite.tif",0,1,0,0.8765,0.8761,0.5,0.2309,0.7773,0.7773
"214","structure_3_80_5_Composite.tif",0,0,1,0.8456,0.8456,1,0.3228,0.7726,0.7726
"314","structure_3_80_5_Composite.tif",0,1,0,0.8502,0.85,0.5,0.175,0.7726,0.7726
"215","structure_4_80_1_Composite.tif",0,0,1,0.9269,0.9269,1,0.3945,0.8896,0.8896
"315","structure_4_80_1_Composite.tif",0,1,0,0.8598,0.8598,1,0.4125,0.8896,0.8896
"216","structure_4_80_2_Composite.tif",0,0,1,0.9123,0.9123,1,0.4113,0.8819,0.8819
"316","structure_4_80_2_Composite.tif",0,1,0,0.9031,0.9031,1,0.4004,0.8819,0.8819
"217","structure_4_80_3_Composite.tif",0,0,1,0.9089,0.9089,1,0.3645,0.8787,0.8787
"317","structure_4_80_3_Composite.tif",0,1,0,0.8893,0.8893,1,0.3944,0.8787,0.8787
"218","structure_4_80_4_Composite.tif",0,0,1,0.9073,0.9073,1,0.4012,0.8856,0.8856
"318","structure_4_80_4_Composite.tif",0,1,0,0.8631,0.8631,1,0.4037,0.8856,0.8856
"219","structure_4_80_5_Composite.tif",0,0,1,0.9265,0.9265,1,0.3374,0.8903,0.8903
"319","structure_4_80_5_Composite.tif",0,1,0,0.8989,0.8989,1,0.3711,0.8903,0.8903
