"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_70_1_Composite.tif",0,0,1,0.8606,0.8606,1,0.3237,0.7986,0.7986
"3","structure_1_70_1_Composite.tif",0,1,0,0.8329,0.8318,0.75,0.2836,0.7986,0.7986
"21","structure_1_70_2_Composite.tif",0,0,1,0.8524,0.8524,1,0.3641,0.7951,0.7951
"31","structure_1_70_2_Composite.tif",0,1,0,0.8708,0.8708,1,0.3011,0.7951,0.7951
"22","structure_1_70_3_Composite.tif",0,0,1,0.8916,0.8917,1,0.3454,0.7997,0.7997
"32","structure_1_70_3_Composite.tif",0,1,0,0.823,0.822,1,0.2948,0.7997,0.7997
"23","structure_1_70_4_Composite.tif",0,0,1,0.8385,0.8385,1,0.3338,0.7876,0.7876
"33","structure_1_70_4_Composite.tif",0,1,0,0.8713,0.8702,1,0.3404,0.7876,0.7876
"24","structure_1_70_5_Composite.tif",0,0,1,0.8315,0.831,1,0.2972,0.7871,0.7871
"34","structure_1_70_5_Composite.tif",0,1,0,0.8517,0.8504,0.8,0.2786,0.7871,0.7871
"25","structure_2_70_1_Composite.tif",0,0,1,0.8773,0.8775,0.6666,0.2484,0.8583,0.8583
"35","structure_2_70_1_Composite.tif",0,1,0,0.8873,0.8867,0.6666,0.283,0.8583,0.8583
"26","structure_2_70_2_Composite.tif",0,0,1,0.9061,0.9061,1,0.3656,0.8502,0.8502
"36","structure_2_70_2_Composite.tif",0,1,0,0.8571,0.8572,0.6666,0.2855,0.8502,0.8502
"27","structure_2_70_3_Composite.tif",0,0,1,0.8935,0.8933,1,0.4088,0.8468,0.8468
"37","structure_2_70_3_Composite.tif",0,1,0,0.8453,0.8457,1,0.3982,0.8468,0.8468
"28","structure_2_70_4_Composite.tif",0,0,1,0.9127,0.9126,1,0.3499,0.8539,0.8539
"38","structure_2_70_4_Composite.tif",0,1,0,0.8574,0.8575,1,0.3773,0.8539,0.8539
"29","structure_2_70_5_Composite.tif",0,0,1,0.8988,0.8988,0.6666,0.2786,0.8655,0.8655
"39","structure_2_70_5_Composite.tif",0,1,0,0.8816,0.8816,1,0.3736,0.8655,0.8655
"210","structure_3_70_1_Composite.tif",0,0,1,0.9131,0.9131,1,0.237,0.7675,0.7675
"310","structure_3_70_1_Composite.tif",0,1,0,0.8481,0.8478,0.5,0.2378,0.7675,0.7675
"211","structure_3_70_2_Composite.tif",0,0,1,0.8317,0.8317,1,0.3245,0.7648,0.7648
"311","structure_3_70_2_Composite.tif",0,1,0,0.8738,0.8737,0.25,0.2074,0.7648,0.7648
"212","structure_3_70_3_Composite.tif",0,0,1,0.8512,0.8512,1,0.3537,0.7669,0.7669
"312","structure_3_70_3_Composite.tif",0,1,0,0.8618,0.8616,0.5,0.2406,0.7669,0.7669
"213","structure_3_70_4_Composite.tif",0,0,1,0.8935,0.8935,1,0.3596,0.7664,0.7664
"313","structure_3_70_4_Composite.tif",0,1,0,0.8505,0.8505,1,0.2616,0.7664,0.7664
"214","structure_3_70_5_Composite.tif",0,0,1,0.9211,0.9211,1,0.2389,0.7524,0.7524
"314","structure_3_70_5_Composite.tif",0,1,0,0.8725,0.8725,1,0.2834,0.7524,0.7524
"215","structure_4_70_1_Composite.tif",0,0,1,0.9329,0.9329,1,0.4474,0.8823,0.8823
"315","structure_4_70_1_Composite.tif",0,1,0,0.8718,0.8717,1,0.4065,0.8823,0.8823
"216","structure_4_70_2_Composite.tif",0,0,1,0.9261,0.9261,1,0.3988,0.8799,0.8799
"316","structure_4_70_2_Composite.tif",0,1,0,0.8726,0.8726,1,0.3856,0.8799,0.8799
"217","structure_4_70_3_Composite.tif",0,0,1,0.9207,0.9207,1,0.3408,0.8784,0.8784
"317","structure_4_70_3_Composite.tif",0,1,0,0.8896,0.8896,1,0.3724,0.8784,0.8784
"218","structure_4_70_4_Composite.tif",0,0,1,0.9355,0.9353,1,0.4123,0.8898,0.8898
"318","structure_4_70_4_Composite.tif",0,1,0,0.8569,0.8569,1,0.3677,0.8898,0.8898
"219","structure_4_70_5_Composite.tif",0,0,1,0.9197,0.9195,1,0.4535,0.8936,0.8936
"319","structure_4_70_5_Composite.tif",0,1,0,0.8602,0.8602,1,0.3891,0.8936,0.8936
