"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_50_1_Composite.tif",0,0,1,0.318,0.2867,0.171,0.2264,0.2303,0.2303
"3","structure_1_50_1_Composite.tif",0,1,0,0.2514,0.2333,0.0757,0.2017,0.2303,0.2303
"21","structure_1_50_2_Composite.tif",0,0,1,0.3241,0.3199,0.132,0.2469,0.2516,0.2516
"31","structure_1_50_2_Composite.tif",0,1,0,0.2902,0.2896,0.1224,0.2189,0.2516,0.2516
"22","structure_1_50_3_Composite.tif",0,0,1,0.2456,0.2403,0.1311,0.2062,0.2281,0.2281
"32","structure_1_50_3_Composite.tif",0,1,0,0.2473,0.2394,0.0892,0.1875,0.2281,0.2281
"23","structure_1_50_4_Composite.tif",0,0,1,0.3494,0.3473,0.2045,0.2425,0.3003,0.3003
"33","structure_1_50_4_Composite.tif",0,1,0,0.3686,0.3536,0.1571,0.2439,0.3003,0.3003
"24","structure_1_50_5_Composite.tif",0,0,1,0.2443,0.2139,0.0625,0.2037,0.2865,0.2865
"34","structure_1_50_5_Composite.tif",0,1,0,0.2033,0.2005,0.1016,0.1614,0.2865,0.2865
"25","structure_2_50_1_Composite.tif",0,0,1,0.3656,0.3408,0.2,0.2384,0.3234,0.3234
"35","structure_2_50_1_Composite.tif",0,1,0,0.391,0.3831,0.2456,0.2431,0.3234,0.3234
"26","structure_2_50_2_Composite.tif",0,0,1,0.332,0.3308,0.1578,0.2411,0.2701,0.2701
"36","structure_2_50_2_Composite.tif",0,1,0,0.251,0.2346,0.1041,0.2008,0.2701,0.2701
"27","structure_2_50_3_Composite.tif",0,0,1,0.3461,0.3189,0.1285,0.2095,0.2991,0.2991
"37","structure_2_50_3_Composite.tif",0,1,0,0.3306,0.3116,0.1142,0.2012,0.2991,0.2991
"28","structure_2_50_4_Composite.tif",0,0,1,0.3783,0.3542,0.1724,0.2066,0.3073,0.3073
"38","structure_2_50_4_Composite.tif",0,1,0,0.4357,0.4113,0.2407,0.2401,0.3073,0.3073
"29","structure_2_50_5_Composite.tif",0,0,1,0.2634,0.2458,0.1333,0.1799,0.2521,0.2521
"39","structure_2_50_5_Composite.tif",0,1,0,0.2672,0.264,0.1111,0.2068,0.2521,0.2521
"210","structure_3_50_1_Composite.tif",0,0,1,0.3565,0.3677,0.2272,0.2842,0.2412,0.2412
"310","structure_3_50_1_Composite.tif",0,1,0,0.2796,0.281,0.1086,0.2095,0.2412,0.2412
"211","structure_3_50_2_Composite.tif",0,0,1,0.3024,0.3006,0.2343,0.2602,0.2488,0.2488
"311","structure_3_50_2_Composite.tif",0,1,0,0.3178,0.322,0.2448,0.2671,0.2488,0.2488
"212","structure_3_50_3_Composite.tif",0,0,1,0.2552,0.2481,0.1076,0.2147,0.217,0.217
"312","structure_3_50_3_Composite.tif",0,1,0,0.2715,0.2538,0.0882,0.2206,0.217,0.217
"213","structure_3_50_4_Composite.tif",0,0,1,0.2917,0.2858,0.1518,0.2344,0.2023,0.2023
"313","structure_3_50_4_Composite.tif",0,1,0,0.2356,0.233,0.0847,0.21,0.2023,0.2023
"214","structure_3_50_5_Composite.tif",0,0,1,0.3065,0.2962,0.0952,0.2446,0.265,0.265
"314","structure_3_50_5_Composite.tif",0,1,0,0.3009,0.2959,0.2407,0.2505,0.265,0.265
"215","structure_4_50_1_Composite.tif",0,0,1,0.324,0.3094,0.1071,0.1929,0.2984,0.2984
"315","structure_4_50_1_Composite.tif",0,1,0,0.3856,0.3669,0.2391,0.212,0.2984,0.2984
"216","structure_4_50_2_Composite.tif",0,0,1,0.3175,0.289,0.0892,0.1532,0.2772,0.2772
"316","structure_4_50_2_Composite.tif",0,1,0,0.3428,0.3296,0.15,0.2049,0.2772,0.2772
"217","structure_4_50_3_Composite.tif",0,0,1,0.4096,0.393,0.1794,0.1995,0.3329,0.3329
"317","structure_4_50_3_Composite.tif",0,1,0,0.4619,0.4469,0.317,0.2562,0.3329,0.3329
"218","structure_4_50_4_Composite.tif",0,0,1,0.4608,0.435,0.2909,0.2307,0.3877,0.3877
"318","structure_4_50_4_Composite.tif",0,1,0,0.4759,0.4532,0.24,0.2352,0.3877,0.3877
"219","structure_4_50_5_Composite.tif",0,0,1,0.3352,0.3238,0.1395,0.1927,0.3428,0.3428
"319","structure_4_50_5_Composite.tif",0,1,0,0.3853,0.367,0.1538,0.2183,0.3428,0.3428
