"x","y","z","intensity"
38.6666666666667,117,0,113.222222222222
7.6,118.555555555556,0,138.333333333333
108.634146341463,117.073170731707,0,194.951219512195
35,111,0,142
32,108,0,119.714285714286
82,108.066666666667,0,99.0666666666667
56.4,106.4,0,99.7
17,102.5,0,116.5
97.5,96,0,109
96,94,0,92
18,92.5,0,111
49.3333333333333,77.3333333333333,0,146.666666666667
45,77.5,0,158
32.1132075471698,69.4528301886792,0,180.283018867925
9.93333333333333,65.4666666666667,0,97.5333333333333
109.345454545455,65.5454545454545,0,153.109090909091
58,59,0,115
109.571428571429,50.2857142857143,0,107.714285714286
31.5238095238095,50.7142857142857,0,134.428571428571
63.125,42.525,0,146.575
44.7021276595745,33.3191489361702,0,155.297872340426
104.5,30.1428571428571,0,98.4285714285714
33.5,28,0,113.333333333333
66.0204081632653,26.6326530612245,0,164.163265306122
90.6808510638298,11.1702127659574,0,140.31914893617
14.7058823529412,6.23529411764706,0,95
