"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"223","random_spots_90_30_Composite.tif",0,0,1,0.2995,0.2969,0.0919,0.2591,0.2215,0.2215
"323","random_spots_90_30_Composite.tif",0,1,0,0.2674,0.2651,0.0625,0.2656,0.2215,0.2215
"224","random_spots_90_31_Composite.tif",0,0,1,0.318,0.3246,0.1309,0.3103,0.2399,0.2399
"324","random_spots_90_31_Composite.tif",0,1,0,0.3079,0.3107,0.1153,0.3446,0.2399,0.2399
"225","random_spots_90_32_Composite.tif",0,0,1,0.3589,0.3573,0.1791,0.3232,0.2565,0.2565
"325","random_spots_90_32_Composite.tif",0,1,0,0.3383,0.3403,0.1388,0.2716,0.2565,0.2565
"226","random_spots_90_33_Composite.tif",0,0,1,0.2851,0.2802,0.0853,0.3333,0.1958,0.1958
"326","random_spots_90_33_Composite.tif",0,1,0,0.272,0.2728,0.0357,0.3231,0.1958,0.1958
"227","random_spots_90_34_Composite.tif",0,0,1,0.3292,0.3253,0.1204,0.3166,0.2791,0.2791
"327","random_spots_90_34_Composite.tif",0,1,0,0.3166,0.317,0.1265,0.2643,0.2791,0.2791
"228","random_spots_90_35_Composite.tif",0,0,1,0.2712,0.2543,0.0808,0.2831,0.2376,0.2376
"328","random_spots_90_35_Composite.tif",0,1,0,0.2523,0.2535,0.1341,0.2439,0.2376,0.2376
"229","random_spots_90_36_Composite.tif",0,0,1,0.3134,0.311,0.1234,0.3035,0.265,0.265
"329","random_spots_90_36_Composite.tif",0,1,0,0.2845,0.2855,0.0617,0.3266,0.265,0.265
"230","random_spots_90_37_Composite.tif",0,0,1,0.2745,0.2709,0.0476,0.2791,0.2451,0.2451
"330","random_spots_90_37_Composite.tif",0,1,0,0.2985,0.2938,0.0909,0.3371,0.2451,0.2451
"231","random_spots_90_38_Composite.tif",0,0,1,0.2066,0.2059,0.0235,0.2368,0.2362,0.2362
"331","random_spots_90_38_Composite.tif",0,1,0,0.3251,0.2848,0.129,0.3081,0.2362,0.2362
"232","random_spots_90_39_Composite.tif",0,0,1,0.277,0.274,0.0786,0.2795,0.2295,0.2295
"332","random_spots_90_39_Composite.tif",0,1,0,0.282,0.2792,0.0697,0.3212,0.2295,0.2295
"233","random_spots_90_3_Composite.tif",0,0,1,0.2976,0.2921,0.0632,0.3139,0.2374,0.2374
"333","random_spots_90_3_Composite.tif",0,1,0,0.3176,0.3166,0.1481,0.2456,0.2374,0.2374
"234","random_spots_90_40_Composite.tif",0,0,1,0.3435,0.3344,0.1392,0.3127,0.2694,0.2694
"334","random_spots_90_40_Composite.tif",0,1,0,0.3362,0.331,0.1428,0.2794,0.2694,0.2694
"235","random_spots_90_41_Composite.tif",0,0,1,0.299,0.2978,0.0602,0.3445,0.2145,0.2145
"335","random_spots_90_41_Composite.tif",0,1,0,0.2817,0.281,0.0731,0.3365,0.2145,0.2145
"236","random_spots_90_42_Composite.tif",0,0,1,0.3149,0.3076,0.0843,0.2858,0.2692,0.2692
"336","random_spots_90_42_Composite.tif",0,1,0,0.2968,0.2924,0.074,0.2811,0.2692,0.2692
"237","random_spots_90_43_Composite.tif",0,0,1,0.3169,0.3052,0.1012,0.306,0.2874,0.2874
"337","random_spots_90_43_Composite.tif",0,1,0,0.3226,0.3192,0.1411,0.2633,0.2874,0.2874
"238","random_spots_90_44_Composite.tif",0,0,1,0.3386,0.3344,0.1375,0.2768,0.2341,0.2341
"338","random_spots_90_44_Composite.tif",0,1,0,0.318,0.3152,0.1168,0.2874,0.2341,0.2341
"239","random_spots_90_45_Composite.tif",0,0,1,0.291,0.2855,0.075,0.3452,0.2207,0.2207
"339","random_spots_90_45_Composite.tif",0,1,0,0.2859,0.2862,0.0823,0.2963,0.2207,0.2207
"240","random_spots_90_46_Composite.tif",0,0,1,0.3312,0.3309,0.2051,0.3045,0.2367,0.2367
"340","random_spots_90_46_Composite.tif",0,1,0,0.2971,0.2965,0.1111,0.2963,0.2367,0.2367
"241","random_spots_90_47_Composite.tif",0,0,1,0.3241,0.3243,0.1025,0.3579,0.2752,0.2752
"341","random_spots_90_47_Composite.tif",0,1,0,0.3351,0.3313,0.1139,0.3317,0.2752,0.2752
"242","random_spots_90_48_Composite.tif",0,0,1,0.2594,0.2616,0.0476,0.2869,0.1889,0.1889
"342","random_spots_90_48_Composite.tif",0,1,0,0.2713,0.2733,0.0843,0.2586,0.1889,0.1889
"243","random_spots_90_49_Composite.tif",0,0,1,0.3085,0.3082,0.0972,0.3093,0.2721,0.2721
"343","random_spots_90_49_Composite.tif",0,1,0,0.3617,0.3553,0.2,0.3165,0.2721,0.2721
"244","random_spots_90_4_Composite.tif",0,0,1,0.3293,0.3268,0.1447,0.3437,0.2325,0.2325
"344","random_spots_90_4_Composite.tif",0,1,0,0.3567,0.3574,0.1875,0.2946,0.2325,0.2325
"245","random_spots_90_50_Composite.tif",0,0,1,0.285,0.2845,0.0804,0.3123,0.2149,0.2149
"345","random_spots_90_50_Composite.tif",0,1,0,0.2977,0.2984,0.0843,0.3019,0.2149,0.2149
"246","random_spots_90_51_Composite.tif",0,0,1,0.3247,0.3079,0.1785,0.2756,0.2784,0.2784
"346","random_spots_90_51_Composite.tif",0,1,0,0.2282,0.2262,0.0405,0.2238,0.2784,0.2784
"247","random_spots_90_52_Composite.tif",0,0,1,0.3077,0.3036,0.1139,0.3307,0.2379,0.2379
"347","random_spots_90_52_Composite.tif",0,1,0,0.3113,0.3093,0.0987,0.2797,0.2379,0.2379
"248","random_spots_90_53_Composite.tif",0,0,1,0.2918,0.2843,0.0649,0.3279,0.2512,0.2512
"348","random_spots_90_53_Composite.tif",0,1,0,0.3163,0.3143,0.0933,0.2775,0.2512,0.2512
"249","random_spots_90_54_Composite.tif",0,0,1,0.3297,0.3289,0.1139,0.2978,0.2572,0.2572
"349","random_spots_90_54_Composite.tif",0,1,0,0.3183,0.3136,0.1125,0.3252,0.2572,0.2572
"250","random_spots_90_55_Composite.tif",0,0,1,0.2897,0.2774,0.0842,0.2948,0.2399,0.2399
"350","random_spots_90_55_Composite.tif",0,1,0,0.2588,0.2565,0.0512,0.2492,0.2399,0.2399
"251","random_spots_90_56_Composite.tif",0,0,1,0.2412,0.2397,0.0493,0.2387,0.2578,0.2578
"351","random_spots_90_56_Composite.tif",0,1,0,0.2788,0.2638,0.1182,0.2706,0.2578,0.2578
"252","random_spots_90_57_Composite.tif",0,0,1,0.3122,0.3086,0.1358,0.306,0.2873,0.2873
"352","random_spots_90_57_Composite.tif",0,1,0,0.3187,0.3147,0.125,0.3006,0.2873,0.2873
"253","random_spots_90_58_Composite.tif",0,0,1,0.3226,0.3251,0.0875,0.2735,0.2497,0.2497
"353","random_spots_90_58_Composite.tif",0,1,0,0.3227,0.324,0.1449,0.2917,0.2497,0.2497
"254","random_spots_90_59_Composite.tif",0,0,1,0.3549,0.3568,0.1392,0.3048,0.2593,0.2593
"354","random_spots_90_59_Composite.tif",0,1,0,0.3368,0.3385,0.1066,0.3417,0.2593,0.2593
"255","random_spots_90_5_Composite.tif",0,0,1,0.304,0.3003,0.1265,0.2922,0.2537,0.2537
"355","random_spots_90_5_Composite.tif",0,1,0,0.316,0.3167,0.1447,0.2775,0.2537,0.2537
"256","random_spots_90_60_Composite.tif",0,0,1,0.344,0.3411,0.1829,0.3062,0.2242,0.2242
"356","random_spots_90_60_Composite.tif",0,1,0,0.3229,0.3221,0.1139,0.2692,0.2242,0.2242
"257","random_spots_90_61_Composite.tif",0,0,1,0.2368,0.2333,0.0941,0.2377,0.2189,0.2189
"357","random_spots_90_61_Composite.tif",0,1,0,0.2557,0.2476,0.0625,0.248,0.2189,0.2189
"258","random_spots_90_62_Composite.tif",0,0,1,0.2756,0.2705,0.0731,0.2743,0.2218,0.2218
"358","random_spots_90_62_Composite.tif",0,1,0,0.2642,0.2643,0.0789,0.2604,0.2218,0.2218
"259","random_spots_90_63_Composite.tif",0,0,1,0.2862,0.289,0.1234,0.3043,0.2104,0.2104
"359","random_spots_90_63_Composite.tif",0,1,0,0.3014,0.304,0.0987,0.3026,0.2104,0.2104
"260","random_spots_90_64_Composite.tif",0,0,1,0.3067,0.3071,0.1351,0.3086,0.2264,0.2264
"360","random_spots_90_64_Composite.tif",0,1,0,0.3009,0.3011,0.1176,0.2823,0.2264,0.2264
"261","random_spots_90_65_Composite.tif",0,0,1,0.3229,0.3162,0.1369,0.2917,0.2313,0.2313
"361","random_spots_90_65_Composite.tif",0,1,0,0.338,0.3358,0.1875,0.3231,0.2313,0.2313
"262","random_spots_90_66_Composite.tif",0,0,1,0.2911,0.2862,0.0731,0.3447,0.2447,0.2447
"362","random_spots_90_66_Composite.tif",0,1,0,0.2804,0.2806,0.0705,0.3059,0.2447,0.2447
"263","random_spots_90_67_Composite.tif",0,0,1,0.2997,0.297,0.0714,0.3526,0.2443,0.2443
"363","random_spots_90_67_Composite.tif",0,1,0,0.2904,0.2896,0.047,0.2643,0.2443,0.2443
"264","random_spots_90_68_Composite.tif",0,0,1,0.3351,0.3314,0.1785,0.2742,0.2344,0.2344
"364","random_spots_90_68_Composite.tif",0,1,0,0.33,0.3244,0.1379,0.3088,0.2344,0.2344
"265","random_spots_90_69_Composite.tif",0,0,1,0.3523,0.3449,0.1282,0.2608,0.2838,0.2838
"365","random_spots_90_69_Composite.tif",0,1,0,0.314,0.3119,0.1095,0.26,0.2838,0.2838
"266","random_spots_90_6_Composite.tif",0,0,1,0.2868,0.2869,0.1058,0.3077,0.2124,0.2124
"366","random_spots_90_6_Composite.tif",0,1,0,0.2601,0.2635,0.0487,0.3173,0.2124,0.2124
"267","random_spots_90_70_Composite.tif",0,0,1,0.2797,0.2736,0.0843,0.2512,0.2724,0.2724
"367","random_spots_90_70_Composite.tif",0,1,0,0.3175,0.3157,0.1058,0.2419,0.2724,0.2724
"268","random_spots_90_71_Composite.tif",0,0,1,0.3125,0.3115,0.0975,0.2984,0.2593,0.2593
"368","random_spots_90_71_Composite.tif",0,1,0,0.2942,0.296,0.1153,0.2877,0.2593,0.2593
"269","random_spots_90_72_Composite.tif",0,0,1,0.2822,0.2827,0.0769,0.2544,0.248,0.248
"369","random_spots_90_72_Composite.tif",0,1,0,0.3216,0.311,0.125,0.3017,0.248,0.248
"270","random_spots_90_73_Composite.tif",0,0,1,0.2774,0.2713,0.0333,0.2929,0.2116,0.2116
"370","random_spots_90_73_Composite.tif",0,1,0,0.302,0.2987,0.0864,0.2691,0.2116,0.2116
"271","random_spots_90_74_Composite.tif",0,0,1,0.2516,0.2414,0.0919,0.2294,0.2921,0.2921
"371","random_spots_90_74_Composite.tif",0,1,0,0.2366,0.2286,0.0729,0.2238,0.2921,0.2921
"272","random_spots_90_75_Composite.tif",0,0,1,0.2999,0.2941,0.125,0.3154,0.2422,0.2422
"372","random_spots_90_75_Composite.tif",0,1,0,0.2823,0.2826,0.0987,0.2875,0.2422,0.2422
"273","random_spots_90_76_Composite.tif",0,0,1,0.2438,0.2463,0.0602,0.2472,0.2401,0.2401
"373","random_spots_90_76_Composite.tif",0,1,0,0.2648,0.267,0.0568,0.2889,0.2401,0.2401
"274","random_spots_90_77_Composite.tif",0,0,1,0.2955,0.2909,0.1111,0.2747,0.2435,0.2435
"374","random_spots_90_77_Composite.tif",0,1,0,0.3205,0.3083,0.1162,0.3101,0.2435,0.2435
"275","random_spots_90_78_Composite.tif",0,0,1,0.3805,0.3814,0.2077,0.2731,0.2785,0.2785
"375","random_spots_90_78_Composite.tif",0,1,0,0.3864,0.3876,0.2278,0.2972,0.2785,0.2785
"276","random_spots_90_79_Composite.tif",0,0,1,0.2955,0.2954,0.0864,0.3208,0.229,0.229
"376","random_spots_90_79_Composite.tif",0,1,0,0.2982,0.2987,0.0769,0.3054,0.229,0.229
"277","random_spots_90_7_Composite.tif",0,0,1,0.2996,0.2917,0.1235,0.2829,0.257,0.257
"377","random_spots_90_7_Composite.tif",0,1,0,0.2741,0.2731,0.0987,0.2535,0.257,0.257
"278","random_spots_90_80_Composite.tif",0,0,1,0.3239,0.312,0.159,0.2586,0.2319,0.2319
"378","random_spots_90_80_Composite.tif",0,1,0,0.31,0.3095,0.081,0.2585,0.2319,0.2319
"279","random_spots_90_81_Composite.tif",0,0,1,0.3479,0.3501,0.1904,0.3245,0.2492,0.2492
"379","random_spots_90_81_Composite.tif",0,1,0,0.2936,0.3114,0.1298,0.3317,0.2492,0.2492
"280","random_spots_90_82_Composite.tif",0,0,1,0.2656,0.2661,0.0779,0.227,0.2502,0.2502
"380","random_spots_90_82_Composite.tif",0,1,0,0.3335,0.3176,0.159,0.3046,0.2502,0.2502
"281","random_spots_90_83_Composite.tif",0,0,1,0.3176,0.3167,0.1038,0.281,0.2472,0.2472
"381","random_spots_90_83_Composite.tif",0,1,0,0.3126,0.3057,0.1518,0.2981,0.2472,0.2472
"282","random_spots_90_84_Composite.tif",0,0,1,0.2122,0.2123,0.0519,0.2374,0.2489,0.2489
"382","random_spots_90_84_Composite.tif",0,1,0,0.2843,0.2681,0.055,0.2484,0.2489,0.2489
"283","random_spots_90_85_Composite.tif",0,0,1,0.2983,0.2879,0.0967,0.2671,0.2838,0.2838
"383","random_spots_90_85_Composite.tif",0,1,0,0.2359,0.2381,0.0481,0.2397,0.2838,0.2838
"284","random_spots_90_86_Composite.tif",0,0,1,0.3251,0.3247,0.0789,0.2638,0.2492,0.2492
"384","random_spots_90_86_Composite.tif",0,1,0,0.335,0.3277,0.1882,0.2831,0.2492,0.2492
"285","random_spots_90_87_Composite.tif",0,0,1,0.2852,0.2833,0.0864,0.329,0.2298,0.2298
"385","random_spots_90_87_Composite.tif",0,1,0,0.3175,0.3163,0.1309,0.3113,0.2298,0.2298
"286","random_spots_90_88_Composite.tif",0,0,1,0.3196,0.3131,0.1466,0.3208,0.2748,0.2748
"386","random_spots_90_88_Composite.tif",0,1,0,0.3381,0.3354,0.1466,0.3433,0.2748,0.2748
"287","random_spots_90_89_Composite.tif",0,0,1,0.227,0.2293,0.0823,0.2038,0.2534,0.2534
"387","random_spots_90_89_Composite.tif",0,1,0,0.2352,0.2286,0.0888,0.2239,0.2534,0.2534
"288","random_spots_90_8_Composite.tif",0,0,1,0.2836,0.2827,0.0617,0.2558,0.2377,0.2377
"388","random_spots_90_8_Composite.tif",0,1,0,0.2994,0.294,0.0722,0.265,0.2377,0.2377
"289","random_spots_90_90_Composite.tif",0,0,1,0.3472,0.3392,0.1153,0.2728,0.269,0.269
"389","random_spots_90_90_Composite.tif",0,1,0,0.3681,0.3638,0.1875,0.2729,0.269,0.269
"290","random_spots_90_91_Composite.tif",0,0,1,0.3005,0.3002,0.0897,0.3322,0.2673,0.2673
"390","random_spots_90_91_Composite.tif",0,1,0,0.3305,0.3296,0.1084,0.2867,0.2673,0.2673
"291","random_spots_90_92_Composite.tif",0,0,1,0.2157,0.199,0.0505,0.1961,0.2584,0.2584
"391","random_spots_90_92_Composite.tif",0,1,0,0.1936,0.1875,0.0465,0.2198,0.2584,0.2584
"292","random_spots_90_93_Composite.tif",0,0,1,0.3187,0.3133,0.0919,0.2924,0.2552,0.2552
"392","random_spots_90_93_Composite.tif",0,1,0,0.3188,0.3223,0.1,0.2496,0.2552,0.2552
"293","random_spots_90_94_Composite.tif",0,0,1,0.3013,0.2971,0.05,0.2777,0.2717,0.2717
"393","random_spots_90_94_Composite.tif",0,1,0,0.3309,0.3222,0.0786,0.2989,0.2717,0.2717
"294","random_spots_90_95_Composite.tif",0,0,1,0.301,0.3007,0.1265,0.2815,0.2242,0.2242
"394","random_spots_90_95_Composite.tif",0,1,0,0.2754,0.2745,0.0853,0.2716,0.2242,0.2242
"295","random_spots_90_96_Composite.tif",0,0,1,0.3492,0.3405,0.1466,0.2674,0.2567,0.2567
"395","random_spots_90_96_Composite.tif",0,1,0,0.3542,0.3528,0.1392,0.2696,0.2567,0.2567
"296","random_spots_90_97_Composite.tif",0,0,1,0.3532,0.3529,0.171,0.3179,0.2544,0.2544
"396","random_spots_90_97_Composite.tif",0,1,0,0.3483,0.3475,0.2077,0.2861,0.2544,0.2544
"297","random_spots_90_98_Composite.tif",0,0,1,0.2882,0.2918,0.0731,0.3305,0.2641,0.2641
"397","random_spots_90_98_Composite.tif",0,1,0,0.3204,0.3236,0.1566,0.3039,0.2641,0.2641
"298","random_spots_90_99_Composite.tif",0,0,1,0.2209,0.2212,0.0487,0.245,0.248,0.248
"398","random_spots_90_99_Composite.tif",0,1,0,0.2882,0.2776,0.1086,0.3103,0.248,0.248
"299","random_spots_90_9_Composite.tif",0,0,1,0.3195,0.3166,0.1153,0.2876,0.272,0.272
"399","random_spots_90_9_Composite.tif",0,1,0,0.3138,0.3109,0.0897,0.2935,0.272,0.272
