"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","random_spots_90_100_Composite.tif",0,0,1,0.2773,0.2588,0.0612,0.2696,0.2703,0.2703
"3","random_spots_90_100_Composite.tif",0,1,0,0.2293,0.2267,0.0632,0.2287,0.2703,0.2703
"21","random_spots_90_10_Composite.tif",0,0,1,0.3516,0.3432,0.1571,0.2932,0.2619,0.2619
"31","random_spots_90_10_Composite.tif",0,1,0,0.355,0.3525,0.1842,0.2977,0.2619,0.2619
"22","random_spots_90_11_Composite.tif",0,0,1,0.2634,0.2625,0.0581,0.3371,0.2491,0.2491
"32","random_spots_90_11_Composite.tif",0,1,0,0.2895,0.2867,0.0714,0.3004,0.2491,0.2491
"23","random_spots_90_12_Composite.tif",0,0,1,0.3229,0.3038,0.146,0.2604,0.2611,0.2611
"33","random_spots_90_12_Composite.tif",0,1,0,0.2658,0.2607,0.0921,0.2437,0.2611,0.2611
"24","random_spots_90_13_Composite.tif",0,0,1,0.2872,0.2931,0.1025,0.2687,0.216,0.216
"34","random_spots_90_13_Composite.tif",0,1,0,0.264,0.2619,0.0833,0.3102,0.216,0.216
"25","random_spots_90_14_Composite.tif",0,0,1,0.3082,0.3066,0.1097,0.3187,0.2169,0.2169
"35","random_spots_90_14_Composite.tif",0,1,0,0.3114,0.3113,0.0941,0.3105,0.2169,0.2169
"26","random_spots_90_15_Composite.tif",0,0,1,0.3041,0.3009,0.0657,0.2736,0.2472,0.2472
"36","random_spots_90_15_Composite.tif",0,1,0,0.2909,0.2918,0.0588,0.3018,0.2472,0.2472
"27","random_spots_90_16_Composite.tif",0,0,1,0.3035,0.3055,0.1149,0.2878,0.233,0.233
"37","random_spots_90_16_Composite.tif",0,1,0,0.2539,0.2531,0.0476,0.2975,0.233,0.233
"28","random_spots_90_17_Composite.tif",0,0,1,0.2781,0.2808,0.0595,0.3047,0.2148,0.2148
"38","random_spots_90_17_Composite.tif",0,1,0,0.2912,0.2869,0.0963,0.3292,0.2148,0.2148
"29","random_spots_90_18_Composite.tif",0,0,1,0.296,0.2967,0.0759,0.3131,0.2587,0.2587
"39","random_spots_90_18_Composite.tif",0,1,0,0.3256,0.324,0.1282,0.2942,0.2587,0.2587
"210","random_spots_90_19_Composite.tif",0,0,1,0.3542,0.3556,0.1728,0.265,0.2513,0.2513
"310","random_spots_90_19_Composite.tif",0,1,0,0.3099,0.3004,0.08,0.3022,0.2513,0.2513
"211","random_spots_90_1_Composite.tif",0,0,1,0.2657,0.2639,0.0879,0.2523,0.203,0.203
"311","random_spots_90_1_Composite.tif",0,1,0,0.273,0.2762,0.0843,0.2966,0.203,0.203
"212","random_spots_90_20_Composite.tif",0,0,1,0.3452,0.3515,0.2105,0.279,0.2708,0.2708
"312","random_spots_90_20_Composite.tif",0,1,0,0.3321,0.3211,0.125,0.2643,0.2708,0.2708
"213","random_spots_90_21_Composite.tif",0,0,1,0.3264,0.3202,0.1052,0.3055,0.2636,0.2636
"313","random_spots_90_21_Composite.tif",0,1,0,0.3278,0.3247,0.08,0.3199,0.2636,0.2636
"214","random_spots_90_22_Composite.tif",0,0,1,0.2573,0.2581,0.0465,0.3247,0.2372,0.2372
"314","random_spots_90_22_Composite.tif",0,1,0,0.25,0.25,0.0813,0.2445,0.2372,0.2372
"215","random_spots_90_23_Composite.tif",0,0,1,0.3578,0.3611,0.1884,0.2968,0.2704,0.2704
"315","random_spots_90_23_Composite.tif",0,1,0,0.3426,0.3388,0.1351,0.2784,0.2704,0.2704
"216","random_spots_90_24_Composite.tif",0,0,1,0.3816,0.3734,0.2625,0.2741,0.284,0.284
"316","random_spots_90_24_Composite.tif",0,1,0,0.2881,0.2829,0.027,0.2651,0.284,0.284
"217","random_spots_90_25_Composite.tif",0,0,1,0.3133,0.3108,0.1558,0.304,0.2306,0.2306
"317","random_spots_90_25_Composite.tif",0,1,0,0.2839,0.2813,0.0759,0.2674,0.2306,0.2306
"218","random_spots_90_26_Composite.tif",0,0,1,0.3319,0.3351,0.1341,0.2915,0.2666,0.2666
"318","random_spots_90_26_Composite.tif",0,1,0,0.3844,0.378,0.1973,0.2911,0.2666,0.2666
"219","random_spots_90_27_Composite.tif",0,0,1,0.3363,0.3386,0.1315,0.3137,0.2354,0.2354
"319","random_spots_90_27_Composite.tif",0,1,0,0.3278,0.3228,0.1392,0.3158,0.2354,0.2354
"220","random_spots_90_28_Composite.tif",0,0,1,0.3552,0.3522,0.1486,0.3239,0.2496,0.2496
"320","random_spots_90_28_Composite.tif",0,1,0,0.3441,0.3415,0.1369,0.3512,0.2496,0.2496
"221","random_spots_90_29_Composite.tif",0,0,1,0.2638,0.2661,0.0595,0.3592,0.2208,0.2208
"321","random_spots_90_29_Composite.tif",0,1,0,0.2965,0.2982,0.1521,0.2971,0.2208,0.2208
"222","random_spots_90_2_Composite.tif",0,0,1,0.3411,0.3407,0.1756,0.2601,0.2665,0.2665
"322","random_spots_90_2_Composite.tif",0,1,0,0.3333,0.3265,0.1052,0.318,0.2665,0.2665
