"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_20_1_Composite.tif",0,0,1,0.209,0.1953,0.0958,0.1865,0.1859,0.1859
"3","structure_1_20_1_Composite.tif",0,1,0,0.2126,0.2089,0.1791,0.2104,0.1859,0.1859
"21","structure_1_20_2_Composite.tif",0,0,1,0.1978,0.1976,0.0851,0.2341,0.1555,0.1555
"31","structure_1_20_2_Composite.tif",0,1,0,0.2285,0.2318,0.14,0.232,0.1555,0.1555
"22","structure_1_20_3_Composite.tif",0,0,1,0.2237,0.2236,0.1886,0.2271,0.1599,0.1599
"32","structure_1_20_3_Composite.tif",0,1,0,0.2171,0.2147,0.1428,0.2364,0.1599,0.1599
"23","structure_1_20_4_Composite.tif",0,0,1,0.1647,0.1612,0.06,0.1931,0.1631,0.1631
"33","structure_1_20_4_Composite.tif",0,1,0,0.1601,0.1531,0.0333,0.1453,0.1631,0.1631
"24","structure_1_20_5_Composite.tif",0,0,1,0.2258,0.2227,0.1111,0.2206,0.1665,0.1665
"34","structure_1_20_5_Composite.tif",0,1,0,0.2755,0.2602,0.1739,0.2281,0.1665,0.1665
"25","structure_2_20_1_Composite.tif",0,0,1,0.251,0.2417,0.1132,0.2228,0.1713,0.1713
"35","structure_2_20_1_Composite.tif",0,1,0,0.2586,0.2505,0.132,0.2085,0.1713,0.1713
"26","structure_2_20_2_Composite.tif",0,0,1,0.2726,0.2657,0.093,0.2097,0.2699,0.2699
"36","structure_2_20_2_Composite.tif",0,1,0,0.3064,0.2881,0.2978,0.2773,0.2699,0.2699
"27","structure_2_20_3_Composite.tif",0,0,1,0.2966,0.2848,0.1272,0.2011,0.201,0.201
"37","structure_2_20_3_Composite.tif",0,1,0,0.2782,0.2697,0.159,0.2224,0.201,0.201
"28","structure_2_20_4_Composite.tif",0,0,1,0.191,0.1839,0.0625,0.1838,0.1922,0.1922
"38","structure_2_20_4_Composite.tif",0,1,0,0.2205,0.208,0.1538,0.2083,0.1922,0.1922
"29","structure_2_20_5_Composite.tif",0,0,1,0.2628,0.2422,0.1568,0.1778,0.222,0.222
"39","structure_2_20_5_Composite.tif",0,1,0,0.2263,0.2346,0.1333,0.209,0.222,0.222
"210","structure_3_20_1_Composite.tif",0,0,1,0.185,0.1705,0.0704,0.1863,0.1714,0.1714
"310","structure_3_20_1_Composite.tif",0,1,0,0.196,0.1875,0.0634,0.1989,0.1714,0.1714
"211","structure_3_20_2_Composite.tif",0,0,1,0.1838,0.1754,0.0972,0.1832,0.1679,0.1679
"311","structure_3_20_2_Composite.tif",0,1,0,0.222,0.2071,0.1184,0.2005,0.1679,0.1679
"212","structure_3_20_3_Composite.tif",0,0,1,0.2013,0.2002,0.0967,0.2229,0.1279,0.1279
"312","structure_3_20_3_Composite.tif",0,1,0,0.1735,0.1743,0.0701,0.1834,0.1279,0.1279
"213","structure_3_20_4_Composite.tif",0,0,1,0.2401,0.231,0.2027,0.2202,0.1984,0.1984
"313","structure_3_20_4_Composite.tif",0,1,0,0.2509,0.2235,0.1147,0.2247,0.1984,0.1984
"214","structure_3_20_5_Composite.tif",0,0,1,0.1649,0.1552,0.0394,0.1775,0.1622,0.1622
"314","structure_3_20_5_Composite.tif",0,1,0,0.1884,0.1842,0.08,0.2051,0.1622,0.1622
"215","structure_4_20_1_Composite.tif",0,0,1,0.2514,0.2403,0.0701,0.1713,0.2523,0.2523
"315","structure_4_20_1_Composite.tif",0,1,0,0.2733,0.2675,0.102,0.2089,0.2523,0.2523
"216","structure_4_20_2_Composite.tif",0,0,1,0.2913,0.2909,0.1219,0.1627,0.2943,0.2943
"316","structure_4_20_2_Composite.tif",0,1,0,0.3144,0.2909,0.1891,0.2103,0.2943,0.2943
"217","structure_4_20_3_Composite.tif",0,0,1,0.3663,0.3541,0.1086,0.1717,0.2462,0.2462
"317","structure_4_20_3_Composite.tif",0,1,0,0.3144,0.3167,0.1785,0.2513,0.2462,0.2462
"218","structure_4_20_4_Composite.tif",0,0,1,0.3109,0.2827,0.1666,0.17,0.2902,0.2902
"318","structure_4_20_4_Composite.tif",0,1,0,0.3659,0.348,0.2702,0.2616,0.2902,0.2902
"219","structure_4_20_5_Composite.tif",0,0,1,0.4068,0.3992,0.2857,0.2462,0.3443,0.3443
"319","structure_4_20_5_Composite.tif",0,1,0,0.341,0.3197,0.0612,0.1775,0.3443,0.3443
