x,y
104.0,81.0
106.5,80.0
101.0,80.33333333333333
96.8,80.2
92.0,80.5
34.5,80.0
85.33333333333333,80.0
110.8,78.2
41.0,77.5
107.0,76.0
100.0,76.0
76.5,76.0
72.0,76.0
110.0,75.0
82.0,75.0
114.0,74.66666666666667
79.2,75.2
71.0,74.0
69.0,73.0
65.0,73.33333333333333
62.0,72.0
100.0,70.0
102.0,69.0
83.0,68.0
60.0,67.0
88.0,66.0
81.0,66.5
108.15384615384616,67.61538461538461
77.5,65.0
53.0,65.0
95.5,64.5
91.5,64.25
83.8,65.0
75.0,64.0
102.66666666666667,64.0
73.0,62.0
50.0,62.0
60.0,61.666666666666664
50.8,66.85
69.5,60.75
57.0,60.0
64.0,59.42857142857143
55.0,58.0
42.5,56.5
37.733333333333334,59.86666666666667
58.5,56.0
33.22222222222222,55.22222222222222
25.0,55.90909090909091
52.1,54.1
44.888888888888886,51.333333333333336
15.75,50.0
26.0,48.0
30.166666666666668,48.666666666666664
43.0,47.857142857142854
39.5,46.5
23.75,44.25
37.285714285714285,42.285714285714285
17.0,41.333333333333336
13.0,41.5
27.0,40.5
35.5,39.0
29.666666666666668,38.333333333333336
27.0,38.0
29.0,35.5
22.0,35.0
19.333333333333332,35.333333333333336
12.5,35.5
9.666666666666666,33.333333333333336
25.0,32.0
19.666666666666668,32.666666666666664
12.0,32.0
22.5,31.5
24.0,30.0
11.0,28.0
114.5,16.0
22.0,14.0
20.5,10.5
