x,y
123.16666666666667,102.83333333333333
127.0,99.0
2.142857142857143,98.85714285714286
121.47826086956522,93.04347826086956
110.81818181818181,92.45454545454545
85.28571428571429,89.0
75.93333333333334,89.4
111.29411764705883,85.47058823529412
101.375,84.875
81.33333333333333,82.66666666666667
70.53333333333333,82.46666666666667
102.33333333333333,80.33333333333333
109.6,80.2
55.57142857142857,80.0
90.76,80.28
76.33333333333333,75.33333333333333
65.66666666666667,76.33333333333333
80.33333333333333,75.0
99.13793103448276,73.44827586206897
54.041666666666664,73.66666666666667
70.0,71.5
64.25,71.0
61.55555555555556,65.05555555555556
45.9375,65.0625
95.82352941176471,61.411764705882355
73.16666666666667,60.333333333333336
88.0,59.526315789473685
36.09090909090909,57.27272727272727
51.36363636363637,56.54545454545455
2.0,54.5
24.454545454545453,54.63636363636363
12.0,53.5
66.63636363636364,54.27272727272727
54.45,51.7
2.75,44.375
22.95,45.6
16.5,41.5
32.7,40.7
9.916666666666666,39.25
17.0,35.5
23.625,34.625
6.0,35.07142857142857
