"x","y","z","intensity"
56.9130434782609,118.652173913043,0,104.739130434783
48.3181818181818,116.136363636364,0,103.454545454545
53.4,105.375,0,161.55
63.7349397590361,93.5903614457831,0,156.927710843373
31.1363636363636,95.9545454545455,0,132.227272727273
8.28571428571429,89.0204081632653,0,114.612244897959
105.608695652174,79.2173913043478,0,105.695652173913
87.0512820512821,77.6410256410256,0,165.435897435897
95.05,71.75,0,108.15
106.090909090909,70.9090909090909,0,104.545454545455
117.826086956522,64,0,104.478260869565
73.8723404255319,65.3829787234042,0,111.234042553191
29.6,61.96,0,101.48
56.8260869565217,58,0,108.130434782609
12.5,56,0,99.2307692307692
63.8,53.76,0,103.16
87.6923076923077,48.9615384615385,0,100.692307692308
89.1304347826087,36.5217391304348,0,113.913043478261
115.5,31.2142857142857,0,97.0357142857143
80.5,29,0,102.038461538462
12.0909090909091,26.0909090909091,0,105.045454545455
119.5,20,0,143.071428571429
63.2692307692308,15.0384615384615,0,100.307692307692
19.1372549019608,17.3921568627451,0,183
107.653846153846,5.15384615384615,0,101.230769230769
22.9459459459459,5.56756756756757,0,160.675675675676
