FileName;Frame;Channel;ChannelColoc;ColocSignalBased;ColocSizeBased;ColocObjectsNumber;MeanIntensity;PearsonCorr;PearsonCorrMasked
1_Composite.tif;0;0;1;0,2773;0,2826;0;0,3008;0,7583;0,7583
1_Composite.tif;0;1;0;0,4516;0,4669;0,2413;0,3565;0,7583;0,7583
2_Composite.tif;0;0;1;0,2804;0,2948;0,0833;0,2534;0,7231;0,7231
2_Composite.tif;0;1;0;0,189;0,1937;0,0882;0,3115;0,7231;0,7231
3_Composite.tif;0;0;1;0,1945;0,1929;0;0,2083;0,7182;0,7182
3_Composite.tif;0;1;0;0,8945;0,8856;0,8235;0,4357;0,7182;0,7182
4_Composite.tif;0;0;1;0,203;0,2144;0;0,2093;0,7089;0,7089
4_Composite.tif;0;1;0;0,5044;0,5086;0,4722;0,3296;0,7089;0,7089
5_Composite.tif;0;0;1;0,2486;0,2409;0;0,2108;0,7613;0,7613
5_Composite.tif;0;1;0;0,5224;0,476;0,3928;0,3312;0,7613;0,7613
6_Composite.tif;0;0;1;0,2414;0,2479;0;0,2645;0,7444;0,7444
6_Composite.tif;0;1;0;0,4985;0,5285;0,3823;0,3593;0,7444;0,7444
7_Composite.tif;0;0;1;0,311;0,308;0;0,2757;0,7898;0,7898
7_Composite.tif;0;1;0;0,3632;0,3376;0,1785;0,283;0,7898;0,7898
8_Composite.tif;0;0;1;0,2402;0,2307;0,0384;0,22;0,7365;0,7365
8_Composite.tif;0;1;0;0,5971;0,5804;0,5;0,2868;0,7365;0,7365
9_Composite.tif;0;0;1;0,2662;0,262;0;0,308;0,7792;0,7792
9_Composite.tif;0;1;0;0,5486;0,4972;0,3703;0,3815;0,7792;0,7792
10_Composite.tif;0;0;1;0,2143;0,2191;0;0,2211;0,7505;0,7505
10_Composite.tif;0;1;0;0,6356;0,6192;0,5882;0,3714;0,7505;0,7505
11_Composite.tif;0;0;1;0,1742;0,1884;0;0,1892;0,7113;0,7113
11_Composite.tif;0;1;0;0,4506;0,4186;0,303;0,4088;0,7113;0,7113
12_Composite.tif;0;0;1;0,2622;0,261;0;0,2314;0,7306;0,7306
12_Composite.tif;0;1;0;0,392;0,3971;0,25;0,2879;0,7306;0,7306
13_Composite.tif;0;0;1;0,2723;0,2618;0,0666;0,2516;0,7787;0,7787
13_Composite.tif;0;1;0;0,475;0,4561;0,2857;0,3269;0,7787;0,7787
14_Composite.tif;0;0;1;0,2197;0,2207;0;0,2383;0,7322;0,7322
14_Composite.tif;0;1;0;0,2233;0,1731;0,1212;0,3367;0,7322;0,7322
15_Composite.tif;0;0;1;0,2184;0,218;0;0,2019;0,7571;0,7571
15_Composite.tif;0;1;0;0,5253;0,4793;0,3666;0,3486;0,7571;0,7571
16_Composite.tif;0;0;1;0,2625;0,2597;0,0416;0,252;0,7542;0,7542
16_Composite.tif;0;1;0;0,5178;0,4955;0,4062;0,3338;0,7542;0,7542
17_Composite.tif;0;0;1;0,3444;0,32;0,1;0,3441;0,7902;0,7902
17_Composite.tif;0;1;0;0,2842;0,291;0,1428;0,2714;0,7902;0,7902
18_Composite.tif;0;0;1;0,1677;0,1685;0;0,2576;0,7091;0,7091
18_Composite.tif;0;1;0;0,705;0,6649;0,6486;0,3772;0,7091;0,7091
19_Composite.tif;0;0;1;0,1982;0,1877;0,0714;0,1805;0,7286;0,7286
19_Composite.tif;0;1;0;0,7326;0,688;0,6451;0,3389;0,7286;0,7286
20_Composite.tif;0;0;1;0,3799;0,3901;0;0,3748;0,7663;0,7663
20_Composite.tif;0;1;0;0,3748;0,4089;0,1851;0,3136;0,7663;0,7663
