x,y
94.0,89.0
88.0,88.0
56.3333333333333,88.3333333333333
42.5,88.0
39.0,88.0
106.0,87.0
47.2,88.2
35.5,87.5
82.75,86.25
57.5,86.0
79.0,85.0
46.0,85.0
60.5,84.5
57.0,84.0
25.5,84.0
84.5,83.5
66.0,83.0
43.0,83.0
33.6666666666667,84.0
23.0,83.0
82.0,82.0
53.8,83.2
36.0,82.0
80.0,81.0
77.0,81.0
25.0,81.5
21.0,81.0
110.0,80.0
102.0,80.0
66.6666666666667,80.6666666666667
24.0,79.0
99.8,79.8
70.0,78.0
111.0,77.0
73.25,78.0
63.5,76.5
21.0,76.0
70.25,75.5
110.333333333333,74.6666666666667
61.0,74.0
104.0,73.0
96.5,72.0
94.0,72.0
91.0,72.0
65.0,72.0
14.0,73.0
61.0,71.0
13.0,70.0
90.6666666666667,69.3333333333333
127.0,66.0
107.0,66.0
77.0,66.0
59.0,67.25
57.0,66.0
79.0,65.5
17.0,64.0
127.0,63.5
81.6666666666667,64.0
58.0,63.0
51.0,63.0
17.0,62.0
83.0,61.0
79.3333333333333,62.0
53.6,62.0
50.0,61.0
9.0,61.5
16.0,60.0
45.3333333333333,58.3333333333333
48.0,57.0
46.0,55.0
31.0,55.0
14.8,56.4
5.83333333333333,56.0
29.0,54.0
44.5,53.0
36.0,53.0
42.0,52.0
106.0,51.0
27.0,51.0
36.3333333333333,50.0
33.0,48.0
25.0,48.0
5.22222222222222,47.0
13.5,43.0
9.75,42.75
7.0,42.0
13.0,41.0
127.0,40.0
27.5,40.75
13.666666666666698,38.3333333333333
127.0,37.5
17.4,35.4
127.0,33.5
6.0,32.6666666666667
127.0,31.0
116.5,27.5
114.0,26.0
116.666666666667,24.6666666666667
117.0,22.0
109.0,18.0
127.0,13.0
98.0,10.0
76.0,8.0
82.5,7.25
77.5,6.5
114.0,5.0
79.0,5.0
75.5,4.16666666666667
5.0,1.0
3.0,0.5
