x,y
21.2857142857143,124.285714285714
41.0,120.0
26.0,120.666666666667
43.6666666666667,118.666666666667
18.75,118.5
39.0,116.0
32.0,116.666666666667
23.0,115.0
25.0,114.0
41.0,111.0
28.5,111.0
43.0,110.0
35.0,110.0
33.0,107.5
53.0,106.0
38.0,105.42857142857099
41.5,100.5
63.0,99.0
41.0,98.0
41.0,93.0
78.0,90.0
64.0,90.0
73.5,89.5
54.5,89.0
57.0,86.5
49.0,84.5
51.5,83.5
82.0,82.0
76.0,83.0
75.5,79.5
53.4,77.6
70.625,77.375
76.5,74.5
76.5,71.5
84.0,70.0
76.5,68.0
61.0,70.0
64.0,68.5
77.5714285714286,66.14285714285711
59.0,65.5
59.8,62.8
73.25,59.75
69.0,58.0
66.0,57.3333333333333
62.6666666666667,58.0
70.0,56.0
82.3333333333333,56.0
68.0,55.0
81.0,54.0
73.0,53.6666666666667
23.0,54.8
70.0,52.0
13.0,52.5
68.0,51.5
70.0,50.0
84.0,49.0
80.6,50.0
71.6666666666667,47.6666666666667
75.0,46.0
87.5,45.5
82.75,43.5
86.5,41.75
71.8333333333333,42.1666666666667
74.0,36.0
79.5,35.0
86.875,31.5
91.0,30.5
54.0,30.0
21.0,27.0
19.0,27.0
90.0,26.0
73.28571428571429,27.714285714285698
91.5,24.0
83.5,24.5
88.0,23.5
91.0,22.0
88.5,21.0
29.5,21.5
79.7272727272727,22.3636363636364
72.5714285714286,19.1428571428571
90.5,15.5
76.0,13.0
87.6666666666667,13.833333333333302
91.6666666666667,11.0
65.0,10.0
72.8888888888889,9.33333333333333
91.0,5.0
81.375,8.0
8.0,4.0
73.6666666666667,3.3333333333333304
42.5,3.0
89.5,2.5
83.0,0.0
78.0,0.0
