x,y
84.9230769230769,83.0769230769231
97.6428571428571,83.1428571428571
64.0,80.6
97.0,79.0
74.0,79.0
77.3684210526316,81.5789473684211
107.0,77.6666666666667
69.75,78.125
3.0,77.5
71.5,74.0
33.2857142857143,74.28571428571429
90.35,74.65
53.3,73.5
27.75,71.75
73.6315789473684,71.94736842105259
41.473684210526294,70.4736842105263
11.1333333333333,69.6
0.0,67.0
80.0769230769231,67.0
21.5,65.0
21.0,63.0
19.0,64.0
65.0,63.0
73.75,61.0
64.55,54.9
58.6666666666667,52.1666666666667
36.28,51.24
9.25,50.55
0.33333333333333304,47.6666666666667
49.5333333333333,47.6666666666667
43.6666666666667,48.25
17.96,47.04
4.6,31.2
