"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_10_1_Composite.tif",0,0,1,0.8415,0.8406,0.5714,0.256,0.7181,0.7181
"3","structure_1_10_1_Composite.tif",0,1,0,0.8062,0.8058,0.5,0.193,0.7181,0.7181
"21","structure_1_10_2_Composite.tif",0,0,1,0.8538,0.8538,1,0.3075,0.7176,0.7176
"31","structure_1_10_2_Composite.tif",0,1,0,0.8266,0.8265,0.5,0.1885,0.7176,0.7176
"22","structure_1_10_3_Composite.tif",0,0,1,0.7918,0.7918,1,0.3451,0.7103,0.7103
"32","structure_1_10_3_Composite.tif",0,1,0,0.8357,0.8362,1,0.4132,0.7103,0.7103
"23","structure_1_10_4_Composite.tif",0,0,1,0.7962,0.7958,0.6666,0.2904,0.7414,0.7414
"33","structure_1_10_4_Composite.tif",0,1,0,0.8309,0.8306,0.7142,0.2719,0.7414,0.7414
"24","structure_1_10_5_Composite.tif",0,0,1,0.8101,0.8104,1,0.4111,0.7375,0.7375
"34","structure_1_10_5_Composite.tif",0,1,0,0.8065,0.8066,1,0.3109,0.7375,0.7375
"25","structure_2_10_1_Composite.tif",0,0,1,0.8467,0.8455,0.6666,0.2404,0.806,0.806
"35","structure_2_10_1_Composite.tif",0,1,0,0.8659,0.8655,1,0.4118,0.806,0.806
"26","structure_2_10_2_Composite.tif",0,0,1,0.8903,0.8896,0.6666,0.2693,0.7882,0.7882
"36","structure_2_10_2_Composite.tif",0,1,0,0.8437,0.8428,0.6666,0.2187,0.7882,0.7882
"27","structure_2_10_3_Composite.tif",0,0,1,0.8385,0.8386,1,0.3467,0.7986,0.7986
"37","structure_2_10_3_Composite.tif",0,1,0,0.8936,0.8931,0.6666,0.2666,0.7986,0.7986
"28","structure_2_10_4_Composite.tif",0,0,1,0.8507,0.8496,0.6666,0.3342,0.815,0.815
"38","structure_2_10_4_Composite.tif",0,1,0,0.8752,0.8749,0.6666,0.273,0.815,0.815
"29","structure_2_10_5_Composite.tif",0,0,1,0.8437,0.8434,1,0.3712,0.7977,0.7977
"39","structure_2_10_5_Composite.tif",0,1,0,0.8842,0.8838,0.75,0.2246,0.7977,0.7977
"210","structure_3_10_1_Composite.tif",0,0,1,0.8114,0.8114,1,0.3061,0.668,0.668
"310","structure_3_10_1_Composite.tif",0,1,0,0.8,0.8,1,0.3282,0.668,0.668
"211","structure_3_10_2_Composite.tif",0,0,1,0.8367,0.8367,1,0.3305,0.6682,0.6682
"311","structure_3_10_2_Composite.tif",0,1,0,0.8414,0.8414,1,0.2779,0.6682,0.6682
"212","structure_3_10_3_Composite.tif",0,0,1,0.822,0.822,1,0.3088,0.6799,0.6799
"312","structure_3_10_3_Composite.tif",0,1,0,0.8451,0.8451,1,0.2871,0.6799,0.6799
"213","structure_3_10_4_Composite.tif",0,0,1,0.8375,0.8375,1,0.3247,0.6804,0.6804
"313","structure_3_10_4_Composite.tif",0,1,0,0.8243,0.8243,1,0.3249,0.6804,0.6804
"214","structure_3_10_5_Composite.tif",0,0,1,0.8057,0.8056,0.5,0.2195,0.6655,0.6655
"314","structure_3_10_5_Composite.tif",0,1,0,0.8623,0.8623,1,0.2625,0.6655,0.6655
"215","structure_4_10_1_Composite.tif",0,0,1,0.881,0.8809,1,0.3264,0.8504,0.8504
"315","structure_4_10_1_Composite.tif",0,1,0,0.8938,0.8938,1,0.4367,0.8504,0.8504
"216","structure_4_10_2_Composite.tif",0,0,1,0.9049,0.9049,1,0.3855,0.8507,0.8507
"316","structure_4_10_2_Composite.tif",0,1,0,0.8876,0.8866,0.5,0.2141,0.8507,0.8507
"217","structure_4_10_3_Composite.tif",0,0,1,0.8944,0.8944,1,0.401,0.8456,0.8456
"317","structure_4_10_3_Composite.tif",0,1,0,0.869,0.869,1,0.3898,0.8456,0.8456
"218","structure_4_10_4_Composite.tif",0,0,1,0.8546,0.8541,1,0.3521,0.8241,0.8241
"318","structure_4_10_4_Composite.tif",0,1,0,0.8737,0.8737,1,0.3662,0.8241,0.8241
"219","structure_4_10_5_Composite.tif",0,0,1,0.88,0.88,1,0.3628,0.831,0.831
"319","structure_4_10_5_Composite.tif",0,1,0,0.8967,0.8967,1,0.3864,0.831,0.831
