"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_90_1_Composite.tif",0,0,1,0.8417,0.8416,0.5,0.2274,0.8255,0.8255
"3","structure_1_90_1_Composite.tif",0,1,0,0.8897,0.8898,0.5,0.2444,0.8255,0.8255
"21","structure_1_90_2_Composite.tif",0,0,1,0.8941,0.8942,0.5,0.244,0.8274,0.8274
"31","structure_1_90_2_Composite.tif",0,1,0,0.8995,0.899,0.3333,0.1495,0.8274,0.8274
"22","structure_1_90_3_Composite.tif",0,0,1,0.8829,0.8829,1,0.3532,0.8239,0.8239
"32","structure_1_90_3_Composite.tif",0,1,0,0.9021,0.9026,1,0.383,0.8239,0.8239
"23","structure_1_90_4_Composite.tif",0,0,1,0.8833,0.8833,1,0.3656,0.8261,0.8261
"33","structure_1_90_4_Composite.tif",0,1,0,0.8941,0.8941,1,0.2906,0.8261,0.8261
"24","structure_1_90_5_Composite.tif",0,0,1,0.8925,0.8924,1,0.3459,0.8355,0.8355
"34","structure_1_90_5_Composite.tif",0,1,0,0.8506,0.8507,1,0.354,0.8355,0.8355
"25","structure_2_90_1_Composite.tif",0,0,1,0.9116,0.9118,1,0.438,0.8676,0.8676
"35","structure_2_90_1_Composite.tif",0,1,0,0.8811,0.8806,1,0.3452,0.8676,0.8676
"26","structure_2_90_2_Composite.tif",0,0,1,0.9038,0.9038,0.6666,0.2994,0.8764,0.8764
"36","structure_2_90_2_Composite.tif",0,1,0,0.878,0.8781,1,0.3016,0.8764,0.8764
"27","structure_2_90_3_Composite.tif",0,0,1,0.9366,0.9363,0.75,0.3071,0.8817,0.8817
"37","structure_2_90_3_Composite.tif",0,1,0,0.8581,0.8581,1,0.3454,0.8817,0.8817
"28","structure_2_90_4_Composite.tif",0,0,1,0.9024,0.902,0.6666,0.2856,0.8715,0.8715
"38","structure_2_90_4_Composite.tif",0,1,0,0.8882,0.8882,1,0.3723,0.8715,0.8715
"29","structure_2_90_5_Composite.tif",0,0,1,0.912,0.9114,0.5,0.2585,0.8861,0.8861
"39","structure_2_90_5_Composite.tif",0,1,0,0.8808,0.8802,0.5,0.2649,0.8861,0.8861
"210","structure_3_90_1_Composite.tif",0,0,1,0.9367,0.9367,1,0.3117,0.7944,0.7944
"310","structure_3_90_1_Composite.tif",0,1,0,0.8804,0.8804,1,0.3095,0.7944,0.7944
"211","structure_3_90_2_Composite.tif",0,0,1,0.9055,0.9051,0.75,0.1993,0.7923,0.7923
"311","structure_3_90_2_Composite.tif",0,1,0,0.8574,0.8572,0.5,0.2586,0.7923,0.7923
"212","structure_3_90_3_Composite.tif",0,0,1,0.8921,0.8921,0.5,0.2157,0.7984,0.7984
"312","structure_3_90_3_Composite.tif",0,1,0,0.8634,0.8634,1,0.2656,0.7984,0.7984
"213","structure_3_90_4_Composite.tif",0,0,1,0.8578,0.8578,0.5,0.2082,0.7908,0.7908
"313","structure_3_90_4_Composite.tif",0,1,0,0.8777,0.8773,0.5,0.2416,0.7908,0.7908
"214","structure_3_90_5_Composite.tif",0,0,1,0.8899,0.8899,1,0.3026,0.7985,0.7985
"314","structure_3_90_5_Composite.tif",0,1,0,0.874,0.8744,0.6666,0.2897,0.7985,0.7985
"215","structure_4_90_1_Composite.tif",0,0,1,0.9294,0.9294,1,0.3723,0.9046,0.9046
"315","structure_4_90_1_Composite.tif",0,1,0,0.8775,0.8774,1,0.3578,0.9046,0.9046
"216","structure_4_90_2_Composite.tif",0,0,1,0.9403,0.9403,1,0.4528,0.8939,0.8939
"316","structure_4_90_2_Composite.tif",0,1,0,0.8846,0.8846,1,0.419,0.8939,0.8939
"217","structure_4_90_3_Composite.tif",0,0,1,0.9183,0.9183,1,0.4503,0.9067,0.9067
"317","structure_4_90_3_Composite.tif",0,1,0,0.8995,0.8995,1,0.3793,0.9067,0.9067
"218","structure_4_90_4_Composite.tif",0,0,1,0.921,0.921,1,0.4044,0.8939,0.8939
"318","structure_4_90_4_Composite.tif",0,1,0,0.8839,0.8839,1,0.3807,0.8939,0.8939
"219","structure_4_90_5_Composite.tif",0,0,1,0.9287,0.9287,1,0.3742,0.8974,0.8974
"319","structure_4_90_5_Composite.tif",0,1,0,0.8964,0.8964,1,0.3839,0.8974,0.8974
