"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_90_1_Composite.tif",0,0,1,0.372,0.341,0.1129,0.2183,0.3419,0.3419
"3","structure_1_90_1_Composite.tif",0,1,0,0.4132,0.3871,0.2318,0.2499,0.3419,0.3419
"21","structure_1_90_2_Composite.tif",0,0,1,0.3741,0.3651,0.1509,0.2312,0.3639,0.3639
"31","structure_1_90_2_Composite.tif",0,1,0,0.3693,0.3498,0.123,0.1838,0.3639,0.3639
"22","structure_1_90_3_Composite.tif",0,0,1,0.4362,0.4004,0.2077,0.2841,0.3822,0.3822
"32","structure_1_90_3_Composite.tif",0,1,0,0.3807,0.3754,0.1136,0.2556,0.3822,0.3822
"23","structure_1_90_4_Composite.tif",0,0,1,0.3711,0.3496,0.1746,0.2724,0.3532,0.3532
"33","structure_1_90_4_Composite.tif",0,1,0,0.4383,0.412,0.2461,0.271,0.3532,0.3532
"24","structure_1_90_5_Composite.tif",0,0,1,0.4575,0.4464,0.2786,0.2533,0.3681,0.3681
"34","structure_1_90_5_Composite.tif",0,1,0,0.4309,0.4115,0.2372,0.2533,0.3681,0.3681
"25","structure_2_90_1_Composite.tif",0,0,1,0.3545,0.3384,0.1525,0.2105,0.3523,0.3523
"35","structure_2_90_1_Composite.tif",0,1,0,0.4223,0.3849,0.1594,0.2304,0.3523,0.3523
"26","structure_2_90_2_Composite.tif",0,0,1,0.4507,0.4341,0.3333,0.2873,0.3616,0.3616
"36","structure_2_90_2_Composite.tif",0,1,0,0.4174,0.409,0.2972,0.2674,0.3616,0.3616
"27","structure_2_90_3_Composite.tif",0,0,1,0.4956,0.4835,0.2608,0.2313,0.428,0.428
"37","structure_2_90_3_Composite.tif",0,1,0,0.4541,0.4429,0.2884,0.2232,0.428,0.428
"28","structure_2_90_4_Composite.tif",0,0,1,0.3944,0.3851,0.1538,0.1999,0.4521,0.4521
"38","structure_2_90_4_Composite.tif",0,1,0,0.593,0.5597,0.3846,0.3063,0.4521,0.4521
"29","structure_2_90_5_Composite.tif",0,0,1,0.4435,0.437,0.2,0.248,0.3656,0.3656
"39","structure_2_90_5_Composite.tif",0,1,0,0.5235,0.5133,0.3114,0.2562,0.3656,0.3656
"210","structure_3_90_1_Composite.tif",0,0,1,0.4207,0.4199,0.2758,0.276,0.3038,0.3038
"310","structure_3_90_1_Composite.tif",0,1,0,0.3571,0.3514,0.0892,0.304,0.3038,0.3038
"211","structure_3_90_2_Composite.tif",0,0,1,0.458,0.4244,0.2272,0.2488,0.319,0.319
"311","structure_3_90_2_Composite.tif",0,1,0,0.3328,0.3117,0.1363,0.2463,0.319,0.319
"212","structure_3_90_3_Composite.tif",0,0,1,0.4051,0.4,0.228,0.2441,0.3036,0.3036
"312","structure_3_90_3_Composite.tif",0,1,0,0.367,0.3569,0.1095,0.2678,0.3036,0.3036
"213","structure_3_90_4_Composite.tif",0,0,1,0.3546,0.335,0.1071,0.2765,0.2788,0.2788
"313","structure_3_90_4_Composite.tif",0,1,0,0.2866,0.2814,0.1166,0.2255,0.2788,0.2788
"214","structure_3_90_5_Composite.tif",0,0,1,0.3896,0.3804,0.22,0.2627,0.3456,0.3456
"314","structure_3_90_5_Composite.tif",0,1,0,0.5105,0.4987,0.3928,0.2738,0.3456,0.3456
"215","structure_4_90_1_Composite.tif",0,0,1,0.4069,0.3894,0.1555,0.1911,0.3599,0.3599
"315","structure_4_90_1_Composite.tif",0,1,0,0.4899,0.4745,0.2666,0.2338,0.3599,0.3599
"216","structure_4_90_2_Composite.tif",0,0,1,0.4165,0.3943,0.1764,0.2286,0.4088,0.4088
"316","structure_4_90_2_Composite.tif",0,1,0,0.4961,0.4716,0.4146,0.2825,0.4088,0.4088
"217","structure_4_90_3_Composite.tif",0,0,1,0.5241,0.508,0.2692,0.2729,0.3886,0.3886
"317","structure_4_90_3_Composite.tif",0,1,0,0.5041,0.4805,0.234,0.2471,0.3886,0.3886
"218","structure_4_90_4_Composite.tif",0,0,1,0.4261,0.3767,0.1458,0.1899,0.3971,0.3971
"318","structure_4_90_4_Composite.tif",0,1,0,0.5136,0.4906,0.3658,0.2883,0.3971,0.3971
"219","structure_4_90_5_Composite.tif",0,0,1,0.5251,0.4988,0.2702,0.2169,0.4447,0.4447
"319","structure_4_90_5_Composite.tif",0,1,0,0.5528,0.5465,0.3636,0.2689,0.4447,0.4447
