"","FileName","Frame","Channel","ChannelColoc","ColocSignalBased","ColocSizeBased","ColocObjectsNumber","MeanIntensity","PearsonCorr","PearsonCorrMasked"
"2","structure_1_60_1_Composite.tif",0,0,1,0.3087,0.2941,0.1176,0.211,0.31,0.31
"3","structure_1_60_1_Composite.tif",0,1,0,0.3484,0.3383,0.2428,0.2304,0.31,0.31
"21","structure_1_60_2_Composite.tif",0,0,1,0.3534,0.3486,0.2448,0.2754,0.231,0.231
"31","structure_1_60_2_Composite.tif",0,1,0,0.3463,0.3394,0.196,0.2817,0.231,0.231
"22","structure_1_60_3_Composite.tif",0,0,1,0.2787,0.2701,0.0909,0.1764,0.2749,0.2749
"32","structure_1_60_3_Composite.tif",0,1,0,0.3162,0.323,0.1803,0.2318,0.2749,0.2749
"23","structure_1_60_4_Composite.tif",0,0,1,0.2459,0.2458,0.0784,0.2102,0.2576,0.2576
"33","structure_1_60_4_Composite.tif",0,1,0,0.3754,0.3516,0.25,0.2718,0.2576,0.2576
"24","structure_1_60_5_Composite.tif",0,0,1,0.2173,0.2131,0.0476,0.2025,0.2354,0.2354
"34","structure_1_60_5_Composite.tif",0,1,0,0.2832,0.2531,0.1044,0.208,0.2354,0.2354
"25","structure_2_60_1_Composite.tif",0,0,1,0.3636,0.3493,0.204,0.2559,0.3195,0.3195
"35","structure_2_60_1_Composite.tif",0,1,0,0.3621,0.3409,0.2068,0.2645,0.3195,0.3195
"26","structure_2_60_2_Composite.tif",0,0,1,0.362,0.3595,0.1176,0.2466,0.3047,0.3047
"36","structure_2_60_2_Composite.tif",0,1,0,0.4471,0.4166,0.2321,0.2624,0.3047,0.3047
"27","structure_2_60_3_Composite.tif",0,0,1,0.4386,0.4143,0.2678,0.2321,0.3054,0.3054
"37","structure_2_60_3_Composite.tif",0,1,0,0.3612,0.3552,0.2368,0.2335,0.3054,0.3054
"28","structure_2_60_4_Composite.tif",0,0,1,0.3351,0.339,0.1794,0.2214,0.2824,0.2824
"38","structure_2_60_4_Composite.tif",0,1,0,0.4118,0.3934,0.2631,0.2595,0.2824,0.2824
"29","structure_2_60_5_Composite.tif",0,0,1,0.358,0.3541,0.1627,0.2048,0.3408,0.3408
"39","structure_2_60_5_Composite.tif",0,1,0,0.4095,0.4192,0.2765,0.2205,0.3408,0.3408
"210","structure_3_60_1_Composite.tif",0,0,1,0.2783,0.276,0.102,0.2071,0.2591,0.2591
"310","structure_3_60_1_Composite.tif",0,1,0,0.4049,0.3798,0.25,0.286,0.2591,0.2591
"211","structure_3_60_2_Composite.tif",0,0,1,0.2861,0.2858,0.2,0.2993,0.2208,0.2208
"311","structure_3_60_2_Composite.tif",0,1,0,0.3111,0.3065,0.228,0.276,0.2208,0.2208
"212","structure_3_60_3_Composite.tif",0,0,1,0.2212,0.2174,0.0408,0.2164,0.2236,0.2236
"312","structure_3_60_3_Composite.tif",0,1,0,0.2988,0.2892,0.1666,0.2332,0.2236,0.2236
"213","structure_3_60_4_Composite.tif",0,0,1,0.2529,0.2436,0.0925,0.1838,0.2742,0.2742
"313","structure_3_60_4_Composite.tif",0,1,0,0.3398,0.3308,0.1754,0.2712,0.2742,0.2742
"214","structure_3_60_5_Composite.tif",0,0,1,0.2957,0.2706,0.0845,0.2098,0.2381,0.2381
"314","structure_3_60_5_Composite.tif",0,1,0,0.241,0.2346,0.0804,0.2039,0.2381,0.2381
"215","structure_4_60_1_Composite.tif",0,0,1,0.4931,0.4574,0.4186,0.2696,0.3108,0.3108
"315","structure_4_60_1_Composite.tif",0,1,0,0.3445,0.3397,0.1875,0.269,0.3108,0.3108
"216","structure_4_60_2_Composite.tif",0,0,1,0.3194,0.3044,0.1142,0.256,0.3011,0.3011
"316","structure_4_60_2_Composite.tif",0,1,0,0.325,0.3073,0.1111,0.1679,0.3011,0.3011
"217","structure_4_60_3_Composite.tif",0,0,1,0.3862,0.3681,0.1714,0.1673,0.349,0.349
"317","structure_4_60_3_Composite.tif",0,1,0,0.5071,0.48,0.3333,0.2688,0.349,0.349
"218","structure_4_60_4_Composite.tif",0,0,1,0.4459,0.4458,0.2894,0.2345,0.378,0.378
"318","structure_4_60_4_Composite.tif",0,1,0,0.406,0.3985,0.2142,0.2281,0.378,0.378
"219","structure_4_60_5_Composite.tif",0,0,1,0.4937,0.4633,0.2666,0.2194,0.3693,0.3693
"319","structure_4_60_5_Composite.tif",0,1,0,0.4102,0.4009,0.196,0.2152,0.3693,0.3693
